region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.28,145,137,151,80.24,80.36,145 [137 - 151],80.28% [80.24% - 80.36%],24,20,30,03-16-2021,projected
2,AL- DOTHAN,80.08,1,0,3,80.0,80.15,1 [0 - 3],80.08% [80.0% - 80.15%],1,0,2,03-16-2021,projected
5,AL- HUNTSVILLE,80.16,21,19,22,80.16,80.21,21 [19 - 22],80.16% [80.16% - 80.21%],3,3,4,03-16-2021,projected
6,AL- MOBILE,80.14,28,27,29,80.14,80.18,28 [27 - 29],80.14% [80.14% - 80.18%],4,4,5,03-16-2021,projected
7,AL- MONTGOMERY,80.19,21,19,22,80.19,80.26,21 [19 - 22],80.19% [80.19% - 80.26%],3,3,4,03-16-2021,projected
9,AL- TUSCALOOSA,80.1,7,7,8,80.1,80.2,7 [7 - 8],80.1% [80.1% - 80.2%],1,1,2,03-16-2021,projected
11,AZ- MESA,80.86,101,98,105,80.71,81.06,101 [98 - 105],80.86% [80.71% - 81.06%],17,14,21,03-16-2021,projected
12,AZ- PHOENIX,80.53,236,228,246,80.46,80.65,236 [228 - 246],80.53% [80.46% - 80.65%],40,35,49,03-16-2021,projected
14,AZ- SUN CITY,80.37,17,16,18,80.25,80.49,17 [16 - 18],80.37% [80.25% - 80.49%],3,2,4,03-16-2021,projected
15,AZ- TUCSON,80.32,47,45,49,80.24,80.36,47 [45 - 49],80.32% [80.24% - 80.36%],8,6,9,03-16-2021,projected
16,AR- FORT SMITH,80.16,8,7,11,80.08,80.31,8 [7 - 11],80.16% [80.08% - 80.31%],2,1,4,03-16-2021,projected
18,AR- JONESBORO,80.0,0,0,1,80.0,80.11,0 [0 - 1],80.0% [80.0% - 80.11%],0,0,1,03-16-2021,projected
19,AR- LITTLE ROCK,80.09,33,32,35,80.09,80.1,33 [32 - 35],80.09% [80.09% - 80.1%],5,5,6,03-16-2021,projected
21,AR- SPRINGDALE,80.38,22,21,24,80.28,80.47,22 [21 - 24],80.38% [80.28% - 80.47%],4,3,5,03-16-2021,projected
22,AR- TEXARKANA,80.2,8,6,9,80.0,80.2,8 [6 - 9],80.2% [80.0% - 80.2%],2,0,2,03-16-2021,projected
