region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.05,28,24,34,80.01,80.12,28 [24 - 34],80.05% [80.01% - 80.12%],4,1,10,03-31-2021,projected
2,AL- DOTHAN,80.08,7,6,9,80.0,80.23,7 [6 - 9],80.08% [80.0% - 80.23%],1,0,3,03-31-2021,projected
5,AL- HUNTSVILLE,80.05,7,7,10,80.05,80.16,7 [7 - 10],80.05% [80.05% - 80.16%],1,1,3,03-31-2021,projected
6,AL- MOBILE,80.07,14,12,14,80.0,80.07,14 [12 - 14],80.07% [80.0% - 80.07%],2,0,2,03-31-2021,projected
7,AL- MONTGOMERY,80.26,28,26,32,80.13,80.45,28 [26 - 32],80.26% [80.13% - 80.45%],4,2,7,03-31-2021,projected
9,AL- TUSCALOOSA,80.1,7,6,8,80.1,80.2,7 [6 - 8],80.1% [80.1% - 80.2%],1,1,2,03-31-2021,projected
11,AZ- MESA,80.15,21,19,23,80.05,80.25,21 [19 - 23],80.15% [80.05% - 80.25%],3,1,5,03-31-2021,projected
12,AZ- PHOENIX,80.08,39,35,44,80.03,80.13,39 [35 - 44],80.08% [80.03% - 80.13%],6,2,10,03-31-2021,projected
14,AZ- SUN CITY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-31-2021,projected
15,AZ- TUCSON,80.12,17,15,19,80.04,80.16,17 [15 - 19],80.12% [80.04% - 80.16%],3,1,4,03-31-2021,projected
16,AR- FORT SMITH,80.0,0,0,1,80.0,80.08,0 [0 - 1],80.0% [80.0% - 80.08%],0,0,1,03-31-2021,projected
18,AR- JONESBORO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-31-2021,projected
19,AR- LITTLE ROCK,80.07,28,26,35,80.03,80.19,28 [26 - 35],80.07% [80.03% - 80.19%],4,2,11,03-31-2021,projected
21,AR- SPRINGDALE,80.19,14,12,16,80.0,80.38,14 [12 - 16],80.19% [80.0% - 80.38%],2,0,4,03-31-2021,projected
22,AR- TEXARKANA,80.1,7,6,13,80.0,80.61,7 [6 - 13],80.1% [80.0% - 80.61%],1,0,6,03-31-2021,projected
23,CA- ORANGE CO.,80.03,14,13,17,80.01,80.07,14 [13 - 17],80.03% [80.01% - 80.07%],2,1,5,03-31-2021,projected
25,CA- BAKERSFIELD,80.03,1,0,2,80.0,80.03,1 [0 - 2],80.03% [80.0% - 80.03%],1,0,1,03-31-2021,projected
