HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,85.62,470,421,515,81.59,89.06,470 [421 - 515],85.62% [81.59% - 89.06%],474,134,765,07-13-2020
2,AL- DOTHAN,87.58,98,88,110,82.11,93.78,98 [88 - 110],87.58% [82.11% - 93.78%],100,28,183,07-13-2020
5,AL- HUNTSVILLE,87.86,144,131,155,82.66,91.65,144 [131 - 155],87.86% [82.66% - 91.65%],147,50,219,07-13-2020
6,AL- MOBILE,86.21,173,157,193,82.1,90.75,173 [157 - 193],86.21% [82.1% - 90.75%],177,60,307,07-13-2020
7,AL- MONTGOMERY,85.64,84,74,95,81.16,90.22,84 [74 - 95],85.64% [81.16% - 90.22%],87,18,158,07-13-2020
9,AL- TUSCALOOSA,85.81,54,49,60,81.5,89.62,54 [49 - 60],85.81% [81.5% - 89.62%],57,15,96,07-13-2020
11,AZ- MESA,96.3,320,290,354,85.45,107.07,320 [290 - 354],96.3% [85.45% - 107.07%],322,108,536,07-13-2020
12,AZ- PHOENIX,90.46,790,714,877,83.41,97.7,790 [714 - 877],90.46% [83.41% - 97.7%],792,258,1341,07-13-2020
14,AZ- SUN CITY,86.87,52,47,58,82.22,91.36,52 [47 - 58],86.87% [82.22% - 91.36%],55,18,92,07-13-2020
15,AZ- TUCSON,89.72,243,216,279,82.34,98.42,243 [216 - 279],89.72% [82.34% - 98.42%],245,59,465,07-13-2020
16,AR- FORT SMITH,84.6,57,50,65,80.94,88.59,57 [50 - 65],84.6% [80.94% - 88.59%],58,12,110,07-13-2020
18,AR- JONESBORO,84.59,38,35,42,81.55,86.75,38 [35 - 42],84.59% [81.55% - 86.75%],41,14,61,07-13-2020
19,AR- LITTLE ROCK,84.09,231,205,246,80.8,85.82,231 [205 - 246],84.09% [80.8% - 85.82%],236,46,336,07-13-2020
21,AR- SPRINGDALE,89.16,93,83,101,82.46,93.62,93 [83 - 101],89.16% [82.46% - 93.62%],96,26,144,07-13-2020
22,AR- TEXARKANA,87.06,67,61,73,82.55,90.51,67 [61 - 73],87.06% [82.55% - 90.51%],69,25,103,07-13-2020
23,CA- ORANGE CO.,87.28,554,493,606,81.67,91.42,554 [493 - 606],87.28% [81.67% - 91.42%],556,128,874,07-13-2020
25,CA- BAKERSFIELD,85.41,191,167,217,80.77,89.85,191 [167 - 217],85.41% [80.77% - 89.85%],195,28,356,07-13-2020
31,CA- CHICO,88.05,49,44,56,81.09,94.84,49 [44 - 56],88.05% [81.09% - 94.84%],51,7,95,07-13-2020
33,CA- CONTRA COSTA CO.,87.17,140,126,151,82.05,90.93,140 [126 - 151],87.17% [82.05% - 90.93%],143,41,219,07-13-2020
43,CA- FRESNO,88.95,200,175,228,81.23,96.91,200 [175 - 228],88.95% [81.23% - 96.91%],204,28,386,07-13-2020
56,CA- LOS ANGELES,86.16,1594,1415,1745,81.29,90.89,1594 [1415 - 1745],86.16% [81.29% - 90.89%],1527,321,2700,07-13-2020
58,CA- MODESTO,88.52,143,127,155,81.86,93.21,143 [127 - 155],88.52% [81.86% - 93.21%],146,32,227,07-13-2020
62,CA- NAPA,86.98,35,32,39,81.37,90.82,35 [32 - 39],86.98% [81.37% - 90.82%],40,8,63,07-13-2020
