HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,85.98,502,456,531,82.17,88.12,502 [456 - 531],85.98% [82.17% - 88.12%],504,183,686,07-13-2020
2,AL- DOTHAN,89.03,117,106,127,83.09,93.4,117 [106 - 127],89.03% [83.09% - 93.4%],119,41,178,07-13-2020
5,AL- HUNTSVILLE,87.93,146,134,153,83.3,90.32,146 [134 - 153],87.93% [83.3% - 90.32%],149,62,194,07-13-2020
6,AL- MOBILE,87.26,203,186,217,82.94,90.22,203 [186 - 217],87.26% [82.94% - 90.22%],207,84,292,07-13-2020
7,AL- MONTGOMERY,86.39,97,87,104,81.55,89.12,97 [87 - 104],86.39% [81.55% - 89.12%],98,24,141,07-13-2020
9,AL- TUSCALOOSA,86.2,56,51,60,81.8,88.32,56 [51 - 60],86.2% [81.8% - 88.32%],61,18,83,07-13-2020
11,AZ- MESA,96.67,326,297,346,86.97,102.93,326 [297 - 346],96.67% [86.97% - 102.93%],330,138,454,07-13-2020
12,AZ- PHOENIX,90.81,816,742,868,84.34,95.08,816 [742 - 868],90.81% [84.34% - 95.08%],818,329,1142,07-13-2020
14,AZ- SUN CITY,87.02,55,51,58,82.84,89.63,55 [51 - 58],87.02% [82.84% - 89.63%],56,23,78,07-13-2020
15,AZ- TUCSON,90.71,266,238,286,82.97,95.61,266 [238 - 286],90.71% [82.97% - 95.61%],270,75,394,07-13-2020
16,AR- FORT SMITH,85.36,66,59,71,81.48,87.57,66 [59 - 71],85.36% [81.48% - 87.57%],68,19,97,07-13-2020
18,AR- JONESBORO,84.44,35,33,38,81.77,86.08,35 [33 - 38],84.44% [81.77% - 86.08%],40,16,55,07-13-2020
