HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,84.09,341,303,397,81.1,88.68,341 [303 - 397],84.09% [81.1% - 88.68%],345,93,733,07-13-2020
2,AL- DOTHAN,84.52,56,50,70,81.05,91.67,56 [50 - 70],84.52% [81.05% - 91.67%],60,14,155,07-13-2020
5,AL- HUNTSVILLE,86.08,112,101,127,81.86,91.65,112 [101 - 127],86.08% [81.86% - 91.65%],114,35,219,07-13-2020
6,AL- MOBILE,84.31,121,109,143,81.33,89.56,121 [109 - 143],84.31% [81.33% - 89.56%],123,38,273,07-13-2020
7,AL- MONTGOMERY,84.02,58,51,71,80.71,89.57,58 [51 - 71],84.02% [80.71% - 89.57%],62,11,148,07-13-2020
9,AL- TUSCALOOSA,84.25,39,35,47,80.9,89.22,39 [35 - 47],84.25% [80.9% - 89.22%],42,9,92,07-13-2020
11,AZ- MESA,93.29,259,232,303,83.99,108.08,259 [232 - 303],93.29% [83.99% - 108.08%],263,79,556,07-13-2020
12,AZ- PHOENIX,88.45,636,568,746,82.47,98.26,636 [568 - 746],88.45% [82.47% - 98.26%],639,187,1383,07-13-2020
14,AZ- SUN CITY,85.59,42,38,49,81.6,91.73,42 [38 - 49],85.59% [81.6% - 91.73%],45,13,95,07-13-2020
15,AZ- TUCSON,87.78,193,171,234,81.74,98.98,193 [171 - 234],87.78% [81.74% - 98.98%],196,44,479,07-13-2020
16,AR- FORT SMITH,83.43,41,37,50,80.55,88.2,41 [37 - 50],83.43% [80.55% - 88.2%],44,7,105,07-13-2020
18,AR- JONESBORO,83.95,34,31,39,80.88,87.08,34 [31 - 39],83.95% [80.88% - 87.08%],35,8,64,07-13-2020
19,AR- LITTLE ROCK,83.73,212,186,234,80.55,86.29,212 [186 - 234],83.73% [80.55% - 86.29%],215,32,363,07-13-2020
21,AR- SPRINGDALE,87.04,72,64,84,81.8,94.29,72 [64 - 84],87.04% [81.8% - 94.29%],74,19,151,07-13-2020
22,AR- TEXARKANA,84.94,45,40,53,81.33,90.51,45 [40 - 53],84.94% [81.33% - 90.51%],48,13,103,07-13-2020
23,CA- ORANGE CO.,86.39,485,430,560,81.35,92.86,485 [430 - 560],86.39% [81.35% - 92.86%],489,103,984,07-13-2020
25,CA- BAKERSFIELD,84.52,160,140,194,80.61,90.81,160 [140 - 194],84.52% [80.61% - 90.81%],163,22,391,07-13-2020
31,CA- CHICO,86.7,40,35,49,80.78,96.09,40 [35 - 49],86.7% [80.78% - 96.09%],42,5,103,07-13-2020
33,CA- CONTRA COSTA CO.,87.19,140,125,155,81.75,92.28,140 [125 - 155],87.19% [81.75% - 92.28%],143,35,246,07-13-2020
43,CA- FRESNO,87.43,166,145,203,81.01,98.44,166 [145 - 203],87.43% [81.01% - 98.44%],169,23,421,07-13-2020
56,CA- LOS ANGELES,85.2,1400,1237,1616,81.02,91.61,1400 [1237 - 1616],85.2% [81.02% - 91.61%],1289,253,2880,07-13-2020
58,CA- MODESTO,87.87,131,116,150,81.51,95.13,131 [116 - 150],87.87% [81.51% - 95.13%],135,26,260,07-13-2020
62,CA- NAPA,86.45,35,31,40,81.2,92.37,35 [31 - 40],86.45% [81.2% - 92.37%],37,7,72,07-13-2020
65,CA- ALAMEDA CO.,86.21,207,185,230,81.57,90.59,207 [185 - 230],86.21% [81.57% - 90.59%],209,53,358,07-13-2020
69,CA- PALM SPR/RANCHO MIR.,84.75,48,43,56,80.95,89.59,48 [43 - 56],84.75% [80.95% - 89.59%],50,10,101,07-13-2020
73,CA- REDDING,83.98,41,36,49,80.55,88.78,41 [36 - 49],83.98% [80.55% - 88.78%],43,6,95,07-13-2020
