region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,90.98,813,778,869,88.34,95.15,813 [778 - 869],90.98% [88.34% - 95.15%],927,704,1279,09-08-2020
2,AL- DOTHAN,86.33,68,67,73,85.12,86.93,68 [67 - 73],86.33% [85.12% - 86.93%],84,68,92,09-08-2020
5,AL- HUNTSVILLE,85.96,93,89,102,84.84,89.2,93 [89 - 102],85.96% [84.84% - 89.2%],112,91,173,09-08-2020
6,AL- MOBILE,83.36,72,72,75,82.91,83.71,72 [72 - 75],83.36% [82.91% - 83.71%],96,83,106,09-08-2020
7,AL- MONTGOMERY,86.92,91,90,95,85.82,88.28,91 [90 - 95],86.92% [85.82% - 88.28%],107,90,128,09-08-2020
9,AL- TUSCALOOSA,89.42,79,76,83,87.01,92.32,79 [76 - 83],89.42% [87.01% - 92.32%],94,70,123,09-08-2020
11,AZ- MESA,84.19,66,64,69,83.54,85.1,66 [64 - 69],84.19% [83.54% - 85.1%],83,70,101,09-08-2020
12,AZ- PHOENIX,82.42,142,138,151,81.95,82.9,142 [138 - 151],82.42% [81.95% - 82.9%],183,148,220,09-08-2020
14,AZ- SUN CITY,81.36,7,7,7,81.11,81.6,7 [7 - 7],81.36% [81.11% - 81.6%],11,9,13,09-08-2020
15,AZ- TUCSON,81.94,30,30,31,81.58,82.14,30 [30 - 31],81.94% [81.58% - 82.14%],49,40,54,09-08-2020
16,AR- FORT SMITH,82.97,30,29,33,82.26,83.51,30 [29 - 33],82.97% [82.26% - 83.51%],38,29,45,09-08-2020
18,AR- JONESBORO,85.75,45,45,48,85.42,87.41,45 [45 - 48],85.75% [85.42% - 87.41%],52,49,67,09-08-2020
19,AR- LITTLE ROCK,83.07,153,147,162,82.34,84.19,153 [147 - 162],83.07% [82.34% - 84.19%],177,135,242,09-08-2020
21,AR- SPRINGDALE,99.21,177,167,202,92.58,114.34,177 [167 - 202],99.21% [92.58% - 114.34%],203,133,363,09-08-2020
22,AR- TEXARKANA,83.88,28,28,30,82.65,84.39,28 [28 - 30],83.88% [82.65% - 84.39%],38,26,43,09-08-2020
23,CA- ORANGE CO.,83.28,202,200,207,82.91,83.61,202 [200 - 207],83.28% [82.91% - 83.61%],251,223,276,09-08-2020
25,CA- BAKERSFIELD,83.32,85,84,88,82.85,83.73,85 [84 - 88],83.32% [82.85% - 83.73%],120,103,135,09-08-2020
31,CA- CHICO,104.84,138,133,147,99.06,112.81,138 [133 - 147],104.84% [99.06% - 112.81%],159,122,210,09-08-2020
33,CA- CONTRA COSTA CO.,83.69,53,52,55,82.9,84.19,53 [52 - 55],83.69% [82.9% - 84.19%],74,58,84,09-08-2020
43,CA- FRESNO,89.99,177,172,183,88.15,91.34,177 [172 - 183],89.99% [88.15% - 91.34%],228,186,259,09-08-2020
56,CA- LOS ANGELES,83.05,601,590,623,82.59,83.54,601 [590 - 623],83.05% [82.59% - 83.54%],757,642,878,09-08-2020
58,CA- MODESTO,87.74,105,103,108,86.63,88.61,105 [103 - 108],87.74% [86.63% - 88.61%],133,114,148,09-08-2020
62,CA- NAPA,83.61,14,14,14,83.09,83.61,14 [14 - 14],83.61% [83.09% - 83.61%],21,18,21,09-08-2020
65,CA- ALAMEDA CO.,83.82,107,106,109,83.28,84.17,107 [106 - 109],83.82% [83.28% - 84.17%],129,111,141,09-08-2020
69,CA- PALM SPR/RANCHO MIR.,82.28,14,14,15,81.99,82.56,14 [14 - 15],82.28% [81.99% - 82.56%],24,21,27,09-08-2020
73,CA- REDDING,80.92,7,7,8,80.65,81.57,7 [7 - 8],80.92% [80.65% - 81.57%],10,7,17,09-08-2020
77,CA- SACRAMENTO,86.25,252,248,262,84.95,87.15,252 [248 - 262],86.25% [84.95% - 87.15%],299,237,342,09-08-2020
78,CA- SALINAS,90.72,70,69,73,89.46,91.98,70 [69 - 73],90.72% [89.46% - 91.98%],85,75,95,09-08-2020
79,CA- SAN BERNARDINO,84.27,178,175,182,83.65,84.76,178 [175 - 182],84.27% [83.65% - 84.76%],247,211,275,09-08-2020
80,CA- SAN DIEGO,84.89,299,291,315,83.97,86.37,299 [291 - 315],84.89% [83.97% - 86.37%],344,279,448,09-08-2020
81,CA- SAN FRANCISCO,82.07,84,83,88,81.77,82.4,84 [83 - 88],82.07% [81.77% - 82.4%],105,90,122,09-08-2020
82,CA- SAN JOSE,86.48,170,168,175,85.95,87.5,170 [168 - 175],86.48% [85.95% - 87.5%],196,180,227,09-08-2020
83,CA- SAN LUIS OBISPO,84.39,14,14,15,84.39,84.39,14 [14 - 15],84.39% [84.39% - 84.39%],20,20,20,09-08-2020
85,CA- SAN MATEO CO.,82.67,63,63,64,82.23,83.0,63 [63 - 64],82.67% [82.23% - 83.0%],72,60,81,09-08-2020
86,CA- SANTA BARBARA,83.93,28,28,29,83.42,83.93,28 [28 - 29],83.93% [83.42% - 83.93%],38,33,38,09-08-2020
87,CA- SANTA CRUZ,87.24,21,21,23,86.41,89.19,21 [21 - 23],87.24% [86.41% - 89.19%],26,23,33,09-08-2020
89,CA- SANTA ROSA,83.98,63,63,64,83.44,84.41,63 [63 - 64],83.98% [83.44% - 84.41%],74,64,82,09-08-2020
91,CA- STOCKTON,92.04,112,110,115,90.54,93.55,112 [110 - 115],92.04% [90.54% - 93.55%],128,112,144,09-08-2020
96,CA- VENTURA,84.39,56,56,57,83.75,84.9,56 [56 - 57],84.39% [83.75% - 84.9%],69,59,77,09-08-2020
101,CO- BOULDER,87.16,25,25,28,86.11,90.32,25 [25 - 28],87.16% [86.11% - 90.32%],34,29,49,09-08-2020
102,CO- COLORADO SPRINGS,83.29,25,24,28,81.93,84.44,25 [24 - 28],83.29% [81.93% - 84.44%],34,20,46,09-08-2020
103,CO- DENVER,83.64,147,141,156,82.72,84.33,147 [141 - 156],83.64% [82.72% - 84.33%],174,130,207,09-08-2020
104,CO- FORT COLLINS,85.95,28,27,31,83.91,88.29,28 [27 - 31],85.95% [83.91% - 88.29%],38,25,53,09-08-2020
105,CO- GRAND JUNCTION,81.89,12,12,14,81.52,84.17,12 [12 - 14],81.89% [81.52% - 84.17%],15,12,33,09-08-2020
106,CO- GREELEY,84.38,29,28,31,83.86,86.18,29 [28 - 31],84.38% [83.86% - 86.18%],34,30,48,09-08-2020
107,CO- PUEBLO,81.13,7,7,8,81.13,81.13,7 [7 - 8],81.13% [81.13% - 81.13%],9,9,9,09-08-2020
109,CT- BRIDGEPORT,84.78,70,68,73,83.83,85.96,70 [68 - 73],84.78% [83.83% - 85.96%],81,65,101,09-08-2020
110,CT- HARTFORD,87.86,226,214,257,85.84,93.39,226 [214 - 257],87.86% [85.84% - 93.39%],256,190,436,09-08-2020
111,CT- NEW HAVEN,85.4,182,167,204,82.91,88.77,182 [167 - 204],85.4% [82.91% - 88.77%],208,112,338,09-08-2020
112,DE- WILMINGTON,85.75,90,88,98,84.56,88.43,90 [88 - 98],85.75% [84.56% - 88.43%],107,85,157,09-08-2020
113,DC- WASHINGTON,84.72,226,221,239,83.95,86.39,226 [221 - 239],84.72% [83.95% - 86.39%],259,217,351,09-08-2020
115,FL- BRADENTON,81.55,7,7,7,81.13,81.69,7 [7 - 7],81.55% [81.13% - 81.69%],11,8,12,09-08-2020
116,FL- CLEARWATER,80.92,7,7,7,80.73,80.98,7 [7 - 7],80.92% [80.73% - 80.98%],15,12,16,09-08-2020
