HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,94.17,611,594,628,92.45,95.7,611 [594 - 628],94.17% [92.45% - 95.7%],1196,1051,1326,09-15-2020
2,AL- DOTHAN,89.21,50,50,53,88.73,91.07,50 [50 - 53],89.21% [88.73% - 91.07%],122,116,147,09-15-2020
5,AL- HUNTSVILLE,88.84,76,74,80,87.61,90.11,76 [74 - 80],88.84% [87.61% - 90.11%],166,143,190,09-15-2020
6,AL- MOBILE,85.07,62,62,63,84.87,85.25,62 [62 - 63],85.07% [84.87% - 85.25%],144,139,150,09-15-2020
7,AL- MONTGOMERY,89.14,69,69,71,88.73,89.9,69 [69 - 71],89.14% [88.73% - 89.9%],141,135,153,09-15-2020
9,AL- TUSCALOOSA,92.07,56,55,59,89.62,94.63,56 [55 - 59],92.07% [89.62% - 94.63%],120,96,146,09-15-2020
11,AZ- MESA,86.76,57,57,59,86.21,87.63,57 [57 - 59],86.76% [86.21% - 87.63%],133,123,151,09-15-2020
12,AZ- PHOENIX,83.88,126,124,131,83.55,84.4,126 [124 - 131],83.88% [83.55% - 84.4%],294,269,333,09-15-2020
14,AZ- SUN CITY,82.3,7,7,7,81.98,82.59,7 [7 - 7],82.3% [81.98% - 82.59%],18,16,21,09-15-2020
15,AZ- TUCSON,83.26,32,32,33,83.13,83.49,32 [32 - 33],83.26% [83.13% - 83.49%],82,79,88,09-15-2020
16,AR- FORT SMITH,84.49,21,21,22,84.22,84.76,21 [21 - 22],84.49% [84.22% - 84.76%],57,54,61,09-15-2020
18,AR- JONESBORO,87.23,28,28,30,86.31,88.74,28 [28 - 30],87.23% [86.31% - 88.74%],65,57,79,09-15-2020
19,AR- LITTLE ROCK,84.55,118,116,123,83.9,85.37,118 [116 - 123],84.55% [83.9% - 85.37%],262,225,310,09-15-2020
21,AR- SPRINGDALE,99.99,108,103,118,94.95,107.72,108 [103 - 118],99.99% [94.95% - 107.72%],211,158,293,09-15-2020
22,AR- TEXARKANA,84.67,21,21,21,84.59,84.59,21 [21 - 21],84.67% [84.59% - 84.59%],45,45,45,09-15-2020
23,CA- ORANGE CO.,85.18,177,177,178,84.99,85.37,177 [177 - 178],85.18% [84.99% - 85.37%],396,382,411,09-15-2020
25,CA- BAKERSFIELD,85.68,84,83,86,85.37,85.97,84 [83 - 86],85.68% [85.37% - 85.97%],205,194,216,09-15-2020
31,CA- CHICO,101.92,76,75,79,99.84,105.94,76 [75 - 79],101.92% [99.84% - 105.94%],140,127,166,09-15-2020
33,CA- CONTRA COSTA CO.,86.0,50,49,52,85.09,86.69,50 [49 - 52],86.0% [85.09% - 86.69%],120,102,134,09-15-2020
43,CA- FRESNO,95.69,158,155,162,94.45,97.43,158 [155 - 162],95.69% [94.45% - 97.43%],358,330,398,09-15-2020
56,CA- LOS ANGELES,84.87,546,538,554,84.43,85.29,546 [538 - 554],84.87% [84.43% - 85.29%],1208,1100,1312,09-15-2020
58,CA- MODESTO,92.54,95,94,97,91.63,93.09,95 [94 - 97],92.54% [91.63% - 93.09%],215,200,225,09-15-2020
62,CA- NAPA,85.91,14,14,14,83.95,86.19,14 [14 - 14],85.91% [83.95% - 86.19%],34,23,36,09-15-2020
65,CA- ALAMEDA CO.,85.91,91,90,93,85.42,86.3,91 [90 - 93],85.91% [85.42% - 86.3%],199,183,213,09-15-2020
69,CA- PALM SPR/RANCHO MIR.,83.94,14,14,15,83.7,84.18,14 [14 - 15],83.94% [83.7% - 84.18%],41,39,44,09-15-2020
73,CA- REDDING,81.25,5,5,6,80.0,81.39,5 [5 - 6],81.25% [80.0% - 81.39%],13,0,15,09-15-2020
77,CA- SACRAMENTO,89.12,203,199,208,87.84,90.2,203 [199 - 208],89.12% [87.84% - 90.2%],436,375,488,09-15-2020
78,CA- SALINAS,96.02,55,55,56,95.26,96.65,55 [55 - 56],96.02% [95.26% - 96.65%],127,121,132,09-15-2020
79,CA- SAN BERNARDINO,87.19,175,173,178,86.73,87.77,175 [173 - 178],87.19% [86.73% - 87.77%],415,389,449,09-15-2020
80,CA- SAN DIEGO,87.18,237,233,243,86.43,88.06,237 [233 - 243],87.18% [86.43% - 88.06%],505,452,567,09-15-2020
81,CA- SAN FRANCISCO,83.3,75,74,76,82.92,83.49,75 [74 - 76],83.3% [82.92% - 83.49%],167,148,177,09-15-2020
82,CA- SAN JOSE,89.34,137,136,138,88.72,89.75,137 [136 - 138],89.34% [88.72% - 89.75%],282,264,295,09-15-2020
83,CA- SAN LUIS OBISPO,87.82,13,13,14,86.8,87.89,13 [13 - 14],87.82% [86.8% - 87.89%],35,31,36,09-15-2020
85,CA- SAN MATEO CO.,84.01,45,45,46,83.75,84.23,45 [45 - 46],84.01% [83.75% - 84.23%],108,101,114,09-15-2020
86,CA- SANTA BARBARA,86.05,21,21,21,85.8,86.21,21 [21 - 21],86.05% [85.8% - 86.21%],58,56,60,09-15-2020
87,CA- SANTA CRUZ,92.49,21,21,21,89.75,92.53,21 [21 - 21],92.49% [89.75% - 92.53%],44,35,45,09-15-2020
89,CA- SANTA ROSA,85.93,49,49,50,85.64,86.13,49 [49 - 50],85.93% [85.64% - 86.13%],110,105,114,09-15-2020
91,CA- STOCKTON,97.94,87,87,88,97.22,98.72,87 [87 - 88],97.94% [97.22% - 98.72%],190,183,199,09-15-2020
96,CA- VENTURA,86.93,46,46,47,86.29,87.25,46 [46 - 47],86.93% [86.29% - 87.25%],108,99,114,09-15-2020
101,CO- BOULDER,88.02,14,14,15,87.37,90.95,14 [14 - 15],88.02% [87.37% - 90.95%],38,35,52,09-15-2020
102,CO- COLORADO SPRINGS,84.71,18,18,19,83.67,85.89,18 [18 - 19],84.71% [83.67% - 85.89%],48,38,61,09-15-2020
103,CO- DENVER,85.09,109,107,113,84.63,85.84,109 [107 - 113],85.09% [84.63% - 85.84%],243,221,279,09-15-2020
104,CO- FORT COLLINS,86.3,14,14,16,86.26,87.51,14 [14 - 16],86.3% [86.26% - 87.51%],40,40,48,09-15-2020
105,CO- GRAND JUNCTION,82.14,7,7,7,82.02,82.02,7 [7 - 7],82.14% [82.02% - 82.02%],16,16,16,09-15-2020
106,CO- GREELEY,85.25,18,17,20,83.73,85.92,18 [17 - 20],85.25% [83.73% - 85.92%],40,29,46,09-15-2020
107,CO- PUEBLO,82.12,7,7,7,82.01,82.01,7 [7 - 7],82.12% [82.01% - 82.01%],16,16,16,09-15-2020
109,CT- BRIDGEPORT,86.14,49,48,50,84.9,86.9,49 [48 - 50],86.14% [84.9% - 86.9%],104,83,117,09-15-2020
