HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,82.75,336,323,383,80.38,90.49,336 [323 - 383],82.75% [80.38% - 90.49%],232,32,886,06-30-2020
2,AL- DOTHAN,81.71,21,20,28,80.0,88.43,21 [20 - 28],81.71% [80.0% - 88.43%],22,0,112,06-30-2020
5,AL- HUNTSVILLE,83.37,84,81,97,80.8,92.71,84 [81 - 97],83.37% [80.8% - 92.71%],63,15,239,06-30-2020
6,AL- MOBILE,82.95,126,122,143,80.67,91.03,126 [122 - 143],82.95% [80.67% - 91.03%],84,19,315,06-30-2020
7,AL- MONTGOMERY,82.56,42,41,52,80.26,91.58,42 [41 - 52],82.56% [80.26% - 91.58%],39,4,179,06-30-2020
9,AL- TUSCALOOSA,82.33,21,21,28,80.4,91.12,21 [21 - 28],82.33% [80.4% - 91.12%],23,4,111,06-30-2020
11,AZ- MESA,89.83,273,263,304,82.02,111.62,273 [263 - 304],89.83% [82.02% - 111.62%],194,40,626,06-30-2020
12,AZ- PHOENIX,86.17,684,658,760,81.29,100.21,684 [658 - 760],86.17% [81.29% - 100.21%],467,98,1531,06-30-2020
14,AZ- SUN CITY,84.12,42,41,47,80.86,93.21,42 [41 - 47],84.12% [80.86% - 93.21%],33,7,107,06-30-2020
15,AZ- TUCSON,85.8,209,201,237,80.79,101.04,209 [201 - 237],85.8% [80.79% - 101.04%],146,20,531,06-30-2020
16,AR- FORT SMITH,81.36,21,20,26,80.0,86.87,21 [20 - 26],81.36% [80.0% - 86.87%],17,0,88,06-30-2020
18,AR- JONESBORO,81.86,21,20,25,80.0,87.74,21 [20 - 25],81.86% [80.0% - 87.74%],16,0,70,06-30-2020
19,AR- LITTLE ROCK,82.38,201,192,228,80.19,88.87,201 [192 - 228],82.38% [80.19% - 88.87%],137,11,512,06-30-2020
21,AR- SPRINGDALE,84.22,57,55,66,80.66,95.99,57 [55 - 66],84.22% [80.66% - 95.99%],44,7,169,06-30-2020
22,AR- TEXARKANA,80.95,0,0,4,80.0,85.92,0 [0 - 4],80.95% [80.0% - 85.92%],9,0,58,06-30-2020
23,CA- ORANGE CO.,84.13,470,452,536,80.81,95.93,470 [452 - 536],84.13% [80.81% - 95.93%],315,62,1219,06-30-2020
25,CA- BAKERSFIELD,82.57,126,121,151,80.36,91.81,126 [121 - 151],82.57% [80.36% - 91.81%],92,13,427,06-30-2020
31,CA- CHICO,83.8,21,21,28,80.47,97.03,21 [21 - 28],83.8% [80.47% - 97.03%],24,3,109,06-30-2020
