HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,85.64,252,225,319,81.94,94.42,252 [225 - 319],85.64% [81.94% - 94.42%],476,164,1218,05-26-2020
2,AL- DOTHAN,80.58,0,0,4,80.0,83.77,0 [0 - 4],80.58% [80.0% - 83.77%],7,0,50,05-26-2020
5,AL- HUNTSVILLE,84.29,41,38,53,81.65,90.74,41 [38 - 53],84.29% [81.65% - 90.74%],80,31,202,05-26-2020
6,AL- MOBILE,84.54,66,60,83,81.65,90.64,66 [60 - 83],84.54% [81.65% - 90.64%],129,47,304,05-26-2020
7,AL- MONTGOMERY,84.03,30,27,42,81.49,91.97,30 [27 - 42],84.03% [81.49% - 91.97%],62,23,185,05-26-2020
9,AL- TUSCALOOSA,84.58,21,20,30,81.4,94.33,21 [20 - 30],84.58% [81.4% - 94.33%],45,14,143,05-26-2020
11,AZ- MESA,90.36,107,99,142,85.0,108.64,107 [99 - 142],90.36% [85.0% - 108.64%],205,99,567,05-26-2020
12,AZ- PHOENIX,86.75,274,251,359,83.29,98.59,274 [251 - 359],86.75% [83.29% - 98.59%],511,249,1408,05-26-2020
14,AZ- SUN CITY,84.32,14,14,20,82.1,91.85,14 [14 - 20],84.32% [82.1% - 91.85%],34,17,96,05-26-2020
15,AZ- TUCSON,85.14,67,62,92,82.14,95.02,67 [62 - 92],85.14% [82.14% - 95.02%],129,54,379,05-26-2020
16,AR- FORT SMITH,80.45,0,0,1,80.0,81.17,0 [0 - 1],80.45% [80.0% - 81.17%],5,0,15,05-26-2020
18,AR- JONESBORO,80.83,0,0,2,80.0,82.32,0 [0 - 2],80.83% [80.0% - 82.32%],7,0,21,05-26-2020
19,AR- LITTLE ROCK,84.18,127,112,152,81.02,89.22,127 [112 - 152],84.18% [81.02% - 89.22%],241,59,532,05-26-2020
21,AR- SPRINGDALE,81.85,7,7,10,80.66,84.26,7 [7 - 10],81.85% [80.66% - 84.26%],19,7,45,05-26-2020
22,AR- TEXARKANA,80.15,0,0,1,80.0,81.94,0 [0 - 1],80.15% [80.0% - 81.94%],1,0,19,05-26-2020
23,CA- ORANGE CO.,94.98,617,550,757,84.89,114.41,617 [550 - 757],94.98% [84.89% - 114.41%],1146,374,2633,05-26-2020
25,CA- BAKERSFIELD,85.76,110,98,140,81.8,93.83,110 [98 - 140],85.76% [81.8% - 93.83%],208,65,500,05-26-2020
31,CA- CHICO,89.47,31,28,40,82.03,103.12,31 [28 - 40],89.47% [82.03% - 103.12%],60,13,148,05-26-2020
33,CA- CONTRA COSTA CO.,120.76,422,380,494,94.18,163.92,422 [380 - 494],120.76% [94.18% - 163.92%],816,284,1681,05-26-2020
43,CA- FRESNO,90.31,127,113,160,83.29,105.05,127 [113 - 160],90.31% [83.29% - 105.05%],235,75,572,05-26-2020
56,CA- LOS ANGELES,91.8,1817,1620,2226,84.35,104.91,1817 [1620 - 2226],91.8% [84.35% - 104.91%],2926,1079,6178,05-26-2020
58,CA- MODESTO,103.69,219,196,267,87.97,133.34,219 [196 - 267],103.69% [87.97% - 133.34%],407,137,917,05-26-2020
62,CA- NAPA,104.14,72,65,87,88.25,132.41,72 [65 - 87],104.14% [88.25% - 132.41%],140,48,305,05-26-2020
65,CA- ALAMEDA CO.,116.04,630,567,734,92.64,153.75,630 [567 - 734],116.04% [92.64% - 153.75%],1217,427,2492,05-26-2020
69,CA- PALM SPR/RANCHO MIR.,90.26,55,49,68,83.23,103.74,55 [49 - 68],90.26% [83.23% - 103.74%],107,34,250,05-26-2020
73,CA- REDDING,93.06,72,64,86,83.97,108.0,72 [64 - 86],93.06% [83.97% - 108.0%],141,43,303,05-26-2020
77,CA- SACRAMENTO,109.05,739,662,886,89.68,143.61,739 [662 - 886],109.05% [89.68% - 143.61%],1389,463,3043,05-26-2020
78,CA- SALINAS,106.63,110,99,133,88.83,139.14,110 [99 - 133],106.63% [88.83% - 139.14%],211,70,469,05-26-2020
79,CA- SAN BERNARDINO,97.41,546,487,674,85.6,120.45,546 [487 - 674],97.41% [85.6% - 120.45%],1006,324,2339,05-26-2020
80,CA- SAN DIEGO,103.13,868,775,1052,87.58,131.8,868 [775 - 1052],103.13% [87.58% - 131.8%],1626,533,3643,05-26-2020
81,CA- SAN FRANCISCO,101.21,555,501,648,87.49,123.35,555 [501 - 648],101.21% [87.49% - 123.35%],1076,380,2199,05-26-2020
82,CA- SAN JOSE,125.36,705,636,817,96.23,171.37,705 [636 - 817],125.36% [96.23% - 171.37%],1372,491,2765,05-26-2020
83,CA- SAN LUIS OBISPO,103.96,56,51,69,87.46,133.95,56 [51 - 69],103.96% [87.46% - 133.95%],109,34,246,05-26-2020
85,CA- SAN MATEO CO.,104.58,338,305,392,88.75,129.67,338 [305 - 392],104.58% [88.75% - 129.67%],662,236,1339,05-26-2020
86,CA- SANTA BARBARA,96.58,82,73,102,85.07,118.1,82 [73 - 102],96.58% [85.07% - 118.1%],160,49,368,05-26-2020
87,CA- SANTA CRUZ,132.22,95,86,113,98.11,190.03,95 [86 - 113],132.22% [98.11% - 190.03%],187,65,395,05-26-2020
89,CA- SANTA ROSA,97.43,168,152,199,86.07,116.97,168 [152 - 199],97.43% [86.07% - 116.97%],324,113,688,05-26-2020
