HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,86.29,285,245,412,82.84,89.74,05-05-2020
2,AL- DOTHAN,80.51,0,0,9,77.29,83.73,05-05-2020
5,AL- HUNTSVILLE,84.3,41,35,62,80.93,87.67,05-05-2020
6,AL- MOBILE,84.59,71,61,106,81.21,87.97,05-05-2020
7,AL- MONTGOMERY,84.28,32,28,51,80.91,87.65,05-05-2020
9,AL- TUSCALOOSA,84.57,22,19,35,81.19,87.95,05-05-2020
11,AZ- MESA,92.06,126,110,179,88.38,95.74,05-05-2020
12,AZ- PHOENIX,87.32,298,259,423,83.83,90.81,05-05-2020
14,AZ- SUN CITY,85.02,19,17,28,81.62,88.42,05-05-2020
15,AZ- TUCSON,84.22,54,47,79,80.85,87.59,05-05-2020
16,AR- FORT SMITH,80.25,0,0,5,77.04,83.46,05-05-2020
18,AR- JONESBORO,80.81,0,0,2,77.58,84.04,05-05-2020
19,AR- LITTLE ROCK,84.89,151,131,218,81.49,88.29,05-05-2020
21,AR- SPRINGDALE,81.84,9,7,15,78.57,85.11,05-05-2020
22,AR- TEXARKANA,80.65,0,0,4,77.42,83.88,05-05-2020
23,CA- ORANGE CO.,91.32,468,408,659,87.67,94.97,05-05-2020
25,CA- BAKERSFIELD,83.58,68,59,100,80.24,86.92,05-05-2020
31,CA- CHICO,85.43,17,15,27,82.01,88.85,05-05-2020
33,CA- CONTRA COSTA CO.,117.62,397,348,527,112.92,122.32,05-05-2020
43,CA- FRESNO,86.4,78,68,114,82.94,89.86,05-05-2020
56,CA- LOS ANGELES,90.36,1392,1214,1954,86.75,93.97,05-05-2020
58,CA- MODESTO,98.09,167,145,235,94.17,102.01,05-05-2020
62,CA- NAPA,99.11,55,48,77,95.15,103.07,05-05-2020
65,CA- ALAMEDA CO.,114.35,614,540,809,109.78,118.92,05-05-2020
69,CA- PALM SPR/RANCHO MIR.,87.29,38,33,55,83.8,90.78,05-05-2020
73,CA- REDDING,88.52,47,42,66,84.98,92.06,05-05-2020
77,CA- SACRAMENTO,101.5,555,485,767,97.44,105.56,05-05-2020
78,CA- SALINAS,102.05,92,80,128,97.97,106.13,05-05-2020
79,CA- SAN BERNARDINO,92.42,390,339,556,88.72,96.12,05-05-2020
80,CA- SAN DIEGO,96.01,608,531,849,92.17,99.85,05-05-2020
81,CA- SAN FRANCISCO,100.26,542,477,714,96.25,104.27,05-05-2020
82,CA- SAN JOSE,125.84,726,639,945,120.81,130.87,05-05-2020
83,CA- SAN LUIS OBISPO,96.89,37,32,53,93.01,100.77,05-05-2020
85,CA- SAN MATEO CO.,104.54,345,303,450,100.36,108.72,05-05-2020
86,CA- SANTA BARBARA,90.7,53,47,76,87.07,94.33,05-05-2020
87,CA- SANTA CRUZ,128.1,88,77,119,122.98,133.22,05-05-2020
