HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,86.14,289,257,363,82.1,95.15,289 [257 - 363],86.14% [82.1% - 95.15%],518,177,1279,05-26-2020
2,AL- DOTHAN,80.78,2,1,7,80.0,84.97,2 [1 - 7],80.78% [80.0% - 84.97%],10,0,66,05-26-2020
5,AL- HUNTSVILLE,84.72,50,45,62,81.81,91.22,50 [45 - 62],84.72% [81.81% - 91.22%],88,34,211,05-26-2020
6,AL- MOBILE,84.83,73,66,92,81.82,91.13,73 [66 - 92],84.83% [81.82% - 91.13%],138,52,318,05-26-2020
7,AL- MONTGOMERY,84.33,34,31,47,81.55,92.42,34 [31 - 47],84.33% [81.55% - 92.42%],66,24,192,05-26-2020
9,AL- TUSCALOOSA,85.11,26,23,35,81.5,95.03,26 [23 - 35],85.11% [81.5% - 95.03%],51,15,150,05-26-2020
11,AZ- MESA,91.56,128,118,166,85.76,110.86,128 [118 - 166],91.56% [85.76% - 110.86%],228,114,611,05-26-2020
12,AZ- PHOENIX,87.5,322,296,417,83.75,100.01,322 [296 - 417],87.5% [83.75% - 100.01%],568,284,1516,05-26-2020
14,AZ- SUN CITY,84.82,19,18,26,82.35,92.84,19 [18 - 26],84.82% [82.35% - 92.84%],39,19,104,05-26-2020
15,AZ- TUCSON,85.7,80,73,107,82.46,96.24,80 [73 - 107],85.7% [82.46% - 96.24%],143,62,410,05-26-2020
16,AR- FORT SMITH,80.67,0,0,5,80.0,82.5,0 [0 - 5],80.67% [80.0% - 82.5%],8,0,32,05-26-2020
18,AR- JONESBORO,81.29,6,6,7,80.22,82.88,6 [6 - 7],81.29% [80.22% - 82.88%],11,2,26,05-26-2020
19,AR- LITTLE ROCK,85.23,170,151,200,81.44,90.74,170 [151 - 200],85.23% [81.44% - 90.74%],302,83,620,05-26-2020
21,AR- SPRINGDALE,82.35,10,9,13,80.66,85.11,10 [9 - 13],82.35% [80.66% - 85.11%],24,7,54,05-26-2020
22,AR- TEXARKANA,80.87,0,0,2,80.0,82.55,0 [0 - 2],80.87% [80.0% - 82.55%],8,0,25,05-26-2020
23,CA- ORANGE CO.,95.23,636,565,781,85.01,114.83,636 [565 - 781],95.23% [85.01% - 114.83%],1165,383,2665,05-26-2020
25,CA- BAKERSFIELD,85.86,114,101,144,81.83,94.02,114 [101 - 144],85.86% [81.83% - 94.02%],211,66,507,05-26-2020
31,CA- CHICO,89.66,32,29,42,82.03,103.44,32 [29 - 42],89.66% [82.03% - 103.44%],61,13,150,05-26-2020
33,CA- CONTRA COSTA CO.,121.32,433,389,506,94.48,164.82,433 [389 - 506],121.32% [94.48% - 164.82%],827,290,1699,05-26-2020
43,CA- FRESNO,90.49,132,117,166,83.29,105.32,132 [117 - 166],90.49% [83.29% - 105.32%],239,75,578,05-26-2020
56,CA- LOS ANGELES,91.81,1874,1665,2298,84.35,104.92,1874 [1665 - 2298],91.81% [84.35% - 104.92%],2928,1080,6180,05-26-2020
58,CA- MODESTO,104.07,225,200,274,88.03,133.98,225 [200 - 274],104.07% [88.03% - 133.98%],413,138,928,05-26-2020
62,CA- NAPA,104.46,74,66,89,88.76,132.92,74 [66 - 89],104.46% [88.76% - 132.92%],142,51,308,05-26-2020
65,CA- ALAMEDA CO.,116.61,649,583,756,92.93,154.58,649 [583 - 756],116.61% [92.93% - 154.58%],1236,437,2520,05-26-2020
69,CA- PALM SPR/RANCHO MIR.,90.42,57,51,71,83.32,104.12,57 [51 - 71],90.42% [83.32% - 104.12%],109,35,254,05-26-2020
73,CA- REDDING,93.27,75,67,90,84.16,108.37,75 [67 - 90],93.27% [84.16% - 108.37%],143,45,307,05-26-2020
77,CA- SACRAMENTO,109.53,759,678,911,89.91,144.42,759 [678 - 911],109.53% [89.91% - 144.42%],1412,474,3082,05-26-2020
