HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,82.63,102,91,121,80.52,85.77,102 [91 - 121],82.63% [80.52% - 85.77%],222,44,487,06-30-2020
2,AL- DOTHAN,83.53,21,19,25,80.3,88.21,21 [19 - 25],83.53% [80.3% - 88.21%],46,4,109,06-30-2020
5,AL- HUNTSVILLE,83.06,25,22,31,80.64,87.18,25 [22 - 31],83.06% [80.64% - 87.18%],57,12,135,06-30-2020
6,AL- MOBILE,82.37,28,26,37,80.91,86.48,28 [26 - 37],82.37% [80.91% - 86.48%],67,26,185,06-30-2020
7,AL- MONTGOMERY,82.45,14,13,19,80.26,86.66,14 [13 - 19],82.45% [80.26% - 86.66%],37,4,103,06-30-2020
9,AL- TUSCALOOSA,81.66,7,7,10,80.3,85.81,7 [7 - 10],81.66% [80.3% - 85.81%],16,3,58,06-30-2020
11,AZ- MESA,97.26,168,152,194,85.56,116.31,168 [152 - 194],97.26% [85.56% - 116.31%],341,110,719,06-30-2020
12,AZ- PHOENIX,91.02,413,373,480,83.47,103.66,413 [373 - 480],91.02% [83.47% - 103.66%],835,263,1792,06-30-2020
14,AZ- SUN CITY,87.27,28,26,32,82.35,95.19,28 [26 - 32],87.27% [82.35% - 95.19%],58,19,123,06-30-2020
15,AZ- TUCSON,91.32,140,126,165,82.89,105.44,140 [126 - 165],91.32% [82.89% - 105.44%],285,73,642,06-30-2020
16,AR- FORT SMITH,84.32,28,25,30,80.86,87.42,28 [25 - 30],84.32% [80.86% - 87.42%],55,11,95,06-30-2020
18,AR- JONESBORO,83.67,14,13,16,80.55,87.08,14 [13 - 16],83.67% [80.55% - 87.08%],33,5,64,06-30-2020
19,AR- LITTLE ROCK,83.82,102,90,113,80.62,86.55,102 [90 - 113],83.82% [80.62% - 86.55%],220,36,378,06-30-2020
21,AR- SPRINGDALE,88.27,42,38,47,82.08,94.85,42 [38 - 47],88.27% [82.08% - 94.85%],87,22,157,06-30-2020
22,AR- TEXARKANA,85.68,22,20,26,81.53,89.8,22 [20 - 26],85.68% [81.53% - 89.8%],55,15,96,06-30-2020
23,CA- ORANGE CO.,82.75,100,89,128,80.6,88.0,100 [89 - 128],82.75% [80.6% - 88.0%],210,46,612,06-30-2020
25,CA- BAKERSFIELD,81.74,28,25,40,80.25,86.39,28 [25 - 40],81.74% [80.25% - 86.39%],62,9,231,06-30-2020
31,CA- CHICO,82.48,6,5,10,80.31,89.84,6 [5 - 10],82.48% [80.31% - 89.84%],15,2,63,06-30-2020
33,CA- CONTRA COSTA CO.,83.22,28,25,34,80.75,87.39,28 [25 - 34],83.22% [80.75% - 87.39%],64,15,148,06-30-2020
43,CA- FRESNO,82.75,28,25,41,80.31,90.69,28 [25 - 41],82.75% [80.31% - 90.69%],62,7,244,06-30-2020
56,CA- LOS ANGELES,82.41,286,253,369,80.5,87.1,286 [253 - 369],82.41% [80.5% - 87.1%],598,123,1762,06-30-2020
58,CA- MODESTO,83.31,23,20,31,80.58,89.42,23 [20 - 31],83.31% [80.58% - 89.42%],56,10,162,06-30-2020
62,CA- NAPA,82.63,1,1,4,80.17,87.73,1 [1 - 4],82.63% [80.17% - 87.73%],15,1,45,06-30-2020
65,CA- ALAMEDA CO.,82.8,41,37,50,80.65,86.39,41 [37 - 50],82.8% [80.65% - 86.39%],94,22,216,06-30-2020
69,CA- PALM SPR/RANCHO MIR.,82.04,7,7,10,80.38,85.98,7 [7 - 10],82.04% [80.38% - 85.98%],21,4,63,06-30-2020
73,CA- REDDING,81.53,7,6,10,80.0,85.18,7 [6 - 10],81.53% [80.0% - 85.18%],16,0,56,06-30-2020
77,CA- SACRAMENTO,83.48,75,67,93,80.69,88.82,75 [67 - 93],83.48% [80.69% - 88.82%],166,33,422,06-30-2020
78,CA- SALINAS,83.14,7,7,10,80.63,88.32,7 [7 - 10],83.14% [80.63% - 88.32%],24,5,66,06-30-2020
79,CA- SAN BERNARDINO,83.52,96,86,125,80.74,90.43,96 [86 - 125],83.52% [80.74% - 90.43%],203,43,603,06-30-2020
80,CA- SAN DIEGO,83.32,109,97,140,80.71,89.53,109 [97 - 140],83.32% [80.71% - 89.53%],233,50,670,06-30-2020
81,CA- SAN FRANCISCO,81.64,35,32,43,80.39,83.75,35 [32 - 43],81.64% [80.39% - 83.75%],83,20,190,06-30-2020
82,CA- SAN JOSE,83.37,45,40,54,80.76,87.67,45 [40 - 54],83.37% [80.76% - 87.67%],102,23,232,06-30-2020
83,CA- SAN LUIS OBISPO,83.24,2,2,5,80.66,89.65,2 [2 - 5],83.24% [80.66% - 89.65%],14,3,44,06-30-2020
85,CA- SAN MATEO CO.,81.84,21,19,25,80.41,84.15,21 [19 - 25],81.84% [80.41% - 84.15%],49,11,112,06-30-2020
86,CA- SANTA BARBARA,82.71,7,7,11,80.31,88.59,7 [7 - 11],82.71% [80.31% - 88.59%],26,3,83,06-30-2020
87,CA- SANTA CRUZ,84.68,7,7,8,80.84,91.14,7 [7 - 8],84.68% [80.84% - 91.14%],16,3,40,06-30-2020
89,CA- SANTA ROSA,81.57,7,7,10,80.32,83.65,7 [7 - 10],81.57% [80.32% - 83.65%],29,6,68,06-30-2020
91,CA- STOCKTON,83.65,14,13,18,80.75,89.03,14 [13 - 18],83.65% [80.75% - 89.03%],38,8,96,06-30-2020
96,CA- VENTURA,83.36,21,19,29,80.64,89.85,21 [19 - 29],83.36% [80.64% - 89.85%],52,10,155,06-30-2020
101,CO- BOULDER,86.07,9,8,12,82.11,93.05,9 [8 - 12],86.07% [82.11% - 93.05%],28,10,62,06-30-2020
102,CO- COLORADO SPRINGS,86.47,29,26,37,82.13,96.91,29 [26 - 37],86.47% [82.13% - 96.91%],66,22,175,06-30-2020
103,CO- DENVER,85.3,112,102,134,81.9,91.74,112 [102 - 134],85.3% [81.9% - 91.74%],253,91,561,06-30-2020
104,CO- FORT COLLINS,85.86,14,13,17,81.72,92.52,14 [13 - 17],85.86% [81.72% - 92.52%],37,11,80,06-30-2020
105,CO- GRAND JUNCTION,83.42,7,7,10,80.51,87.7,7 [7 - 10],83.42% [80.51% - 87.7%],27,4,61,06-30-2020
106,CO- GREELEY,84.24,14,13,17,81.29,89.52,14 [13 - 17],84.24% [81.29% - 89.52%],32,10,74,06-30-2020
107,CO- PUEBLO,81.75,0,0,2,80.5,85.01,0 [0 - 2],81.75% [80.5% - 85.01%],13,4,40,06-30-2020
109,CT- BRIDGEPORT,83.69,28,27,36,81.65,90.44,28 [27 - 36],83.69% [81.65% - 90.44%],62,28,177,06-30-2020
110,CT- HARTFORD,85.48,84,76,111,81.29,97.32,84 [76 - 111],85.48% [81.29% - 97.32%],178,42,564,06-30-2020
111,CT- NEW HAVEN,83.72,63,57,89,81.25,92.95,63 [57 - 89],83.72% [81.25% - 92.95%],143,48,499,06-30-2020
112,DE- WILMINGTON,85.7,44,41,49,82.79,88.92,44 [41 - 49],85.7% [82.79% - 88.92%],106,52,166,06-30-2020
113,DC- WASHINGTON,86.5,159,147,175,83.12,90.6,159 [147 - 175],86.5% [83.12% - 90.6%],356,171,582,06-30-2020
115,FL- BRADENTON,91.75,38,33,48,81.69,110.61,38 [33 - 48],91.75% [81.69% - 110.61%],83,12,217,06-30-2020
116,FL- CLEARWATER,87.99,63,56,78,81.22,100.65,63 [56 - 78],87.99% [81.22% - 100.65%],130,20,338,06-30-2020
118,FL- FORT LAUDERDALE,88.87,392,346,470,81.49,101.58,392 [346 - 470],88.87% [81.49% - 101.58%],771,130,1877,06-30-2020
119,FL- FORT MYERS,88.75,168,148,206,81.23,102.58,168 [148 - 206],88.75% [81.23% - 102.58%],334,47,864,06-30-2020
120,FL- GAINESVILLE,87.56,66,58,84,81.3,100.48,66 [58 - 84],87.56% [81.3% - 100.48%],139,24,377,06-30-2020
122,FL- HUDSON,88.5,53,47,65,81.12,102.2,53 [47 - 65],88.5% [81.12% - 102.2%],106,14,278,06-30-2020
123,FL- JACKSONVILLE,88.74,217,192,263,81.87,101.58,217 [192 - 263],88.74% [81.87% - 101.58%],429,92,1060,06-30-2020
124,FL- LAKELAND,90.11,53,47,66,81.59,106.31,53 [47 - 66],90.11% [81.59% - 106.31%],107,17,281,06-30-2020
127,FL- MIAMI,88.23,448,395,537,81.39,99.86,448 [395 - 537],88.23% [81.39% - 99.86%],887,150,2141,06-30-2020
