HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,82.78,232,211,241,81.18,83.48,232 [211 - 241],82.78% [81.18% - 83.48%],235,100,294,08-04-2020
2,AL- DOTHAN,83.65,45,42,48,81.58,84.82,45 [42 - 48],83.65% [81.58% - 84.82%],48,21,64,08-04-2020
5,AL- HUNTSVILLE,83.87,69,63,72,81.7,84.84,69 [63 - 72],83.87% [81.7% - 84.84%],72,32,91,08-04-2020
6,AL- MOBILE,83.84,106,99,109,82.0,84.48,106 [99 - 109],83.84% [82.0% - 84.48%],109,57,128,08-04-2020
7,AL- MONTGOMERY,83.23,46,42,48,81.16,83.88,46 [42 - 48],83.23% [81.16% - 83.88%],49,18,60,08-04-2020
9,AL- TUSCALOOSA,82.81,24,22,26,81.0,83.51,24 [22 - 26],82.81% [81.0% - 83.51%],28,10,35,08-04-2020
11,AZ- MESA,82.28,42,39,45,81.06,83.08,42 [39 - 45],82.28% [81.06% - 83.08%],45,21,61,08-04-2020
12,AZ- PHOENIX,81.55,113,104,120,80.74,82.11,113 [104 - 120],81.55% [80.74% - 82.11%],117,56,160,08-04-2020
14,AZ- SUN CITY,80.96,6,6,7,80.37,81.23,6 [6 - 7],80.96% [80.37% - 81.23%],7,3,10,08-04-2020
15,AZ- TUCSON,81.48,34,32,37,80.63,82.06,34 [32 - 37],81.48% [80.63% - 82.06%],37,16,52,08-04-2020
16,AR- FORT SMITH,86.51,79,75,86,83.9,89.84,79 [75 - 86],86.51% [83.9% - 89.84%],83,50,126,08-04-2020
18,AR- JONESBORO,81.11,7,7,10,80.44,82.88,7 [7 - 10],81.11% [80.44% - 82.88%],10,4,26,08-04-2020
19,AR- LITTLE ROCK,80.72,38,34,52,80.24,82.32,38 [34 - 52],80.72% [80.24% - 82.32%],41,14,134,08-04-2020
21,AR- SPRINGDALE,82.87,26,24,33,81.32,86.81,26 [24 - 33],82.87% [81.32% - 86.81%],30,14,72,08-04-2020
22,AR- TEXARKANA,85.51,49,46,54,82.76,88.88,49 [46 - 54],85.51% [82.76% - 88.88%],54,27,87,08-04-2020
23,CA- ORANGE CO.,86.15,468,416,537,81.41,92.31,468 [416 - 537],86.15% [81.41% - 92.31%],470,108,942,08-04-2020
25,CA- BAKERSFIELD,84.79,169,148,204,80.72,91.34,169 [148 - 204],84.79% [80.72% - 91.34%],173,26,410,08-04-2020
31,CA- CHICO,87.11,42,36,52,80.78,97.19,42 [36 - 52],87.11% [80.78% - 97.19%],45,5,110,08-04-2020
33,CA- CONTRA COSTA CO.,85.72,111,99,124,81.55,90.18,111 [99 - 124],85.72% [81.55% - 90.18%],114,31,204,08-04-2020
43,CA- FRESNO,87.93,178,155,217,81.1,99.67,178 [155 - 217],87.93% [81.1% - 99.67%],181,25,449,08-04-2020
56,CA- LOS ANGELES,85.08,1348,1194,1549,81.1,90.96,1348 [1194 - 1549],85.08% [81.1% - 90.96%],1259,272,2719,08-04-2020
