HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,82.1,175,158,183,80.79,82.76,175 [158 - 183],82.1% [80.79% - 82.76%],177,67,233,08-04-2020
2,AL- DOTHAN,83.25,40,36,42,81.05,83.84,40 [36 - 42],83.25% [81.05% - 83.84%],43,14,51,08-04-2020
5,AL- HUNTSVILLE,83.03,54,49,57,81.17,83.99,54 [49 - 57],83.03% [81.17% - 83.99%],57,22,75,08-04-2020
6,AL- MOBILE,82.87,78,72,81,81.37,83.54,78 [72 - 81],82.87% [81.37% - 83.54%],81,39,101,08-04-2020
7,AL- MONTGOMERY,82.44,34,31,36,80.71,83.1,34 [31 - 36],82.44% [80.71% - 83.1%],37,11,48,08-04-2020
9,AL- TUSCALOOSA,82.11,18,16,19,80.5,82.71,18 [16 - 19],82.11% [80.5% - 82.71%],21,5,27,08-04-2020
11,AZ- MESA,81.6,28,26,31,80.66,82.27,28 [26 - 31],81.6% [80.66% - 82.27%],31,13,45,08-04-2020
12,AZ- PHOENIX,81.09,80,73,86,80.45,81.58,80 [73 - 86],81.09% [80.45% - 81.58%],82,34,120,08-04-2020
14,AZ- SUN CITY,80.67,0,0,1,80.25,80.86,0 [0 - 1],80.67% [80.25% - 80.86%],5,2,7,08-04-2020
15,AZ- TUCSON,81.04,23,21,25,80.32,81.51,23 [21 - 25],81.04% [80.32% - 81.51%],26,8,38,08-04-2020
16,AR- FORT SMITH,85.21,64,60,71,82.97,88.35,64 [60 - 71],85.21% [82.97% - 88.35%],66,38,107,08-04-2020
18,AR- JONESBORO,80.77,3,3,5,80.33,82.21,3 [3 - 5],80.77% [80.33% - 82.21%],6,3,20,08-04-2020
19,AR- LITTLE ROCK,80.47,24,22,36,80.14,81.82,24 [22 - 36],80.47% [80.14% - 81.82%],27,8,105,08-04-2020
21,AR- SPRINGDALE,82.05,18,17,24,80.95,85.49,18 [17 - 24],82.05% [80.95% - 85.49%],21,10,58,08-04-2020
22,AR- TEXARKANA,85.45,49,46,54,82.76,88.37,49 [46 - 54],85.45% [82.76% - 88.37%],53,27,82,08-04-2020
23,CA- ORANGE CO.,86.57,499,444,565,81.58,92.38,499 [444 - 565],86.57% [81.58% - 92.38%],502,121,947,08-04-2020
25,CA- BAKERSFIELD,85.42,193,170,224,80.83,91.12,193 [170 - 224],85.42% [80.83% - 91.12%],195,30,402,08-04-2020
31,CA- CHICO,88.48,49,43,57,80.94,96.72,49 [43 - 57],88.48% [80.94% - 96.72%],54,6,107,08-04-2020
33,CA- CONTRA COSTA CO.,86.01,119,107,132,81.7,90.38,119 [107 - 132],86.01% [81.7% - 90.38%],120,34,208,08-04-2020
43,CA- FRESNO,89.19,206,180,243,81.23,99.32,206 [180 - 243],89.19% [81.23% - 99.32%],209,28,441,08-04-2020
56,CA- LOS ANGELES,85.47,1440,1276,1631,81.22,91.0,1440 [1276 - 1631],85.47% [81.22% - 91.0%],1357,302,2728,08-04-2020
58,CA- MODESTO,87.7,128,114,145,81.75,94.14,128 [114 - 145],87.7% [81.75% - 94.14%],132,30,243,08-04-2020
62,CA- NAPA,85.97,29,26,34,81.55,91.0,29 [26 - 34],85.97% [81.55% - 91.0%],34,9,64,08-04-2020
65,CA- ALAMEDA CO.,85.15,168,151,188,81.48,88.97,168 [151 - 188],85.15% [81.48% - 88.97%],173,50,303,08-04-2020
