HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,81.51,124,112,133,80.51,82.2,124 [112 - 133],81.51% [80.51% - 82.2%],127,43,186,08-04-2020
2,AL- DOTHAN,82.71,32,29,34,80.6,83.24,32 [29 - 34],82.71% [80.6% - 83.24%],35,8,43,08-04-2020
5,AL- HUNTSVILLE,82.26,39,36,42,80.8,83.3,39 [36 - 42],82.26% [80.8% - 83.3%],42,15,62,08-04-2020
6,AL- MOBILE,82.15,59,54,62,80.88,82.77,59 [54 - 62],82.15% [80.88% - 82.77%],61,25,79,08-04-2020
7,AL- MONTGOMERY,81.7,23,21,25,80.45,82.52,23 [21 - 25],81.7% [80.45% - 82.52%],26,7,39,08-04-2020
9,AL- TUSCALOOSA,81.62,13,12,14,80.3,82.1,13 [12 - 14],81.62% [80.3% - 82.1%],16,3,21,08-04-2020
11,AZ- MESA,81.1,18,17,20,80.35,81.67,18 [17 - 20],81.1% [80.35% - 81.67%],21,7,33,08-04-2020
12,AZ- PHOENIX,80.77,56,51,61,80.26,81.2,56 [51 - 61],80.77% [80.26% - 81.2%],58,20,91,08-04-2020
14,AZ- SUN CITY,80.46,0,0,0,80.12,80.62,0 [0 - 0],80.46% [80.12% - 80.62%],3,1,5,08-04-2020
15,AZ- TUCSON,80.75,15,13,17,80.2,81.11,15 [13 - 17],80.75% [80.2% - 81.11%],18,5,28,08-04-2020
16,AR- FORT SMITH,82.88,33,31,38,81.64,85.07,33 [31 - 38],82.88% [81.64% - 85.07%],36,21,65,08-04-2020
18,AR- JONESBORO,80.53,0,0,2,80.11,81.66,0 [0 - 2],80.53% [80.11% - 81.66%],4,1,15,08-04-2020
19,AR- LITTLE ROCK,80.3,14,12,24,80.09,81.39,14 [12 - 24],80.3% [80.09% - 81.39%],17,5,80,08-04-2020
21,AR- SPRINGDALE,81.3,10,10,15,80.66,83.97,10 [10 - 15],81.3% [80.66% - 83.97%],13,7,42,08-04-2020
22,AR- TEXARKANA,84.65,42,40,46,82.45,87.04,42 [40 - 46],84.65% [82.45% - 87.04%],45,24,69,08-04-2020
23,CA- ORANGE CO.,87.32,555,494,615,81.75,92.48,555 [494 - 615],87.32% [81.75% - 92.48%],559,134,955,08-04-2020
25,CA- BAKERSFIELD,85.71,203,178,232,80.91,91.14,203 [178 - 232],85.71% [80.91% - 91.14%],206,33,403,08-04-2020
31,CA- CHICO,88.66,52,46,60,81.25,96.72,52 [46 - 60],88.66% [81.25% - 96.72%],55,8,107,08-04-2020
33,CA- CONTRA COSTA CO.,86.0,118,107,132,81.8,90.83,118 [107 - 132],86.0% [81.8% - 90.83%],120,36,217,08-04-2020
43,CA- FRESNO,89.66,217,191,248,81.36,99.14,217 [191 - 248],89.66% [81.36% - 99.14%],220,31,437,08-04-2020
56,CA- LOS ANGELES,85.9,1600,1420,1778,81.36,91.09,1600 [1420 - 1778],85.9% [81.36% - 91.09%],1462,337,2751,08-04-2020
58,CA- MODESTO,88.15,139,124,155,81.92,94.25,139 [124 - 155],88.15% [81.92% - 94.25%],140,33,245,08-04-2020
62,CA- NAPA,86.5,35,32,39,81.72,91.17,35 [32 - 39],86.5% [81.72% - 91.17%],37,10,65,08-04-2020
65,CA- ALAMEDA CO.,85.17,170,153,191,81.6,89.35,170 [153 - 191],85.17% [81.6% - 89.35%],174,54,316,08-04-2020
69,CA- PALM SPR/RANCHO MIR.,85.51,55,49,62,81.23,89.31,55 [49 - 62],85.51% [81.23% - 89.31%],58,13,98,08-04-2020
73,CA- REDDING,84.51,42,37,49,80.74,88.69,42 [37 - 49],84.51% [80.74% - 88.69%],48,8,94,08-04-2020
77,CA- SACRAMENTO,87.48,355,318,394,82.05,92.92,355 [318 - 394],87.48% [82.05% - 92.92%],357,98,618,08-04-2020
78,CA- SALINAS,87.04,55,50,62,81.77,92.23,55 [50 - 62],87.04% [81.77% - 92.23%],55,14,97,08-04-2020
79,CA- SAN BERNARDINO,89.51,547,486,606,82.25,96.26,547 [486 - 606],89.51% [82.25% - 96.26%],549,130,940,08-04-2020
80,CA- SAN DIEGO,88.63,604,538,669,82.1,94.79,604 [538 - 669],88.63% [82.1% - 94.79%],606,148,1040,08-04-2020
81,CA- SAN FRANCISCO,83.05,151,136,169,80.95,85.48,151 [136 - 169],83.05% [80.95% - 85.48%],154,48,278,08-04-2020
82,CA- SAN JOSE,86.19,183,165,206,81.95,91.27,183 [165 - 206],86.19% [81.95% - 91.27%],187,59,341,08-04-2020
83,CA- SAN LUIS OBISPO,88.67,35,32,40,81.54,95.57,35 [32 - 40],88.67% [81.54% - 95.57%],39,7,71,08-04-2020
85,CA- SAN MATEO CO.,83.39,90,81,101,81.04,86.12,90 [81 - 101],83.39% [81.04% - 86.12%],91,28,165,08-04-2020
86,CA- SANTA BARBARA,87.51,69,62,78,81.45,93.56,69 [62 - 78],87.51% [81.45% - 93.56%],72,14,131,08-04-2020
87,CA- SANTA CRUZ,89.2,28,26,32,82.51,96.43,28 [26 - 32],89.2% [82.51% - 96.43%],33,9,59,08-04-2020
89,CA- SANTA ROSA,82.98,53,48,60,80.86,85.37,53 [48 - 60],82.98% [80.86% - 85.37%],55,16,100,08-04-2020
91,CA- STOCKTON,87.54,77,70,86,82.16,93.36,77 [70 - 86],87.54% [82.16% - 93.36%],80,23,142,08-04-2020
96,CA- VENTURA,88.93,136,121,153,81.97,95.51,136 [121 - 153],88.93% [81.97% - 95.51%],140,31,244,08-04-2020
101,CO- BOULDER,88.93,42,39,46,84.42,94.95,42 [39 - 46],88.93% [84.42% - 94.95%],42,21,71,08-04-2020
102,CO- COLORADO SPRINGS,91.27,112,103,126,84.73,100.19,112 [103 - 126],91.27% [84.73% - 100.19%],116,49,209,08-04-2020
103,CO- DENVER,87.88,374,347,412,83.94,93.31,374 [347 - 412],87.88% [83.94% - 93.31%],376,188,636,08-04-2020
104,CO- FORT COLLINS,86.97,42,39,46,83.13,91.74,42 [39 - 46],86.97% [83.13% - 91.74%],44,20,75,08-04-2020
105,CO- GRAND JUNCTION,84.86,35,33,40,81.77,89.47,35 [33 - 40],84.86% [81.77% - 89.47%],38,14,75,08-04-2020
106,CO- GREELEY,86.02,42,40,48,82.96,91.07,42 [40 - 48],86.02% [82.96% - 91.07%],46,23,86,08-04-2020
107,CO- PUEBLO,83.08,21,20,25,81.0,86.39,21 [20 - 25],83.08% [81.0% - 86.39%],24,8,51,08-04-2020
109,CT- BRIDGEPORT,81.23,14,13,17,80.35,82.24,14 [13 - 17],81.23% [80.35% - 82.24%],20,6,38,08-04-2020
110,CT- HARTFORD,80.95,28,26,38,80.25,83.07,28 [26 - 38],80.95% [80.25% - 83.07%],30,8,100,08-04-2020
111,CT- NEW HAVEN,80.87,28,26,36,80.31,82.23,28 [26 - 36],80.87% [80.31% - 82.23%],33,12,86,08-04-2020
112,DE- WILMINGTON,84.69,84,79,91,82.69,87.14,84 [79 - 91],84.69% [82.69% - 87.14%],87,50,133,08-04-2020
113,DC- WASHINGTON,83.14,169,158,175,81.71,83.83,169 [158 - 175],83.14% [81.71% - 83.83%],172,94,210,08-04-2020
115,FL- BRADENTON,81.76,7,7,8,80.99,82.12,7 [7 - 8],81.76% [80.99% - 82.12%],12,7,15,08-04-2020
116,FL- CLEARWATER,81.21,16,15,17,80.73,81.53,16 [15 - 17],81.21% [80.73% - 81.53%],19,12,25,08-04-2020
118,FL- FORT LAUDERDALE,81.22,103,97,107,80.72,81.52,103 [97 - 107],81.22% [80.72% - 81.52%],106,63,132,08-04-2020
119,FL- FORT MYERS,81.25,45,43,47,80.73,81.59,45 [43 - 47],81.25% [80.73% - 81.59%],47,28,61,08-04-2020
120,FL- GAINESVILLE,81.14,17,16,19,80.6,81.63,17 [16 - 19],81.14% [80.6% - 81.63%],21,11,30,08-04-2020
122,FL- HUDSON,81.31,14,14,15,80.8,81.6,14 [14 - 15],81.31% [80.8% - 81.6%],16,10,20,08-04-2020
123,FL- JACKSONVILLE,83.69,177,162,198,81.47,86.39,177 [162 - 198],83.69% [81.47% - 86.39%],181,72,314,08-04-2020
124,FL- LAKELAND,81.56,14,14,15,80.94,81.97,14 [14 - 15],81.56% [80.94% - 81.97%],16,10,21,08-04-2020
127,FL- MIAMI,81.11,115,109,120,80.66,81.37,115 [109 - 120],81.11% [80.66% - 81.37%],119,71,148,08-04-2020
