HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,87.37,341,303,397,81.98,96.73,341 [303 - 397],87.37% [81.98% - 96.73%],622,167,1413,07-13-2020
2,AL- DOTHAN,88.09,56,50,70,81.81,101.54,56 [50 - 70],88.09% [81.81% - 101.54%],107,24,286,07-13-2020
5,AL- HUNTSVILLE,91.08,112,101,127,83.4,102.45,112 [101 - 127],91.08% [83.4% - 102.45%],208,64,422,07-13-2020
6,AL- MOBILE,87.72,121,109,143,82.35,98.24,121 [109 - 143],87.72% [82.35% - 98.24%],220,67,521,07-13-2020
7,AL- MONTGOMERY,87.32,58,51,71,81.36,98.5,58 [51 - 71],87.32% [81.36% - 98.5%],113,21,286,07-13-2020
9,AL- TUSCALOOSA,87.53,39,35,47,81.5,97.64,39 [35 - 47],87.53% [81.5% - 97.64%],75,15,176,07-13-2020
11,AZ- MESA,104.59,259,232,303,87.37,135.3,259 [232 - 303],104.59% [87.37% - 135.3%],486,146,1095,07-13-2020
12,AZ- PHOENIX,95.64,636,568,746,84.53,115.83,636 [568 - 746],95.64% [84.53% - 115.83%],1184,343,2714,07-13-2020
14,AZ- SUN CITY,90.35,42,38,49,83.09,103.21,42 [38 - 49],90.35% [83.09% - 103.21%],83,25,188,07-13-2020
15,AZ- TUCSON,94.51,193,171,234,83.21,117.16,193 [171 - 234],94.51% [83.21% - 117.16%],366,81,938,07-13-2020
16,AR- FORT SMITH,86.24,41,37,50,81.17,95.61,41 [37 - 50],86.24% [81.17% - 95.61%],79,15,200,07-13-2020
18,AR- JONESBORO,87.32,34,31,39,81.66,93.94,34 [31 - 39],87.32% [81.66% - 93.94%],66,15,126,07-13-2020
19,AR- LITTLE ROCK,87.16,212,186,234,81.04,92.73,212 [186 - 234],87.16% [81.04% - 92.73%],412,60,735,07-13-2020
