HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,91.55,497,447,533,83.43,97.7,497 [447 - 533],91.55% [83.43% - 97.7%],975,290,1495,07-13-2020
2,AL- DOTHAN,96.15,111,101,122,84.82,107.79,111 [101 - 122],96.15% [84.82% - 107.79%],214,64,369,07-13-2020
5,AL- HUNTSVILLE,95.98,147,134,157,85.69,102.66,147 [134 - 157],95.98% [85.69% - 102.66%],300,107,426,07-13-2020
6,AL- MOBILE,93.07,193,176,210,84.69,101.53,193 [176 - 210],93.07% [84.69% - 101.53%],373,134,615,07-13-2020
7,AL- MONTGOMERY,91.92,91,81,100,82.46,100.18,91 [81 - 100],91.92% [82.46% - 100.18%],184,38,312,07-13-2020
9,AL- TUSCALOOSA,92.01,56,51,61,83.11,98.84,56 [51 - 61],92.01% [83.11% - 98.84%],119,31,188,07-13-2020
11,AZ- MESA,113.38,334,304,359,91.67,132.02,334 [304 - 359],113.38% [91.67% - 132.02%],660,231,1030,07-13-2020
12,AZ- PHOENIX,101.46,830,753,896,87.29,114.1,830 [753 - 896],101.46% [87.29% - 114.1%],1625,552,2583,07-13-2020
14,AZ- SUN CITY,94.05,56,51,60,84.81,101.85,56 [51 - 60],94.05% [84.81% - 101.85%],113,39,177,07-13-2020
15,AZ- TUCSON,100.17,260,232,287,84.99,115.38,260 [232 - 287],100.17% [84.99% - 115.38%],509,126,893,07-13-2020
16,AR- FORT SMITH,89.65,63,57,69,82.19,96.71,63 [57 - 69],89.65% [82.19% - 96.71%],123,28,214,07-13-2020
18,AR- JONESBORO,89.17,38,35,41,83.32,93.16,38 [35 - 41],89.17% [83.32% - 93.16%],82,30,119,07-13-2020
19,AR- LITTLE ROCK,88.01,223,198,237,81.78,91.35,223 [198 - 237],88.01% [81.78% - 91.35%],462,103,655,07-13-2020
21,AR- SPRINGDALE,98.71,98,89,104,85.39,106.87,98 [89 - 104],98.71% [85.39% - 106.87%],197,57,284,07-13-2020
22,AR- TEXARKANA,94.3,68,63,73,85.92,100.92,68 [63 - 73],94.3% [85.92% - 100.92%],140,58,205,07-13-2020
23,CA- ORANGE CO.,94.48,547,488,589,83.5,102.26,547 [488 - 589],94.48% [83.5% - 102.26%],1107,268,1703,07-13-2020
