HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,180.32,8194,8194,8211,173.11,187.53,05-05-2020
2,AL- DOTHAN,145.74,807,807,810,139.91,151.57,05-05-2020
5,AL- HUNTSVILLE,187.43,1894,1894,1899,179.93,194.93,05-05-2020
6,AL- MOBILE,187.0,2894,2894,2903,179.52,194.48,05-05-2020
7,AL- MONTGOMERY,181.04,1476,1476,1480,173.8,188.28,05-05-2020
9,AL- TUSCALOOSA,184.64,997,997,1000,177.25,192.03,05-05-2020
11,AZ- MESA,246.39,3222,3222,3228,236.53,256.25,05-05-2020
12,AZ- PHOENIX,184.97,7758,7758,7774,177.57,192.37,05-05-2020
14,AZ- SUN CITY,149.99,553,553,554,143.99,155.99,05-05-2020
15,AZ- TUCSON,169.71,2145,2145,2151,162.92,176.5,05-05-2020
16,AR- FORT SMITH,129.62,575,575,579,124.44,134.8,05-05-2020
18,AR- JONESBORO,119.82,327,327,329,115.03,124.61,05-05-2020
19,AR- LITTLE ROCK,143.3,3579,3579,3586,137.57,149.03,05-05-2020
21,AR- SPRINGDALE,157.53,749,749,753,151.23,163.83,05-05-2020
22,AR- TEXARKANA,128.83,437,437,438,123.68,133.98,05-05-2020
23,CA- ORANGE CO.,221.1,10638,10638,10657,212.26,229.94,05-05-2020
25,CA- BAKERSFIELD,164.72,2888,2888,2896,158.13,171.31,05-05-2020
31,CA- CHICO,212.32,803,803,805,203.83,220.81,05-05-2020
33,CA- CONTRA COSTA CO.,252.17,3001,2997,3001,242.08,262.26,05-05-2020
43,CA- FRESNO,224.12,3110,3110,3118,215.16,233.08,05-05-2020
56,CA- LOS ANGELES,205.67,30751,30751,30808,197.44,213.9,05-05-2020
58,CA- MODESTO,251.18,2938,2937,2941,241.13,261.23,05-05-2020
62,CA- NAPA,222.18,820,820,821,213.29,231.07,05-05-2020
65,CA- ALAMEDA CO.,226.95,4256,4250,4256,217.87,236.03,05-05-2020
69,CA- PALM SPR/RANCHO MIR.,183.85,1068,1068,1070,176.5,191.2,05-05-2020
73,CA- REDDING,168.12,935,935,937,161.4,174.84,05-05-2020
77,CA- SACRAMENTO,257.64,8452,8448,8461,247.33,267.95,05-05-2020
78,CA- SALINAS,245.39,1275,1274,1276,235.57,255.21,05-05-2020
79,CA- SAN BERNARDINO,258.83,10126,10126,10146,248.48,269.18,05-05-2020
80,CA- SAN DIEGO,252.48,12045,12045,12065,242.38,262.58,05-05-2020
81,CA- SAN FRANCISCO,166.77,3790,3784,3790,160.1,173.44,05-05-2020
82,CA- SAN JOSE,253.2,4404,4397,4404,243.07,263.33,05-05-2020
83,CA- SAN LUIS OBISPO,255.96,794,794,795,245.72,266.2,05-05-2020
85,CA- SAN MATEO CO.,175.08,2160,2157,2160,168.08,182.08,05-05-2020
86,CA- SANTA BARBARA,228.73,1406,1406,1409,219.58,237.88,05-05-2020
87,CA- SANTA CRUZ,326.78,792,791,792,313.71,339.85,05-05-2020
89,CA- SANTA ROSA,164.44,1445,1444,1445,157.86,171.02,05-05-2020
