HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,185.74,7585,7573,7588,178.31,193.17,05-05-2020
2,AL- DOTHAN,192.56,1492,1491,1494,184.86,200.26,05-05-2020
5,AL- HUNTSVILLE,223.25,2559,2557,2560,214.32,232.18,05-05-2020
6,AL- MOBILE,214.63,3619,3616,3621,206.04,223.22,05-05-2020
7,AL- MONTGOMERY,205.03,1783,1781,1783,196.83,213.23,05-05-2020
9,AL- TUSCALOOSA,195.82,981,980,981,187.99,203.65,05-05-2020
11,AZ- MESA,234.06,2360,2354,2360,224.7,243.42,05-05-2020
12,AZ- PHOENIX,180.62,6080,6066,6080,173.4,187.84,05-05-2020
14,AZ- SUN CITY,144.92,404,403,404,139.12,150.72,05-05-2020
15,AZ- TUCSON,190.12,2530,2526,2530,182.52,197.72,05-05-2020
16,AR- FORT SMITH,198.17,1473,1473,1479,190.24,206.1,05-05-2020
18,AR- JONESBORO,150.64,635,635,636,144.61,156.67,05-05-2020
19,AR- LITTLE ROCK,140.3,2826,2820,2826,134.69,145.91,05-05-2020
21,AR- SPRINGDALE,232.23,1592,1592,1595,222.94,241.52,05-05-2020
22,AR- TEXARKANA,169.85,874,874,876,163.06,176.64,05-05-2020
23,CA- ORANGE CO.,203.49,7110,7093,7110,195.35,211.63,05-05-2020
25,CA- BAKERSFIELD,187.86,3612,3607,3612,180.35,195.37,05-05-2020
31,CA- CHICO,234.09,856,854,856,224.73,243.45,05-05-2020
33,CA- CONTRA COSTA CO.,164.46,1097,1093,1097,157.88,171.04,05-05-2020
43,CA- FRESNO,258.84,3732,3727,3732,248.49,269.19,05-05-2020
56,CA- LOS ANGELES,189.66,20474,20425,20474,182.07,197.25,05-05-2020
58,CA- MODESTO,206.84,1532,1527,1532,198.57,215.11,05-05-2020
62,CA- NAPA,182.73,417,416,417,175.42,190.04,05-05-2020
65,CA- ALAMEDA CO.,149.76,1526,1520,1526,143.77,155.75,05-05-2020
69,CA- PALM SPR/RANCHO MIR.,174.51,757,756,757,167.53,181.49,05-05-2020
73,CA- REDDING,163.98,742,741,742,157.42,170.54,05-05-2020
77,CA- SACRAMENTO,206.34,4192,4178,4192,198.09,214.59,05-05-2020
78,CA- SALINAS,185.33,559,558,559,177.92,192.74,05-05-2020
79,CA- SAN BERNARDINO,243.56,7238,7222,7238,233.82,253.3,05-05-2020
80,CA- SAN DIEGO,223.84,7490,7472,7490,214.89,232.79,05-05-2020
81,CA- SAN FRANCISCO,121.73,1373,1368,1373,116.86,126.6,05-05-2020
82,CA- SAN JOSE,159.64,1564,1557,1564,153.25,166.03,05-05-2020
83,CA- SAN LUIS OBISPO,225.67,488,487,488,216.64,234.7,05-05-2020
85,CA- SAN MATEO CO.,123.86,765,762,765,118.91,128.81,05-05-2020
86,CA- SANTA BARBARA,214.74,991,989,991,206.15,223.33,05-05-2020
87,CA- SANTA CRUZ,209.06,299,298,299,200.7,217.42,05-05-2020
89,CA- SANTA ROSA,126.34,562,561,562,121.29,131.39,05-05-2020
91,CA- STOCKTON,195.14,818,815,818,187.33,202.95,05-05-2020
96,CA- VENTURA,233.24,1815,1811,1815,223.91,242.57,05-05-2020
101,CO- BOULDER,213.07,435,434,435,204.55,221.59,05-05-2020
102,CO- COLORADO SPRINGS,274.9,1549,1546,1549,263.9,285.9,05-05-2020
103,CO- DENVER,204.32,4297,4286,4298,196.15,212.49,05-05-2020
104,CO- FORT COLLINS,182.07,473,472,473,174.79,189.35,05-05-2020
105,CO- GRAND JUNCTION,147.88,374,373,374,141.96,153.8,05-05-2020
106,CO- GREELEY,184.38,584,583,584,177.0,191.76,05-05-2020
107,CO- PUEBLO,140.68,401,400,401,135.05,146.31,05-05-2020
110,CT- HARTFORD,292.11,4673,4660,4673,280.43,303.79,05-05-2020
111,CT- NEW HAVEN,200.79,3042,3033,3042,192.76,208.82,05-05-2020
112,DE- WILMINGTON,217.96,1911,1907,1911,209.24,226.68,05-05-2020
113,DC- WASHINGTON,412.3,14437,14409,14438,395.81,428.79,05-05-2020
