HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,102,1905,1905,1914,97.92,106.08,04-27-2020
2,AL- DOTHAN,88,107,107,109,84.48,91.52,04-27-2020
5,AL- HUNTSVILLE,96,300,300,300,92.16,99.84,04-27-2020
6,AL- MOBILE,98,532,532,536,94.08,101.92,04-27-2020
7,AL- MONTGOMERY,95,238,238,240,91.2,98.8,04-27-2020
9,AL- TUSCALOOSA,100,199,199,200,96.0,104.0,04-27-2020
11,AZ- MESA,115,699,699,702,110.4,119.6,04-27-2020
12,AZ- PHOENIX,102,1694,1694,1703,97.92,106.08,04-27-2020
14,AZ- SUN CITY,94,116,116,116,90.24,97.76,04-27-2020
15,AZ- TUCSON,94,361,361,363,90.24,97.76,04-27-2020
16,AR- FORT SMITH,84,52,52,52,80.64,87.36,04-27-2020
18,AR- JONESBORO,83,35,35,35,79.68,86.32,04-27-2020
19,AR- LITTLE ROCK,95,886,886,891,91.2,98.8,04-27-2020
21,AR- SPRINGDALE,87,76,76,76,83.52,90.48,04-27-2020
22,AR- TEXARKANA,84,42,42,43,80.64,87.36,04-27-2020
23,CA- ORANGE CO.,111,2392,2392,2403,106.56,115.44,04-27-2020
25,CA- BAKERSFIELD,90,385,385,386,86.4,93.6,04-27-2020
31,CA- CHICO,97,106,106,108,93.12,100.88,04-27-2020
33,CA- CONTRA COSTA CO.,171,1831,1831,1838,164.16,177.84,04-27-2020
43,CA- FRESNO,98,428,428,430,94.08,101.92,04-27-2020
56,CA- LOS ANGELES,108,7069,7069,7101,103.68,112.32,04-27-2020
58,CA- MODESTO,128,834,834,838,122.88,133.12,04-27-2020
62,CA- NAPA,127,275,275,276,121.92,132.08,04-27-2020
65,CA- ALAMEDA CO.,163,2816,2816,2826,156.48,169.52,04-27-2020
69,CA- PALM SPR/RANCHO MIR.,100,213,213,214,96.0,104.0,04-27-2020
73,CA- REDDING,100,221,221,222,96.0,104.0,04-27-2020
77,CA- SACRAMENTO,136,2719,2719,2730,130.56,141.44,04-27-2020
78,CA- SALINAS,137,454,454,456,131.52,142.48,04-27-2020
79,CA- SAN BERNARDINO,115,2032,2032,2041,110.4,119.6,04-27-2020
80,CA- SAN DIEGO,124,3148,3148,3161,119.04,128.96,04-27-2020
81,CA- SAN FRANCISCO,129,2484,2484,2494,123.84,134.16,04-27-2020
82,CA- SAN JOSE,189,3303,3303,3315,181.44,196.56,04-27-2020
83,CA- SAN LUIS OBISPO,129,222,222,223,123.84,134.16,04-27-2020
85,CA- SAN MATEO CO.,138,1584,1584,1590,132.48,143.52,04-27-2020
86,CA- SANTA BARBARA,112,313,313,314,107.52,116.48,04-27-2020
87,CA- SANTA CRUZ,199,425,425,426,191.04,206.96,04-27-2020
89,CA- SANTA ROSA,116,679,679,683,111.36,120.64,04-27-2020
91,CA- STOCKTON,151,756,756,759,144.96,157.04,04-27-2020
96,CA- VENTURA,119,611,611,613,114.24,123.76,04-27-2020
101,CO- BOULDER,146,314,314,315,140.16,151.84,04-27-2020
102,CO- COLORADO SPRINGS,134,559,559,561,128.64,139.36,04-27-2020
103,CO- DENVER,143,3029,3029,3040,137.28,148.72,04-27-2020
104,CO- FORT COLLINS,118,245,245,246,113.28,122.72,04-27-2020
105,CO- GRAND JUNCTION,142,489,489,493,136.32,147.68,04-27-2020
106,CO- GREELEY,121,320,320,322,116.16,125.84,04-27-2020
107,CO- PUEBLO,88,63,63,64,84.48,91.52,04-27-2020
110,CT- HARTFORD,140,1980,1980,1986,134.4,145.6,04-27-2020
111,CT- NEW HAVEN,167,3376,3376,3386,160.32,173.68,04-27-2020
112,DE- WILMINGTON,122,779,779,781,117.12,126.88,04-27-2020
113,DC- WASHINGTON,154,4063,4063,4082,147.84,160.16,04-27-2020
115,FL- BRADENTON,110,214,214,215,105.6,114.4,04-27-2020
116,FL- CLEARWATER,98,307,307,308,94.08,101.92,04-27-2020
118,FL- FORT LAUDERDALE,111,2713,2713,2722,106.56,115.44,04-27-2020
119,FL- FORT MYERS,105,962,962,965,100.8,109.2,04-27-2020
120,FL- GAINESVILLE,98,338,338,340,94.08,101.92,04-27-2020
122,FL- HUDSON,99,245,245,246,95.04,102.96,04-27-2020
123,FL- JACKSONVILLE,98,891,891,893,94.08,101.92,04-27-2020
124,FL- LAKELAND,101,229,229,229,96.96,105.04,04-27-2020
127,FL- MIAMI,111,3363,3363,3375,106.56,115.44,04-27-2020
129,FL- OCALA,100,275,275,276,96.0,104.0,04-27-2020
