HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,151.31,5625,5625,5641,145.26,157.36,05-05-2020
2,AL- DOTHAN,116.55,434,434,437,111.89,121.21,05-05-2020
5,AL- HUNTSVILLE,143.47,1088,1088,1092,137.73,149.21,05-05-2020
6,AL- MOBILE,146.97,1757,1757,1763,141.09,152.85,05-05-2020
7,AL- MONTGOMERY,142.96,890,890,892,137.24,148.68,05-05-2020
9,AL- TUSCALOOSA,149.84,642,642,645,143.85,155.83,05-05-2020
11,AZ- MESA,206.09,2344,2344,2351,197.85,214.33,05-05-2020
12,AZ- PHOENIX,158.14,5550,5550,5567,151.81,164.47,05-05-2020
14,AZ- SUN CITY,132.9,399,399,400,127.58,138.22,05-05-2020
15,AZ- TUCSON,135.82,1291,1291,1296,130.39,141.25,05-05-2020
16,AR- FORT SMITH,104.44,278,278,280,100.26,108.62,05-05-2020
18,AR- JONESBORO,101.34,172,172,172,97.29,105.39,05-05-2020
19,AR- LITTLE ROCK,129.23,2684,2684,2693,124.06,134.4,05-05-2020
21,AR- SPRINGDALE,120.5,384,384,385,115.68,125.32,05-05-2020
22,AR- TEXARKANA,105.59,223,223,224,101.37,109.81,05-05-2020
23,CA- ORANGE CO.,191.73,8073,8073,8094,184.06,199.4,05-05-2020
25,CA- BAKERSFIELD,130.97,1685,1685,1692,125.73,136.21,05-05-2020
31,CA- CHICO,163.41,485,485,487,156.87,169.95,05-05-2020
33,CA- CONTRA COSTA CO.,253.9,3479,3479,3483,243.74,264.06,05-05-2020
43,CA- FRESNO,168.47,1849,1849,1856,161.73,175.21,05-05-2020
56,CA- LOS ANGELES,180.1,23479,23479,23541,172.9,187.3,05-05-2020
58,CA- MODESTO,234.95,2557,2557,2563,225.55,244.35,05-05-2020
62,CA- NAPA,213.22,748,748,749,204.69,221.75,05-05-2020
65,CA- ALAMEDA CO.,229.55,5049,5049,5055,220.37,238.73,05-05-2020
69,CA- PALM SPR/RANCHO MIR.,158.92,778,778,780,152.56,165.28,05-05-2020
73,CA- REDDING,151.56,734,734,736,145.5,157.62,05-05-2020
77,CA- SACRAMENTO,244.83,7615,7615,7631,235.04,254.62,05-05-2020
78,CA- SALINAS,239.3,1226,1226,1228,229.73,248.87,05-05-2020
79,CA- SAN BERNARDINO,215.38,7345,7345,7366,206.76,224.0,05-05-2020
80,CA- SAN DIEGO,223.85,9624,9624,9648,214.9,232.8,05-05-2020
81,CA- SAN FRANCISCO,168.16,4469,4469,4474,161.43,174.89,05-05-2020
82,CA- SAN JOSE,258.88,5386,5385,5391,248.52,269.24,05-05-2020
83,CA- SAN LUIS OBISPO,227.44,636,636,637,218.34,236.54,05-05-2020
85,CA- SAN MATEO CO.,177.92,2628,2628,2630,170.8,185.04,05-05-2020
86,CA- SANTA BARBARA,193.75,1030,1030,1032,186.0,201.5,05-05-2020
87,CA- SANTA CRUZ,327.2,880,880,881,314.11,340.29,05-05-2020
89,CA- SANTA ROSA,164.07,1544,1544,1546,157.51,170.63,05-05-2020
91,CA- STOCKTON,261.72,1889,1889,1892,251.25,272.19,05-05-2020
96,CA- VENTURA,217.7,2043,2043,2048,208.99,226.41,05-05-2020
101,CO- BOULDER,255.79,804,804,805,245.56,266.02,05-05-2020
102,CO- COLORADO SPRINGS,260.06,1763,1763,1767,249.66,270.46,05-05-2020
103,CO- DENVER,239.59,7384,7384,7400,230.01,249.17,05-05-2020
104,CO- FORT COLLINS,191.27,678,678,679,183.62,198.92,05-05-2020
105,CO- GRAND JUNCTION,175.37,738,738,739,168.36,182.38,05-05-2020
106,CO- GREELEY,200.02,892,892,894,192.02,208.02,05-05-2020
107,CO- PUEBLO,118.02,276,276,277,113.3,122.74,05-05-2020
110,CT- HARTFORD,380.49,9484,9484,9502,365.27,395.71,05-05-2020
111,CT- NEW HAVEN,325.44,9451,9450,9461,312.42,338.46,05-05-2020
112,DE- WILMINGTON,209.75,2283,2283,2288,201.36,218.14,05-05-2020
113,DC- WASHINGTON,347.47,13814,13814,13850,333.57,361.37,05-05-2020
115,FL- BRADENTON,185.77,701,701,702,178.34,193.2,05-05-2020
116,FL- CLEARWATER,148.02,1038,1038,1041,142.1,153.94,05-05-2020
118,FL- FORT LAUDERDALE,169.33,7417,7417,7432,162.56,176.1,05-05-2020
119,FL- FORT MYERS,162.27,2970,2970,2977,155.78,168.76,05-05-2020
120,FL- GAINESVILLE,144.12,1103,1103,1106,138.36,149.88,05-05-2020
122,FL- HUDSON,151.51,833,833,835,145.45,157.57,05-05-2020
123,FL- JACKSONVILLE,151.25,3241,3241,3251,145.2,157.3,05-05-2020
124,FL- LAKELAND,161.47,807,807,809,155.01,167.93,05-05-2020
127,FL- MIAMI,165.21,8812,8812,8829,158.6,171.82,05-05-2020
129,FL- OCALA,157.79,983,983,985,151.48,164.1,05-05-2020
130,FL- ORLANDO,156.15,7333,7333,7355,149.9,162.4,05-05-2020
131,FL- ORMOND BEACH,130.74,780,780,782,125.51,135.97,05-05-2020
133,FL- PANAMA CITY,113.34,197,197,198,108.81,117.87,05-05-2020
134,FL- PENSACOLA,136.97,1231,1231,1235,131.49,142.45,05-05-2020
137,FL- SARASOTA,147.77,915,915,917,141.86,153.68,05-05-2020
139,FL- ST PETERSBURG,136.62,842,842,844,131.16,142.08,05-05-2020
140,FL- TALLAHASSEE,148.1,1701,1701,1706,142.18,154.02,05-05-2020
141,FL- TAMPA,157.14,3072,3072,3080,150.85,163.43,05-05-2020
142,GA- ALBANY,171.06,963,963,964,164.22,177.9,05-05-2020
144,GA- ATLANTA,315.91,26877,26877,26939,303.27,328.55,05-05-2020
145,GA- AUGUSTA,141.89,1390,1390,1395,136.21,147.57,05-05-2020
146,GA- COLUMBUS,172.35,1078,1078,1082,165.46,179.24,05-05-2020
147,GA- MACON,174.72,1951,1951,1959,167.73,181.71,05-05-2020
148,GA- ROME,248.93,1192,1192,1196,238.97,258.89,05-05-2020
149,GA- SAVANNAH,164.45,1586,1586,1592,157.87,171.03,05-05-2020
154,IL- AURORA,267.36,951,951,952,256.67,278.05,05-05-2020
155,IL- BLUE ISLAND,167.36,2150,2150,2154,160.67,174.05,05-05-2020
156,IL- CHICAGO,166.33,7184,7184,7197,159.68,172.98,05-05-2020
158,IL- ELGIN,285.09,2157,2157,2161,273.69,296.49,05-05-2020
161,IL- EVANSTON,202.21,2867,2867,2872,194.12,210.3,05-05-2020
163,IL- HINSDALE,211.17,1397,1397,1399,202.72,219.62,05-05-2020
164,IL- JOLIET,235.05,1983,1983,1987,225.65,244.45,05-05-2020
166,IL- MELROSE PARK,207.4,3826,3826,3833,199.1,215.7,05-05-2020
