HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,191,48251,48251,48459,183.36,198.64,04-21-2020
2,AL- DOTHAN,107,1419,1419,1440,102.72,111.28,04-21-2020
5,AL- HUNTSVILLE,156,7298,7298,7310,149.76,162.24,04-21-2020
6,AL- MOBILE,148,9782,9771,9817,142.08,153.92,04-21-2020
7,AL- MONTGOMERY,153,5662,5662,5700,146.88,159.12,04-21-2020
9,AL- TUSCALOOSA,170,4367,4367,4396,163.2,176.8,04-21-2020
11,AZ- MESA,220,14336,14336,14405,211.2,228.8,04-21-2020
12,AZ- PHOENIX,165,33383,33383,33542,158.4,171.6,04-21-2020
14,AZ- SUN CITY,138,2428,2428,2440,132.48,143.52,04-21-2020
15,AZ- TUCSON,131,6547,6547,6567,125.76,136.24,04-21-2020
16,AR- FORT SMITH,88,455,455,472,84.48,91.52,04-21-2020
18,AR- JONESBORO,97,629,629,642,93.12,100.88,04-21-2020
19,AR- LITTLE ROCK,154,22367,22367,22480,147.84,160.16,04-21-2020
21,AR- SPRINGDALE,112,1610,1610,1617,107.52,116.48,04-21-2020
22,AR- TEXARKANA,94,542,542,549,90.24,97.76,04-21-2020
23,CA- ORANGE CO.,127,18714,18714,18795,121.92,132.08,04-21-2020
25,CA- BAKERSFIELD,95,2760,2760,2771,91.2,98.8,04-21-2020
31,CA- CHICO,104,765,765,768,99.84,108.16,04-21-2020
33,CA- CONTRA COSTA CO.,238,16975,16975,17042,228.48,247.52,04-21-2020
43,CA- FRESNO,107,3139,3139,3151,102.72,111.28,04-21-2020
56,CA- LOS ANGELES,123,56189,56186,56418,118.08,127.92,04-21-2020
58,CA- MODESTO,155,6640,6640,6672,148.8,161.2,04-21-2020
62,CA- NAPA,158,2383,2383,2396,151.68,164.32,04-21-2020
65,CA- ALAMEDA CO.,225,26446,26446,26548,216.0,234.0,04-21-2020
69,CA- PALM SPR/RANCHO MIR.,110,1626,1626,1633,105.6,114.4,04-21-2020
73,CA- REDDING,116,2036,2036,2045,111.36,120.64,04-21-2020
77,CA- SACRAMENTO,170,22649,22649,22743,163.2,176.8,04-21-2020
78,CA- SALINAS,172,3750,3750,3763,165.12,178.88,04-21-2020
79,CA- SAN BERNARDINO,131,15145,15145,15210,125.76,136.24,04-21-2020
80,CA- SAN DIEGO,148,25019,25019,25119,142.08,153.92,04-21-2020
81,CA- SAN FRANCISCO,165,23513,23513,23609,158.4,171.6,04-21-2020
82,CA- SAN JOSE,276,32401,32401,32523,264.96,287.04,04-21-2020
83,CA- SAN LUIS OBISPO,153,1760,1760,1769,146.88,159.12,04-21-2020
85,CA- SAN MATEO CO.,184,15409,15409,15471,176.64,191.36,04-21-2020
86,CA- SANTA BARBARA,126,2284,2284,2296,120.96,131.04,04-21-2020
87,CA- SANTA CRUZ,282,3840,3840,3855,270.72,293.28,04-21-2020
89,CA- SANTA ROSA,141,5976,5976,6002,135.36,146.64,04-21-2020
91,CA- STOCKTON,195,6437,6437,6466,187.2,202.8,04-21-2020
96,CA- VENTURA,138,4759,4759,4781,132.48,143.52,04-21-2020
101,CO- BOULDER,310,5757,5757,5775,297.6,322.4,04-21-2020
102,CO- COLORADO SPRINGS,257,9502,9502,9542,246.72,267.28,04-21-2020
103,CO- DENVER,306,57680,57680,57858,293.76,318.24,04-21-2020
104,CO- FORT COLLINS,221,4719,4719,4739,212.16,229.84,04-21-2020
105,CO- GRAND JUNCTION,322,10690,10690,10706,309.12,334.88,04-21-2020
106,CO- GREELEY,223,5735,5735,5750,214.08,231.92,04-21-2020
107,CO- PUEBLO,105,1055,1055,1060,100.8,109.2,04-21-2020
110,CT- HARTFORD,358,46245,46245,46385,343.68,372.32,04-21-2020
111,CT- NEW HAVEN,520,91166,91166,91418,499.2,540.8,04-21-2020
112,DE- WILMINGTON,338,24860,24860,24969,324.48,351.52,04-21-2020
113,DC- WASHINGTON,344,75007,75007,75255,330.24,357.76,04-21-2020
115,FL- BRADENTON,214,4934,4934,4953,205.44,222.56,04-21-2020
116,FL- CLEARWATER,160,6763,6763,6789,153.6,166.4,04-21-2020
118,FL- FORT LAUDERDALE,215,61247,61247,61437,206.4,223.6,04-21-2020
119,FL- FORT MYERS,189,21533,21533,21599,181.44,196.56,04-21-2020
120,FL- GAINESVILLE,161,7747,7747,7781,154.56,167.44,04-21-2020
122,FL- HUDSON,161,5225,5225,5248,154.56,167.44,04-21-2020
123,FL- JACKSONVILLE,153,18300,18300,18369,146.88,159.12,04-21-2020
124,FL- LAKELAND,169,4837,4837,4847,162.24,175.76,04-21-2020
127,FL- MIAMI,217,77693,77693,77935,208.32,225.68,04-21-2020
129,FL- OCALA,162,5696,5696,5701,155.52,168.48,04-21-2020
130,FL- ORLANDO,164,44466,44466,44629,157.44,170.56,04-21-2020
131,FL- ORMOND BEACH,137,4894,4894,4917,131.52,142.48,04-21-2020
133,FL- PANAMA CITY,102,726,726,726,97.92,106.08,04-21-2020
134,FL- PENSACOLA,140,7197,7197,7231,134.4,145.6,04-21-2020
137,FL- SARASOTA,161,6090,6090,6122,154.56,167.44,04-21-2020
139,FL- ST PETERSBURG,147,5496,5496,5517,141.12,152.88,04-21-2020
140,FL- TALLAHASSEE,139,7608,7608,7643,133.44,144.56,04-21-2020
141,FL- TAMPA,171,19978,19978,20047,164.16,177.84,04-21-2020
142,GA- ALBANY,310,13324,13324,13382,297.6,322.4,04-21-2020
144,GA- ATLANTA,343,164502,164502,165116,329.28,356.72,04-21-2020
145,GA- AUGUSTA,121,5017,5017,5059,116.16,125.84,04-21-2020
146,GA- COLUMBUS,160,5034,5034,5090,153.6,166.4,04-21-2020
147,GA- MACON,142,6944,6944,6981,136.32,147.68,04-21-2020
148,GA- ROME,326,9654,9654,9686,312.96,339.04,04-21-2020
149,GA- SAVANNAH,142,6476,6476,6494,136.32,147.68,04-21-2020
154,IL- AURORA,439,9897,9897,9941,421.44,456.56,04-21-2020
155,IL- BLUE ISLAND,268,25430,25430,25522,257.28,278.72,04-21-2020
156,IL- CHICAGO,267,85175,85175,85483,256.32,277.68,04-21-2020
158,IL- ELGIN,496,23760,23760,23845,476.16,515.84,04-21-2020
161,IL- EVANSTON,343,33889,33889,34011,329.28,356.72,04-21-2020
163,IL- HINSDALE,350,15656,15656,15717,336.0,364.0,04-21-2020
164,IL- JOLIET,376,20623,20623,20717,360.96,391.04,04-21-2020
166,IL- MELROSE PARK,349,44073,44073,44239,335.04,362.96,04-21-2020
170,IL- PEORIA,127,4320,4320,4358,121.92,132.08,04-21-2020
171,IL- ROCKFORD,235,12142,12142,12201,225.6,244.4,04-21-2020
172,IL- SPRINGFIELD,108,3242,3242,3271,103.68,112.32,04-21-2020
173,IL- URBANA,119,1905,1905,1920,114.24,123.76,04-21-2020
175,IL- BLOOMINGTON,226,2040,2040,2040,216.96,235.04,04-21-2020
179,IN- EVANSVILLE,108,2701,2701,2701,103.68,112.32,04-21-2020
180,IN- FORT WAYNE,172,8563,8563,8643,165.12,178.88,04-21-2020
181,IN- GARY,436,27292,27292,27410,418.56,453.44,04-21-2020
183,IN- INDIANAPOLIS,361,92869,92869,93210,346.56,375.44,04-21-2020
184,IN- LAFAYETTE,196,4040,4040,4062,188.16,203.84,04-21-2020
185,IN- MUNCIE,204,2444,2444,2465,195.84,212.16,04-21-2020
186,IN- MUNSTER,366,17075,17075,17155,351.36,380.64,04-21-2020
187,IN- SOUTH BEND,255,13703,13703,13790,244.8,265.2,04-21-2020
188,IN- TERRE HAUTE,126,1282,1282,1304,120.96,131.04,04-21-2020
191,IA- DAVENPORT,104,2585,2585,2598,99.84,108.16,04-21-2020
192,IA- DES MOINES,131,7866,7866,7888,125.76,136.24,04-21-2020
193,IA- DUBUQUE,136,1556,1556,1565,130.56,141.44,04-21-2020
194,IA- IOWA CITY,155,7646,7646,7660,148.8,161.2,04-21-2020
195,IA- MASON CITY,88,221,221,221,84.48,91.52,04-21-2020
196,IA- SIOUX CITY,105,1037,1037,1038,100.8,109.2,04-21-2020
197,IA- WATERLOO,123,1218,1218,1229,118.08,127.92,04-21-2020
200,KS- TOPEKA,119,2645,2645,2659,114.24,123.76,04-21-2020
201,KS- WICHITA,100,5074,5074,5094,96.0,104.0,04-21-2020
203,KY- COVINGTON,181,5407,5407,5435,173.76,188.24,04-21-2020
204,KY- LEXINGTON,165,21943,21943,22012,158.4,171.6,04-21-2020
205,KY- LOUISVILLE,189,26164,26164,26304,181.44,196.56,04-21-2020
207,KY- OWENSBORO,132,1245,1245,1245,126.72,137.28,04-21-2020
208,KY- PADUCAH,95,883,883,897,91.2,98.8,04-21-2020
209,LA- ALEXANDRIA,132,2392,2392,2409,126.72,137.28,04-21-2020
210,LA- BATON ROUGE,360,35583,35583,35753,345.6,374.4,04-21-2020
212,LA- HOUMA,425,12676,12676,12711,408.0,442.0,04-21-2020
213,LA- LAFAYETTE,162,8933,8933,8943,155.52,168.48,04-21-2020
214,LA- LAKE CHARLES,133,2128,2128,2144,127.68,138.32,04-21-2020
216,LA- METAIRIE,1028,53347,53347,53477,986.88,1069.12,04-21-2020
217,LA- MONROE,109,1113,1113,1124,104.64,113.36,04-21-2020
218,LA- NEW ORLEANS,766,95336,95336,95512,735.36,796.64,04-21-2020
219,LA- SHREVEPORT,150,9735,9735,9783,144.0,156.0,04-21-2020
221,ME- BANGOR,97,926,926,932,93.12,100.88,04-21-2020
222,ME- PORTLAND,165,11733,11733,11772,158.4,171.6,04-21-2020
