HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,121.26,3177,3177,3191,116.41,126.11,05-05-2020
2,AL- DOTHAN,97.49,206,206,207,93.59,101.39,05-05-2020
5,AL- HUNTSVILLE,112.06,537,537,539,107.58,116.54,05-05-2020
6,AL- MOBILE,114.98,899,899,903,110.38,119.58,05-05-2020
7,AL- MONTGOMERY,112.9,456,456,457,108.38,117.42,05-05-2020
9,AL- TUSCALOOSA,117.87,338,338,340,113.16,122.58,05-05-2020
11,AZ- MESA,154.63,1347,1347,1352,148.44,160.82,05-05-2020
12,AZ- PHOENIX,125.79,3165,3165,3178,120.76,130.82,05-05-2020
14,AZ- SUN CITY,111.22,228,228,229,106.77,115.67,05-05-2020
15,AZ- TUCSON,109.03,657,657,660,104.67,113.39,05-05-2020
16,AR- FORT SMITH,91.39,125,125,126,87.73,95.05,05-05-2020
18,AR- JONESBORO,90.05,78,78,78,86.45,93.65,05-05-2020
19,AR- LITTLE ROCK,110.62,1627,1627,1633,106.2,115.04,05-05-2020
21,AR- SPRINGDALE,99.21,177,177,178,95.24,103.18,05-05-2020
22,AR- TEXARKANA,92.22,104,104,105,88.53,95.91,05-05-2020
23,CA- ORANGE CO.,148.39,4801,4801,4819,142.45,154.33,05-05-2020
25,CA- BAKERSFIELD,105.79,836,836,840,101.56,110.02,05-05-2020
31,CA- CHICO,122.69,243,243,244,117.78,127.6,05-05-2020
33,CA- CONTRA COSTA CO.,233.68,2949,2949,2955,224.33,243.03,05-05-2020
43,CA- FRESNO,125.43,930,930,934,120.41,130.45,05-05-2020
56,CA- LOS ANGELES,141.7,14065,14065,14119,136.03,147.37,05-05-2020
58,CA- MODESTO,184.11,1653,1653,1659,176.75,191.47,05-05-2020
62,CA- NAPA,176.36,521,521,523,169.31,183.41,05-05-2020
65,CA- ALAMEDA CO.,215.18,4393,4393,4402,206.57,223.79,05-05-2020
69,CA- PALM SPR/RANCHO MIR.,126.42,443,443,444,121.36,131.48,05-05-2020
73,CA- REDDING,127.13,469,469,471,122.04,132.22,05-05-2020
77,CA- SACRAMENTO,195.18,5129,5129,5145,187.37,202.99,05-05-2020
78,CA- SALINAS,196.12,858,858,861,188.28,203.96,05-05-2020
79,CA- SAN BERNARDINO,159.36,4187,4187,4204,152.99,165.73,05-05-2020
80,CA- SAN DIEGO,172.04,5972,5972,5992,165.16,178.92,05-05-2020
81,CA- SAN FRANCISCO,159.45,3877,3877,3886,153.07,165.83,05-05-2020
82,CA- SAN JOSE,246.84,4889,4889,4899,236.97,256.71,05-05-2020
83,CA- SAN LUIS OBISPO,175.04,396,396,397,168.04,182.04,05-05-2020
