HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,84.61,189,173,245,82.06,92.67,189 [173 - 245],84.61% [82.06% - 92.67%],389,174,1070,10-13-2020
2,AL- DOTHAN,89.27,55,50,78,83.46,109.52,55 [50 - 78],89.27% [83.46% - 109.52%],123,46,392,10-13-2020
5,AL- HUNTSVILLE,85.1,42,40,52,82.77,92.02,42 [40 - 52],85.1% [82.77% - 92.02%],95,52,226,10-13-2020
6,AL- MOBILE,95.86,205,183,282,84.8,133.8,205 [183 - 282],95.86% [84.8% - 133.8%],453,137,1537,10-13-2020
7,AL- MONTGOMERY,82.77,18,17,22,80.91,85.82,18 [17 - 22],82.77% [80.91% - 85.82%],42,14,90,10-13-2020
9,AL- TUSCALOOSA,95.02,66,58,104,82.2,146.73,66 [58 - 104],95.02% [82.2% - 146.73%],149,22,666,10-13-2020
11,AZ- MESA,83.3,28,27,35,81.62,87.53,28 [27 - 35],83.3% [81.62% - 87.53%],65,32,149,10-13-2020
12,AZ- PHOENIX,84.33,160,145,203,81.61,91.64,160 [145 - 203],84.33% [81.61% - 91.64%],328,122,882,10-13-2020
14,AZ- SUN CITY,81.32,0,0,1,80.62,82.84,0 [0 - 1],81.32% [80.62% - 82.84%],10,5,23,10-13-2020
15,AZ- TUCSON,82.6,30,26,44,80.48,89.55,30 [26 - 44],82.6% [80.48% - 89.55%],65,12,241,10-13-2020
16,AR- FORT SMITH,91.63,70,65,88,85.15,109.51,70 [65 - 88],91.63% [85.15% - 109.51%],148,66,378,10-13-2020
18,AR- JONESBORO,90.93,47,42,58,83.54,104.67,47 [42 - 58],90.93% [83.54% - 104.67%],98,32,223,10-13-2020
19,AR- LITTLE ROCK,87.96,224,201,278,82.79,98.94,224 [201 - 278],87.96% [82.79% - 98.94%],459,161,1093,10-13-2020
21,AR- SPRINGDALE,90.39,49,45,59,83.97,102.42,49 [45 - 59],90.39% [83.97% - 102.42%],109,42,237,10-13-2020
22,AR- TEXARKANA,87.19,35,32,44,81.84,99.08,35 [32 - 44],87.19% [81.84% - 99.08%],70,18,187,10-13-2020
23,CA- ORANGE CO.,82.62,98,91,126,81.28,86.76,98 [91 - 126],82.62% [81.28% - 86.76%],200,98,517,10-13-2020
25,CA- BAKERSFIELD,81.46,16,16,23,80.86,83.51,16 [16 - 23],81.46% [80.86% - 83.51%],52,31,127,10-13-2020
31,CA- CHICO,88.99,27,26,35,84.38,101.88,27 [26 - 35],88.99% [84.38% - 101.88%],57,28,140,10-13-2020
33,CA- CONTRA COSTA CO.,83.65,35,33,42,81.65,88.24,35 [33 - 42],83.65% [81.65% - 88.24%],73,33,165,10-13-2020
43,CA- FRESNO,82.75,28,27,37,81.53,87.93,28 [27 - 37],82.75% [81.53% - 87.93%],62,35,181,10-13-2020
56,CA- LOS ANGELES,84.76,597,548,740,82.22,91.36,597 [548 - 740],84.76% [82.22% - 91.36%],1181,550,2817,10-13-2020
58,CA- MODESTO,80.41,0,0,1,80.06,81.11,0 [0 - 1],80.41% [80.06% - 81.11%],6,1,19,10-13-2020
