HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,84.85,204,190,243,82.55,90.03,204 [190 - 243],84.85% [82.55% - 90.03%],409,215,847,10-13-2020
2,AL- DOTHAN,90.07,67,62,84,85.42,102.74,67 [62 - 84],90.07% [85.42% - 102.74%],133,72,302,10-13-2020
5,AL- HUNTSVILLE,85.33,49,46,56,82.77,89.95,49 [46 - 56],85.33% [82.77% - 89.95%],100,52,187,10-13-2020
6,AL- MOBILE,98.0,264,241,344,87.98,129.42,264 [241 - 344],98.0% [87.98% - 129.42%],514,228,1412,10-13-2020
7,AL- MONTGOMERY,82.94,21,20,24,80.91,85.5,21 [20 - 24],82.94% [80.91% - 85.5%],45,14,85,10-13-2020
9,AL- TUSCALOOSA,99.0,91,81,126,84.61,139.22,91 [81 - 126],99.0% [84.61% - 139.22%],189,46,591,10-13-2020
11,AZ- MESA,83.52,28,27,33,81.97,86.41,28 [27 - 33],83.52% [81.97% - 86.41%],69,39,127,10-13-2020
12,AZ- PHOENIX,84.29,168,155,201,82.05,88.96,168 [155 - 201],84.29% [82.05% - 88.96%],324,155,679,10-13-2020
14,AZ- SUN CITY,81.41,0,0,1,80.74,82.47,0 [0 - 1],81.41% [80.74% - 82.47%],11,6,20,10-13-2020
15,AZ- TUCSON,82.39,23,20,35,80.75,86.81,23 [20 - 35],82.39% [80.75% - 86.81%],60,19,172,10-13-2020
16,AR- FORT SMITH,90.4,63,59,78,84.53,100.84,63 [59 - 78],90.4% [84.53% - 100.84%],133,58,267,10-13-2020
18,AR- JONESBORO,91.05,49,45,56,84.09,99.25,49 [45 - 56],91.05% [84.09% - 99.25%],99,37,174,10-13-2020
19,AR- LITTLE ROCK,87.57,227,207,263,83.24,94.66,227 [207 - 263],87.57% [83.24% - 94.66%],437,187,846,10-13-2020
21,AR- SPRINGDALE,90.03,53,49,60,84.82,98.07,53 [49 - 60],90.03% [84.82% - 98.07%],106,51,191,10-13-2020
22,AR- TEXARKANA,86.8,28,26,36,82.86,94.08,28 [26 - 36],86.8% [82.86% - 94.08%],66,28,138,10-13-2020
23,CA- ORANGE CO.,82.53,97,91,114,81.44,85.01,97 [91 - 114],82.53% [81.44% - 85.01%],193,110,383,10-13-2020
25,CA- BAKERSFIELD,81.72,28,27,32,80.86,82.99,28 [27 - 32],81.72% [80.86% - 82.99%],62,31,108,10-13-2020
31,CA- CHICO,85.68,20,19,24,83.28,91.56,20 [19 - 24],85.68% [83.28% - 91.56%],36,21,74,10-13-2020
33,CA- CONTRA COSTA CO.,83.46,32,31,38,82.0,86.59,32 [31 - 38],83.46% [82.0% - 86.59%],69,40,132,10-13-2020
43,CA- FRESNO,83.29,28,28,36,81.97,86.83,28 [28 - 36],83.29% [81.97% - 86.83%],75,45,156,10-13-2020
56,CA- LOS ANGELES,84.29,551,513,639,82.34,88.17,551 [513 - 639],84.29% [82.34% - 88.17%],1064,581,2026,10-13-2020
58,CA- MODESTO,80.94,0,0,2,80.12,81.63,0 [0 - 2],80.94% [80.12% - 81.63%],16,2,28,10-13-2020
62,CA- NAPA,83.54,7,7,10,83.44,89.45,7 [7 - 10],83.54% [83.44% - 89.45%],20,20,55,10-13-2020
65,CA- ALAMEDA CO.,81.4,21,20,23,80.68,82.1,21 [20 - 23],81.4% [80.68% - 82.1%],47,23,71,10-13-2020
69,CA- PALM SPR/RANCHO MIR.,84.0,20,19,23,82.28,87.5,20 [19 - 23],84.0% [82.28% - 87.5%],42,24,79,10-13-2020
73,CA- REDDING,118.56,231,216,286,101.07,166.32,231 [216 - 286],118.56% [101.07% - 166.32%],417,228,934,10-13-2020
77,CA- SACRAMENTO,81.49,34,32,46,80.73,84.2,34 [32 - 46],81.49% [80.73% - 84.2%],71,35,201,10-13-2020
78,CA- SALINAS,84.09,14,13,15,82.52,86.81,14 [13 - 15],84.09% [82.52% - 86.81%],32,20,54,10-13-2020
79,CA- SAN BERNARDINO,87.39,220,205,252,84.22,93.51,220 [205 - 252],87.39% [84.22% - 93.51%],427,244,781,10-13-2020
80,CA- SAN DIEGO,84.14,146,135,170,82.05,87.98,146 [135 - 170],84.14% [82.05% - 87.98%],290,144,561,10-13-2020
81,CA- SAN FRANCISCO,81.1,25,24,30,80.69,82.37,25 [24 - 30],81.1% [80.69% - 82.37%],55,35,120,10-13-2020
82,CA- SAN JOSE,81.42,21,20,25,80.69,83.37,21 [20 - 25],81.42% [80.69% - 83.37%],42,21,102,10-13-2020
83,CA- SAN LUIS OBISPO,84.62,7,7,8,82.19,86.8,7 [7 - 8],84.62% [82.19% - 86.8%],21,10,31,10-13-2020
85,CA- SAN MATEO CO.,80.96,7,7,9,80.48,81.93,7 [7 - 9],80.96% [80.48% - 81.93%],25,13,52,10-13-2020
86,CA- SANTA BARBARA,82.51,7,7,9,81.24,84.24,7 [7 - 9],82.51% [81.24% - 84.24%],24,12,41,10-13-2020
87,CA- SANTA CRUZ,83.5,0,0,1,83.34,86.69,0 [0 - 1],83.5% [83.34% - 86.69%],12,12,24,10-13-2020
89,CA- SANTA ROSA,82.97,28,27,32,81.83,85.32,28 [27 - 32],82.97% [81.83% - 85.32%],55,34,99,10-13-2020
