HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,86.78,278,270,291,85.93,88.19,278 [270 - 291],86.78% [85.93% - 88.19%],572,501,692,09-22-2020
2,AL- DOTHAN,88.89,56,55,58,87.38,90.09,56 [55 - 58],88.89% [87.38% - 90.09%],118,98,134,09-22-2020
5,AL- HUNTSVILLE,88.15,74,74,77,87.66,89.36,74 [74 - 77],88.15% [87.66% - 89.36%],153,144,176,09-22-2020
6,AL- MOBILE,82.37,28,27,28,82.0,82.38,28 [27 - 28],82.37% [82.0% - 82.38%],67,57,68,09-22-2020
7,AL- MONTGOMERY,85.45,36,35,39,84.46,87.5,36 [35 - 39],85.45% [84.46% - 87.5%],84,69,116,09-22-2020
9,AL- TUSCALOOSA,90.32,49,48,52,88.72,93.83,49 [48 - 52],90.32% [88.72% - 93.83%],102,87,138,09-22-2020
11,AZ- MESA,86.15,56,55,59,85.0,87.98,56 [55 - 59],86.15% [85.0% - 87.98%],121,99,158,09-22-2020
12,AZ- PHOENIX,84.47,163,155,171,83.19,85.58,163 [155 - 171],84.47% [83.19% - 85.58%],338,242,423,09-22-2020
14,AZ- SUN CITY,82.64,7,7,8,81.98,83.33,7 [7 - 8],82.64% [81.98% - 83.33%],21,16,27,09-22-2020
15,AZ- TUCSON,90.87,135,130,147,87.92,96.01,135 [130 - 147],90.87% [87.92% - 96.01%],274,200,404,09-22-2020
16,AR- FORT SMITH,88.95,58,56,61,87.96,90.93,58 [56 - 61],88.95% [87.96% - 90.93%],114,102,140,09-22-2020
18,AR- JONESBORO,93.73,61,59,65,90.29,96.59,61 [59 - 65],93.73% [90.29% - 96.59%],124,93,150,09-22-2020
19,AR- LITTLE ROCK,87.59,235,220,248,85.32,89.48,235 [220 - 248],87.59% [85.32% - 89.48%],437,307,547,09-22-2020
21,AR- SPRINGDALE,111.0,179,169,189,102.04,117.84,179 [169 - 189],111.0% [102.04% - 117.84%],327,233,400,09-22-2020
22,AR- TEXARKANA,85.86,27,26,29,83.67,86.94,27 [26 - 29],85.86% [83.67% - 86.94%],57,36,68,09-22-2020
23,CA- ORANGE CO.,82.52,90,87,94,82.01,82.98,90 [87 - 94],82.52% [82.01% - 82.98%],193,154,228,09-22-2020
25,CA- BAKERSFIELD,83.14,49,48,51,82.85,83.62,49 [48 - 51],83.14% [82.85% - 83.62%],113,103,131,09-22-2020
31,CA- CHICO,85.68,14,14,15,84.38,87.5,14 [14 - 15],85.68% [84.38% - 87.5%],36,28,48,09-22-2020
33,CA- CONTRA COSTA CO.,83.87,35,35,36,83.59,84.59,35 [35 - 36],83.87% [83.59% - 84.59%],77,72,92,09-22-2020
43,CA- FRESNO,85.29,53,51,56,84.25,86.79,53 [51 - 56],85.29% [84.25% - 86.79%],120,97,155,09-22-2020
56,CA- LOS ANGELES,83.14,370,360,383,82.8,83.52,370 [360 - 383],83.14% [82.8% - 83.52%],777,695,873,09-22-2020
58,CA- MODESTO,84.51,28,28,30,83.66,85.12,28 [28 - 30],84.51% [83.66% - 85.12%],77,63,88,09-22-2020
62,CA- NAPA,86.03,13,13,15,84.81,87.04,13 [13 - 15],86.03% [84.81% - 87.04%],35,28,41,09-22-2020
65,CA- ALAMEDA CO.,82.17,28,28,30,81.86,82.6,28 [28 - 30],82.17% [81.86% - 82.6%],73,63,88,09-22-2020
69,CA- PALM SPR/RANCHO MIR.,82.25,7,7,8,81.9,82.56,7 [7 - 8],82.25% [81.9% - 82.56%],23,20,27,09-22-2020
73,CA- REDDING,82.29,7,7,8,82.22,82.5,7 [7 - 8],82.29% [82.22% - 82.5%],24,24,27,09-22-2020
77,CA- SACRAMENTO,84.66,104,101,109,84.14,85.35,104 [101 - 109],84.66% [84.14% - 85.35%],222,198,256,09-22-2020
78,CA- SALINAS,89.1,35,35,36,88.2,90.21,35 [35 - 36],89.1% [88.2% - 90.21%],72,65,81,09-22-2020
79,CA- SAN BERNARDINO,84.07,107,104,111,83.67,84.62,107 [104 - 111],84.07% [83.67% - 84.62%],235,212,267,09-22-2020
80,CA- SAN DIEGO,87.61,276,264,285,86.2,88.67,276 [264 - 285],87.61% [86.2% - 88.67%],535,436,610,09-22-2020
81,CA- SAN FRANCISCO,81.99,49,49,50,81.85,82.29,49 [49 - 50],81.99% [81.85% - 82.29%],100,94,116,09-22-2020
82,CA- SAN JOSE,84.22,57,55,59,83.64,84.99,57 [55 - 59],84.22% [83.64% - 84.99%],127,110,151,09-22-2020
83,CA- SAN LUIS OBISPO,83.15,0,0,1,82.63,84.39,0 [0 - 1],83.15% [82.63% - 84.39%],14,12,20,09-22-2020
85,CA- SAN MATEO CO.,83.26,42,41,43,83.04,83.45,42 [41 - 43],83.26% [83.04% - 83.45%],87,82,93,09-22-2020
86,CA- SANTA BARBARA,84.02,14,14,14,83.31,84.04,14 [14 - 14],84.02% [83.31% - 84.04%],38,32,39,09-22-2020
87,CA- SANTA CRUZ,87.84,7,7,8,87.52,89.75,7 [7 - 8],87.84% [87.52% - 89.75%],28,27,35,09-22-2020
89,CA- SANTA ROSA,82.73,21,21,22,82.26,83.12,21 [21 - 22],82.73% [82.26% - 83.12%],50,42,58,09-22-2020
91,CA- STOCKTON,87.6,35,35,36,86.77,88.28,35 [35 - 36],87.6% [86.77% - 88.28%],80,72,88,09-22-2020
96,CA- VENTURA,85.45,39,38,41,84.96,86.23,39 [38 - 41],85.45% [84.96% - 86.23%],85,78,98,09-22-2020
101,CO- BOULDER,142.42,175,163,195,122.74,172.63,175 [163 - 195],142.42% [122.74% - 172.63%],296,203,440,09-22-2020
102,CO- COLORADO SPRINGS,86.24,28,27,34,83.96,93.04,28 [27 - 34],86.24% [83.96% - 93.04%],64,41,135,09-22-2020
103,CO- DENVER,89.27,234,222,259,86.95,93.19,234 [222 - 259],89.27% [86.95% - 93.19%],442,332,630,09-22-2020
104,CO- FORT COLLINS,95.98,58,56,63,92.21,101.13,58 [56 - 63],95.98% [92.21% - 101.13%],102,78,135,09-22-2020
105,CO- GRAND JUNCTION,83.18,14,14,14,82.02,84.42,14 [14 - 14],83.18% [82.02% - 84.42%],25,16,35,09-22-2020
106,CO- GREELEY,105.37,114,105,134,96.47,121.57,114 [105 - 134],105.37% [96.47% - 121.57%],197,128,323,09-22-2020
107,CO- PUEBLO,82.01,7,7,7,82.01,82.01,7 [7 - 7],82.01% [82.01% - 82.01%],16,16,16,09-22-2020
109,CT- BRIDGEPORT,88.64,78,76,81,87.67,89.73,78 [76 - 81],88.64% [87.67% - 89.73%],146,130,165,09-22-2020
110,CT- HARTFORD,90.12,174,169,183,88.88,91.61,174 [169 - 183],90.12% [88.88% - 91.61%],329,289,378,09-22-2020
111,CT- NEW HAVEN,85.62,117,111,124,84.21,87.11,117 [111 - 124],85.62% [84.21% - 87.11%],216,162,274,09-22-2020
112,DE- WILMINGTON,91.4,119,115,125,89.77,93.69,119 [115 - 125],91.4% [89.77% - 93.69%],212,182,255,09-22-2020
113,DC- WASHINGTON,89.28,269,260,280,88.18,90.97,269 [260 - 280],89.28% [88.18% - 90.97%],509,449,602,09-22-2020
115,FL- BRADENTON,83.14,7,7,8,82.54,84.09,7 [7 - 8],83.14% [82.54% - 84.09%],22,18,29,09-22-2020
116,FL- CLEARWATER,82.0,14,14,15,81.65,82.57,14 [14 - 15],82.0% [81.65% - 82.57%],32,27,42,09-22-2020
118,FL- FORT LAUDERDALE,81.9,76,74,78,81.66,82.16,76 [74 - 78],81.9% [81.66% - 82.16%],164,144,188,09-22-2020
119,FL- FORT MYERS,81.47,22,22,23,81.39,81.7,22 [22 - 23],81.47% [81.39% - 81.7%],56,53,65,09-22-2020
120,FL- GAINESVILLE,90.41,96,90,105,87.06,95.21,96 [90 - 105],90.41% [87.06% - 95.21%],191,130,280,09-22-2020
122,FL- HUDSON,81.61,7,7,7,81.52,81.92,7 [7 - 7],81.61% [81.52% - 81.92%],20,19,24,09-22-2020
123,FL- JACKSONVILLE,84.61,109,106,115,83.91,85.62,109 [106 - 115],84.61% [83.91% - 85.62%],226,192,276,09-22-2020
124,FL- LAKELAND,84.26,21,21,21,83.75,84.78,21 [21 - 21],84.26% [83.75% - 84.78%],45,40,51,09-22-2020
127,FL- MIAMI,81.64,75,70,78,80.96,81.86,75 [70 - 78],81.64% [80.96% - 81.86%],177,104,201,09-22-2020
