HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,84.92,199,186,228,82.83,89.18,199 [186 - 228],84.92% [82.83% - 89.18%],415,239,775,10-13-2020
2,AL- DOTHAN,89.91,56,54,69,85.57,99.95,56 [54 - 69],89.91% [85.57% - 99.95%],131,74,265,10-13-2020
5,AL- HUNTSVILLE,85.65,49,46,55,82.98,89.15,49 [46 - 55],85.65% [82.98% - 89.15%],106,56,172,10-13-2020
6,AL- MOBILE,96.59,243,223,308,89.03,118.22,243 [223 - 308],96.59% [89.03% - 118.22%],473,258,1092,10-13-2020
7,AL- MONTGOMERY,82.88,21,20,24,81.36,84.98,21 [20 - 24],82.88% [81.36% - 84.98%],44,21,77,10-13-2020
9,AL- TUSCALOOSA,99.82,95,85,122,86.61,130.4,95 [85 - 122],99.82% [86.61% - 130.4%],197,66,503,10-13-2020
11,AZ- MESA,83.68,28,27,33,82.27,85.91,28 [27 - 33],83.68% [82.27% - 85.91%],72,45,117,10-13-2020
12,AZ- PHOENIX,84.09,154,141,178,82.4,87.41,154 [141 - 178],84.09% [82.4% - 87.41%],310,182,561,10-13-2020
14,AZ- SUN CITY,81.48,0,0,1,80.86,82.35,0 [0 - 1],81.48% [80.86% - 82.35%],11,7,19,10-13-2020
15,AZ- TUCSON,82.52,28,26,35,81.03,85.86,28 [26 - 35],82.52% [81.03% - 85.86%],63,26,148,10-13-2020
16,AR- FORT SMITH,89.98,61,57,70,84.76,96.94,61 [57 - 70],89.98% [84.76% - 96.94%],127,61,217,10-13-2020
18,AR- JONESBORO,91.05,49,45,54,84.54,95.93,49 [45 - 54],91.05% [84.54% - 95.93%],99,41,144,10-13-2020
19,AR- LITTLE ROCK,87.15,203,186,234,83.45,92.46,203 [186 - 234],87.15% [83.45% - 92.46%],412,199,719,10-13-2020
21,AR- SPRINGDALE,90.02,46,43,53,85.3,95.99,46 [43 - 53],90.02% [85.3% - 95.99%],105,56,169,10-13-2020
22,AR- TEXARKANA,86.19,28,27,33,83.06,91.84,28 [27 - 33],86.19% [83.06% - 91.84%],60,30,116,10-13-2020
