HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,81,604,517,609,04-08-2020
2,AL- DOTHAN,80,0,0,0,04-08-2020
5,AL- HUNTSVILLE,80,93,80,93,04-08-2020
6,AL- MOBILE,81,297,252,299,04-08-2020
7,AL- MONTGOMERY,80,60,51,60,04-08-2020
9,AL- TUSCALOOSA,80,45,39,45,04-08-2020
11,AZ- MESA,89,1185,1013,1196,04-08-2020
12,AZ- PHOENIX,85,2884,2463,2910,04-08-2020
14,AZ- SUN CITY,83,199,170,200,04-08-2020
15,AZ- TUCSON,83,585,499,590,04-08-2020
16,AR- FORT SMITH,80,0,0,0,04-08-2020
18,AR- JONESBORO,80,0,0,0,04-08-2020
19,AR- LITTLE ROCK,83,1490,1277,1503,04-08-2020
21,AR- SPRINGDALE,81,105,91,105,04-08-2020
22,AR- TEXARKANA,80,0,0,0,04-08-2020
23,CA- ORANGE CO.,84,2075,1778,2094,04-08-2020
25,CA- BAKERSFIELD,81,312,267,314,04-08-2020
31,CA- CHICO,81,54,47,54,04-08-2020
33,CA- CONTRA COSTA CO.,91,1593,1368,1607,04-08-2020
43,CA- FRESNO,81,283,241,285,04-08-2020
56,CA- LOS ANGELES,83,6236,5343,6293,04-08-2020
58,CA- MODESTO,85,647,553,653,04-08-2020
62,CA- NAPA,85,200,172,201,04-08-2020
65,CA- ALAMEDA CO.,90,2464,2117,2486,04-08-2020
69,CA- PALM SPR/RANCHO MIR.,82,182,156,183,04-08-2020
73,CA- REDDING,80,49,42,49,04-08-2020
77,CA- SACRAMENTO,87,2260,1936,2280,04-08-2020
78,CA- SALINAS,87,360,308,363,04-08-2020
79,CA- SAN BERNARDINO,84,1733,1482,1749,04-08-2020
80,CA- SAN DIEGO,85,2619,2244,2642,04-08-2020
81,CA- SAN FRANCISCO,86,2170,1865,2189,04-08-2020
82,CA- SAN JOSE,94,2958,2545,2984,04-08-2020
83,CA- SAN LUIS OBISPO,86,184,158,185,04-08-2020
85,CA- SAN MATEO CO.,87,1407,1210,1419,04-08-2020
86,CA- SANTA BARBARA,84,256,220,258,04-08-2020
87,CA- SANTA CRUZ,94,350,301,353,04-08-2020
89,CA- SANTA ROSA,84,521,446,525,04-08-2020
91,CA- STOCKTON,88,627,538,632,04-08-2020
96,CA- VENTURA,85,530,454,534,04-08-2020
101,CO- BOULDER,95,497,427,501,04-08-2020
102,CO- COLORADO SPRINGS,92,869,744,876,04-08-2020
103,CO- DENVER,95,4882,4193,4925,04-08-2020
104,CO- FORT COLLINS,88,376,323,379,04-08-2020
105,CO- GRAND JUNCTION,96,922,797,930,04-08-2020
106,CO- GREELEY,89,464,398,468,04-08-2020
107,CO- PUEBLO,81,75,65,75,04-08-2020
110,CT- HARTFORD,93,2801,2394,2826,04-08-2020
111,CT- NEW HAVEN,100,5352,4601,5399,04-08-2020
112,DE- WILMINGTON,92,1467,1256,1480,04-08-2020
113,DC- WASHINGTON,90,3860,3310,3895,04-08-2020
115,FL- BRADENTON,84,207,177,208,04-08-2020
116,FL- CLEARWATER,83,325,278,328,04-08-2020
118,FL- FORT LAUDERDALE,85,3303,2830,3333,04-08-2020
119,FL- FORT MYERS,84,1023,877,1032,04-08-2020
120,FL- GAINESVILLE,82,300,257,302,04-08-2020
122,FL- HUDSON,83,259,222,261,04-08-2020
123,FL- JACKSONVILLE,82,801,686,808,04-08-2020
124,FL- LAKELAND,83,252,216,254,04-08-2020
127,FL- MIAMI,85,4149,3558,4186,04-08-2020
129,FL- OCALA,83,297,254,299,04-08-2020
130,FL- ORLANDO,83,2380,2036,2402,04-08-2020
131,FL- ORMOND BEACH,82,249,214,251,04-08-2020
133,FL- PANAMA CITY,80,28,25,28,04-08-2020
134,FL- PENSACOLA,81,273,234,275,04-08-2020
137,FL- SARASOTA,82,248,212,250,04-08-2020
139,FL- ST PETERSBURG,82,266,228,268,04-08-2020
140,FL- TALLAHASSEE,81,265,229,267,04-08-2020
141,FL- TAMPA,83,974,833,983,04-08-2020
142,GA- ALBANY,86,503,435,507,04-08-2020
144,GA- ATLANTA,89,7166,6138,7231,04-08-2020
145,GA- AUGUSTA,82,443,381,447,04-08-2020
146,GA- COLUMBUS,82,161,137,162,04-08-2020
147,GA- MACON,81,178,149,179,04-08-2020
148,GA- ROME,86,328,281,331,04-08-2020
149,GA- SAVANNAH,86,796,679,803,04-08-2020
154,IL- AURORA,92,432,370,435,04-08-2020
155,IL- BLUE ISLAND,86,1080,927,1089,04-08-2020
156,IL- CHICAGO,86,3618,3106,3650,04-08-2020
158,IL- ELGIN,94,1029,883,1038,04-08-2020
161,IL- EVANSTON,88,1441,1238,1454,04-08-2020
163,IL- HINSDALE,89,676,581,682,04-08-2020
164,IL- JOLIET,90,897,769,905,04-08-2020
166,IL- MELROSE PARK,89,1889,1622,1906,04-08-2020
170,IL- PEORIA,81,123,105,124,04-08-2020
171,IL- ROCKFORD,84,455,388,459,04-08-2020
172,IL- SPRINGFIELD,80,69,58,69,04-08-2020
173,IL- URBANA,80,35,31,35,04-08-2020
175,IL- BLOOMINGTON,84,60,50,60,04-08-2020
179,IN- EVANSVILLE,80,30,26,30,04-08-2020
180,IN- FORT WAYNE,80,56,48,56,04-08-2020
181,IN- GARY,84,449,384,453,04-08-2020
183,IN- INDIANAPOLIS,83,1315,1126,1327,04-08-2020
184,IN- LAFAYETTE,81,47,40,47,04-08-2020
185,IN- MUNCIE,81,35,31,35,04-08-2020
186,IN- MUNSTER,84,343,295,346,04-08-2020
187,IN- SOUTH BEND,82,196,167,197,04-08-2020
188,IN- TERRE HAUTE,80,0,0,0,04-08-2020
191,IA- DAVENPORT,80,63,55,63,04-08-2020
192,IA- DES MOINES,80,189,162,190,04-08-2020
193,IA- DUBUQUE,80,32,28,32,04-08-2020
194,IA- IOWA CITY,81,188,162,189,04-08-2020
195,IA- MASON CITY,80,0,0,0,04-08-2020
196,IA- SIOUX CITY,80,21,19,21,04-08-2020
197,IA- WATERLOO,80,21,19,21,04-08-2020
200,KS- TOPEKA,81,113,96,114,04-08-2020
201,KS- WICHITA,80,155,131,156,04-08-2020
203,KY- COVINGTON,81,129,111,130,04-08-2020
