HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,81,710,609,716,04-08-2020
2,AL- DOTHAN,80,5,5,5,04-08-2020
5,AL- HUNTSVILLE,80,109,94,110,04-08-2020
6,AL- MOBILE,82,373,318,376,04-08-2020
7,AL- MONTGOMERY,80,77,66,77,04-08-2020
9,AL- TUSCALOOSA,80,54,47,54,04-08-2020
11,AZ- MESA,91,1442,1233,1455,04-08-2020
12,AZ- PHOENIX,87,3501,2994,3533,04-08-2020
14,AZ- SUN CITY,84,245,210,247,04-08-2020
15,AZ- TUCSON,84,718,615,724,04-08-2020
16,AR- FORT SMITH,80,0,0,0,04-08-2020
18,AR- JONESBORO,80,1,1,1,04-08-2020
19,AR- LITTLE ROCK,84,1719,1475,1734,04-08-2020
21,AR- SPRINGDALE,81,123,105,124,04-08-2020
22,AR- TEXARKANA,80,0,0,0,04-08-2020
23,CA- ORANGE CO.,84,2434,2086,2456,04-08-2020
25,CA- BAKERSFIELD,81,382,327,385,04-08-2020
31,CA- CHICO,81,75,64,75,04-08-2020
33,CA- CONTRA COSTA CO.,93,1798,1545,1814,04-08-2020
43,CA- FRESNO,82,358,306,361,04-08-2020
56,CA- LOS ANGELES,84,7251,6215,7317,04-08-2020
58,CA- MODESTO,86,774,663,781,04-08-2020
62,CA- NAPA,86,238,204,240,04-08-2020
65,CA- ALAMEDA CO.,92,2761,2373,2785,04-08-2020
69,CA- PALM SPR/RANCHO MIR.,83,219,188,221,04-08-2020
73,CA- REDDING,80,60,52,60,04-08-2020
77,CA- SACRAMENTO,88,2626,2251,2649,04-08-2020
78,CA- SALINAS,88,432,370,435,04-08-2020
79,CA- SAN BERNARDINO,85,2084,1783,2103,04-08-2020
80,CA- SAN DIEGO,86,3030,2598,3057,04-08-2020
81,CA- SAN FRANCISCO,87,2419,2079,2440,04-08-2020
82,CA- SAN JOSE,95,3244,2791,3272,04-08-2020
83,CA- SAN LUIS OBISPO,87,212,182,213,04-08-2020
85,CA- SAN MATEO CO.,88,1554,1337,1567,04-08-2020
86,CA- SANTA BARBARA,84,301,258,303,04-08-2020
87,CA- SANTA CRUZ,96,403,346,406,04-08-2020
89,CA- SANTA ROSA,85,616,528,621,04-08-2020
91,CA- STOCKTON,90,730,626,736,04-08-2020
96,CA- VENTURA,86,623,534,628,04-08-2020
101,CO- BOULDER,98,569,489,574,04-08-2020
102,CO- COLORADO SPRINGS,94,1003,862,1012,04-08-2020
103,CO- DENVER,97,5477,4707,5526,04-08-2020
104,CO- FORT COLLINS,90,439,377,443,04-08-2020
105,CO- GRAND JUNCTION,97,968,836,976,04-08-2020
106,CO- GREELEY,90,551,473,556,04-08-2020
