HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,80,507,434,511,04-08-2020
2,AL- DOTHAN,80,0,0,0,04-08-2020
5,AL- HUNTSVILLE,80,76,65,76,04-08-2020
6,AL- MOBILE,81,231,198,233,04-08-2020
7,AL- MONTGOMERY,80,49,43,49,04-08-2020
9,AL- TUSCALOOSA,80,37,32,37,04-08-2020
11,AZ- MESA,87,973,832,982,04-08-2020
12,AZ- PHOENIX,84,2328,1985,2349,04-08-2020
14,AZ- SUN CITY,83,161,138,162,04-08-2020
15,AZ- TUCSON,82,458,390,462,04-08-2020
16,AR- FORT SMITH,80,0,0,0,04-08-2020
18,AR- JONESBORO,80,0,0,0,04-08-2020
19,AR- LITTLE ROCK,83,1267,1085,1278,04-08-2020
21,AR- SPRINGDALE,81,105,91,105,04-08-2020
22,AR- TEXARKANA,80,0,0,0,04-08-2020
23,CA- ORANGE CO.,83,1758,1505,1774,04-08-2020
25,CA- BAKERSFIELD,81,258,221,260,04-08-2020
31,CA- CHICO,81,41,35,41,04-08-2020
33,CA- CONTRA COSTA CO.,90,1401,1202,1413,04-08-2020
43,CA- FRESNO,81,231,198,233,04-08-2020
56,CA- LOS ANGELES,83,5347,4580,5395,04-08-2020
58,CA- MODESTO,84,525,447,529,04-08-2020
62,CA- NAPA,84,179,154,180,04-08-2020
65,CA- ALAMEDA CO.,89,2185,1876,2204,04-08-2020
69,CA- PALM SPR/RANCHO MIR.,82,149,128,150,04-08-2020
73,CA- REDDING,80,31,26,31,04-08-2020
77,CA- SACRAMENTO,86,1925,1648,1942,04-08-2020
78,CA- SALINAS,85,297,254,299,04-08-2020
79,CA- SAN BERNARDINO,83,1428,1220,1441,04-08-2020
80,CA- SAN DIEGO,84,2246,1924,2266,04-08-2020
81,CA- SAN FRANCISCO,85,1929,1657,1946,04-08-2020
82,CA- SAN JOSE,93,2688,2312,2712,04-08-2020
83,CA- SAN LUIS OBISPO,85,163,140,164,04-08-2020
85,CA- SAN MATEO CO.,87,1272,1094,1283,04-08-2020
86,CA- SANTA BARBARA,83,214,183,215,04-08-2020
87,CA- SANTA CRUZ,92,301,258,303,04-08-2020
89,CA- SANTA ROSA,83,440,377,444,04-08-2020
91,CA- STOCKTON,87,539,462,543,04-08-2020
96,CA- VENTURA,84,450,386,454,04-08-2020
101,CO- BOULDER,93,436,374,439,04-08-2020
102,CO- COLORADO SPRINGS,90,707,603,713,04-08-2020
103,CO- DENVER,93,4352,3740,4391,04-08-2020
104,CO- FORT COLLINS,87,322,276,324,04-08-2020
105,CO- GRAND JUNCTION,96,879,758,886,04-08-2020
106,CO- GREELEY,87,393,337,396,04-08-2020
107,CO- PUEBLO,81,57,49,57,04-08-2020
110,CT- HARTFORD,90,2299,1963,2320,04-08-2020
111,CT- NEW HAVEN,98,4785,4111,4828,04-08-2020
112,DE- WILMINGTON,90,1248,1069,1259,04-08-2020
113,DC- WASHINGTON,89,3364,2884,3394,04-08-2020
115,FL- BRADENTON,83,173,148,174,04-08-2020
116,FL- CLEARWATER,82,271,232,273,04-08-2020
118,FL- FORT LAUDERDALE,84,2821,2415,2846,04-08-2020
119,FL- FORT MYERS,83,875,750,883,04-08-2020
120,FL- GAINESVILLE,82,259,222,261,04-08-2020
122,FL- HUDSON,82,209,179,210,04-08-2020
123,FL- JACKSONVILLE,82,680,583,686,04-08-2020
124,FL- LAKELAND,82,206,176,207,04-08-2020
127,FL- MIAMI,85,3580,3068,3612,04-08-2020
129,FL- OCALA,82,245,210,247,04-08-2020
130,FL- ORLANDO,82,1969,1683,1987,04-08-2020
131,FL- ORMOND BEACH,81,203,173,204,04-08-2020
133,FL- PANAMA CITY,80,28,25,28,04-08-2020
134,FL- PENSACOLA,81,225,193,227,04-08-2020
137,FL- SARASOTA,82,204,174,205,04-08-2020
139,FL- ST PETERSBURG,82,219,188,221,04-08-2020
140,FL- TALLAHASSEE,81,228,195,230,04-08-2020
141,FL- TAMPA,82,816,698,823,04-08-2020
142,GA- ALBANY,86,480,414,484,04-08-2020
144,GA- ATLANTA,87,6091,5214,6146,04-08-2020
145,GA- AUGUSTA,82,346,294,349,04-08-2020
146,GA- COLUMBUS,81,121,104,122,04-08-2020
147,GA- MACON,80,107,90,108,04-08-2020
148,GA- ROME,85,280,241,282,04-08-2020
149,GA- SAVANNAH,84,669,575,675,04-08-2020
154,IL- AURORA,90,370,318,373,04-08-2020
155,IL- BLUE ISLAND,85,954,819,962,04-08-2020
156,IL- CHICAGO,85,3200,2748,3228,04-08-2020
158,IL- ELGIN,92,893,767,901,04-08-2020
161,IL- EVANSTON,87,1273,1093,1284,04-08-2020
163,IL- HINSDALE,88,589,506,594,04-08-2020
164,IL- JOLIET,88,762,653,769,04-08-2020
166,IL- MELROSE PARK,88,1657,1422,1672,04-08-2020
170,IL- PEORIA,80,77,64,77,04-08-2020
171,IL- ROCKFORD,83,354,302,357,04-08-2020
172,IL- SPRINGFIELD,80,48,41,48,04-08-2020
173,IL- URBANA,80,34,30,34,04-08-2020
175,IL- BLOOMINGTON,82,37,32,37,04-08-2020
179,IN- EVANSVILLE,80,11,9,11,04-08-2020
180,IN- FORT WAYNE,80,38,33,38,04-08-2020
181,IN- GARY,83,359,306,362,04-08-2020
183,IN- INDIANAPOLIS,82,1146,985,1156,04-08-2020
184,IN- LAFAYETTE,80,36,31,36,04-08-2020
185,IN- MUNCIE,81,33,29,33,04-08-2020
186,IN- MUNSTER,83,294,252,296,04-08-2020
187,IN- SOUTH BEND,81,154,132,155,04-08-2020
188,IN- TERRE HAUTE,80,0,0,0,04-08-2020
191,IA- DAVENPORT,80,50,43,50,04-08-2020
192,IA- DES MOINES,80,156,134,157,04-08-2020
193,IA- DUBUQUE,80,23,20,23,04-08-2020
194,IA- IOWA CITY,81,172,149,173,04-08-2020
195,IA- MASON CITY,80,0,0,0,04-08-2020
196,IA- SIOUX CITY,80,21,19,21,04-08-2020
197,IA- WATERLOO,80,13,11,13,04-08-2020
200,KS- TOPEKA,80,105,91,105,04-08-2020
201,KS- WICHITA,80,111,95,112,04-08-2020
203,KY- COVINGTON,81,107,92,108,04-08-2020
204,KY- LEXINGTON,80,259,221,261,04-08-2020
205,KY- LOUISVILLE,81,415,353,418,04-08-2020
207,KY- OWENSBORO,81,35,31,35,04-08-2020
208,KY- PADUCAH,80,0,0,0,04-08-2020
209,LA- ALEXANDRIA,81,55,46,55,04-08-2020
210,LA- BATON ROUGE,90,1621,1385,1636,04-08-2020
212,LA- HOUMA,91,532,456,536,04-08-2020
213,LA- LAFAYETTE,82,374,318,377,04-08-2020
214,LA- LAKE CHARLES,81,58,49,58,04-08-2020
216,LA- METAIRIE,114,2392,2062,2413,04-08-2020
217,LA- MONROE,80,49,43,49,04-08-2020
218,LA- NEW ORLEANS,105,4218,3642,4254,04-08-2020
219,LA- SHREVEPORT,81,312,268,314,04-08-2020
221,ME- BANGOR,80,26,23,26,04-08-2020
222,ME- PORTLAND,83,564,483,569,04-08-2020
223,MD- BALTIMORE,87,3145,2689,3174,04-08-2020
225,MD- SALISBURY,85,355,304,358,04-08-2020
226,MD- TAKOMA PARK,97,1521,1305,1534,04-08-2020
227,MA- BOSTON,90,7386,6341,7452,04-08-2020
230,MA- SPRINGFIELD,87,754,644,761,04-08-2020
231,MA- WORCESTER,90,1110,952,1120,04-08-2020
232,MI- ANN ARBOR,89,2121,1821,2140,04-08-2020
233,MI- DEARBORN,88,920,792,928,04-08-2020
234,MI- DETROIT,89,2975,2556,3001,04-08-2020
235,MI- FLINT,86,573,490,578,04-08-2020
238,MI- KALAMAZOO,81,109,93,110,04-08-2020
239,MI- LANSING,83,295,251,297,04-08-2020
240,MI- MARQUETTE,80,0,0,0,04-08-2020
242,MI- MUSKEGON,81,49,43,49,04-08-2020
243,MI- PETOSKEY,80,0,0,0,04-08-2020
244,MI- PONTIAC,89,786,677,793,04-08-2020
245,MI- ROYAL OAK,87,1316,1131,1327,04-08-2020
246,MI- SAGINAW,81,191,163,192,04-08-2020
248,MI- ST JOSEPH,81,33,28,33,04-08-2020
249,MI- TRAVERSE CITY,80,0,0,0,04-08-2020
250,MN- DULUTH,80,0,0,0,04-08-2020
251,MN- MINNEAPOLIS,81,967,827,975,04-08-2020
253,MN- ROCHESTER,80,91,76,91,04-08-2020
254,MN- ST CLOUD,80,39,34,39,04-08-2020
256,MN- ST PAUL,82,394,337,397,04-08-2020
257,MS- GULFPORT,88,419,358,422,04-08-2020
258,MS- HATTIESBURG,83,259,222,261,04-08-2020
259,MS- JACKSON,82,768,659,775,04-08-2020
261,MS- OXFORD,81,55,46,55,04-08-2020
262,MS- TUPELO,80,92,77,92,04-08-2020
263,MO- CAPE GIRARDEAU,80,0,0,0,04-08-2020
264,MO- COLUMBIA,80,99,85,99,04-08-2020
267,MO- JOPLIN,80,0,0,0,04-08-2020
268,MO- KANSAS CITY,82,1553,1334,1567,04-08-2020
270,MO- SPRINGFIELD,80,106,91,107,04-08-2020
