HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,80,292,287,297,04-08-2020
2,AL- DOTHAN,80,0,0,0,04-08-2020
5,AL- HUNTSVILLE,80,28,28,28,04-08-2020
6,AL- MOBILE,80,106,104,108,04-08-2020
7,AL- MONTGOMERY,80,14,14,14,04-08-2020
9,AL- TUSCALOOSA,80,22,22,22,04-08-2020
11,AZ- MESA,84,523,514,532,04-08-2020
12,AZ- PHOENIX,82,1277,1254,1300,04-08-2020
14,AZ- SUN CITY,81,83,82,84,04-08-2020
15,AZ- TUCSON,81,245,241,249,04-08-2020
16,AR- FORT SMITH,80,0,0,0,04-08-2020
18,AR- JONESBORO,80,0,0,0,04-08-2020
19,AR- LITTLE ROCK,82,861,846,876,04-08-2020
21,AR- SPRINGDALE,80,0,0,0,04-08-2020
22,AR- TEXARKANA,80,0,0,0,04-08-2020
23,CA- ORANGE CO.,82,1016,998,1034,04-08-2020
25,CA- BAKERSFIELD,80,134,132,136,04-08-2020
31,CA- CHICO,80,17,17,17,04-08-2020
33,CA- CONTRA COSTA CO.,86,918,902,934,04-08-2020
43,CA- FRESNO,80,101,99,103,04-08-2020
56,CA- LOS ANGELES,82,3335,3274,3396,04-08-2020
58,CA- MODESTO,82,241,237,245,04-08-2020
62,CA- NAPA,82,73,72,74,04-08-2020
65,CA- ALAMEDA CO.,86,1459,1433,1485,04-08-2020
69,CA- PALM SPR/RANCHO MIR.,81,76,75,77,04-08-2020
73,CA- REDDING,80,0,0,0,04-08-2020
77,CA- SACRAMENTO,83,1150,1129,1171,04-08-2020
78,CA- SALINAS,83,152,150,154,04-08-2020
79,CA- SAN BERNARDINO,81,726,713,739,04-08-2020
80,CA- SAN DIEGO,83,1405,1380,1430,04-08-2020
81,CA- SAN FRANCISCO,83,1342,1318,1366,04-08-2020
82,CA- SAN JOSE,90,2054,2018,2090,04-08-2020
83,CA- SAN LUIS OBISPO,83,111,109,113,04-08-2020
85,CA- SAN MATEO CO.,85,952,936,968,04-08-2020
86,CA- SANTA BARBARA,81,122,120,124,04-08-2020
87,CA- SANTA CRUZ,87,178,175,181,04-08-2020
89,CA- SANTA ROSA,81,238,234,242,04-08-2020
91,CA- STOCKTON,84,306,301,311,04-08-2020
96,CA- VENTURA,82,266,262,270,04-08-2020
101,CO- BOULDER,88,280,275,285,04-08-2020
102,CO- COLORADO SPRINGS,85,408,401,415,04-08-2020
103,CO- DENVER,89,3051,2996,3106,04-08-2020
104,CO- FORT COLLINS,84,189,186,192,04-08-2020
105,CO- GRAND JUNCTION,91,647,636,658,04-08-2020
106,CO- GREELEY,84,246,242,250,04-08-2020
107,CO- PUEBLO,80,20,20,20,04-08-2020
110,CT- HARTFORD,85,1154,1132,1176,04-08-2020
111,CT- NEW HAVEN,92,3125,3068,3182,04-08-2020
112,DE- WILMINGTON,86,743,730,756,04-08-2020
113,DC- WASHINGTON,85,2164,2125,2203,04-08-2020
115,FL- BRADENTON,82,95,94,96,04-08-2020
116,FL- CLEARWATER,81,148,146,150,04-08-2020
118,FL- FORT LAUDERDALE,83,1705,1674,1736,04-08-2020
119,FL- FORT MYERS,81,488,479,497,04-08-2020
120,FL- GAINESVILLE,81,147,145,149,04-08-2020
122,FL- HUDSON,81,105,103,107,04-08-2020
123,FL- JACKSONVILLE,81,383,376,390,04-08-2020
124,FL- LAKELAND,81,103,102,104,04-08-2020
127,FL- MIAMI,83,2265,2224,2306,04-08-2020
129,FL- OCALA,81,120,118,122,04-08-2020
130,FL- ORLANDO,81,1031,1012,1050,04-08-2020
131,FL- ORMOND BEACH,81,113,111,115,04-08-2020
133,FL- PANAMA CITY,80,0,0,0,04-08-2020
134,FL- PENSACOLA,80,143,141,145,04-08-2020
137,FL- SARASOTA,81,109,107,111,04-08-2020
139,FL- ST PETERSBURG,81,121,119,123,04-08-2020
140,FL- TALLAHASSEE,80,77,76,78,04-08-2020
141,FL- TAMPA,81,454,446,462,04-08-2020
142,GA- ALBANY,85,385,379,391,04-08-2020
144,GA- ATLANTA,84,3820,3751,3889,04-08-2020
145,GA- AUGUSTA,81,191,188,194,04-08-2020
146,GA- COLUMBUS,80,48,48,48,04-08-2020
147,GA- MACON,80,39,39,39,04-08-2020
148,GA- ROME,83,182,179,185,04-08-2020
149,GA- SAVANNAH,83,420,413,427,04-08-2020
154,IL- AURORA,86,215,212,218,04-08-2020
155,IL- BLUE ISLAND,83,670,658,682,04-08-2020
156,IL- CHICAGO,83,2263,2223,2303,04-08-2020
158,IL- ELGIN,87,563,553,573,04-08-2020
161,IL- EVANSTON,85,896,880,912,04-08-2020
163,IL- HINSDALE,85,379,373,385,04-08-2020
164,IL- JOLIET,85,458,450,466,04-08-2020
166,IL- MELROSE PARK,85,1121,1101,1141,04-08-2020
170,IL- PEORIA,80,16,16,16,04-08-2020
171,IL- ROCKFORD,81,143,141,145,04-08-2020
172,IL- SPRINGFIELD,80,35,35,35,04-08-2020
173,IL- URBANA,80,0,0,0,04-08-2020
175,IL- BLOOMINGTON,81,35,35,35,04-08-2020
179,IN- EVANSVILLE,80,0,0,0,04-08-2020
180,IN- FORT WAYNE,80,28,28,28,04-08-2020
181,IN- GARY,81,178,175,181,04-08-2020
183,IN- INDIANAPOLIS,81,672,660,684,04-08-2020
184,IN- LAFAYETTE,80,0,0,0,04-08-2020
185,IN- MUNCIE,80,0,0,0,04-08-2020
186,IN- MUNSTER,82,169,166,172,04-08-2020
187,IN- SOUTH BEND,80,61,60,62,04-08-2020
188,IN- TERRE HAUTE,80,0,0,0,04-08-2020
191,IA- DAVENPORT,80,0,0,0,04-08-2020
192,IA- DES MOINES,80,72,71,73,04-08-2020
193,IA- DUBUQUE,80,1,1,1,04-08-2020
194,IA- IOWA CITY,81,138,136,140,04-08-2020
