HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,86.47,299,265,354,81.79,94.97,299 [265 - 354],86.47% [81.79% - 94.97%],546,151,1264,06-23-2020
2,AL- DOTHAN,85.33,36,32,45,81.51,93.1,36 [32 - 45],85.33% [81.51% - 93.1%],70,20,174,06-23-2020
5,AL- HUNTSVILLE,88.14,83,74,98,82.39,98.4,83 [74 - 98],88.14% [82.39% - 98.4%],152,45,346,06-23-2020
6,AL- MOBILE,86.5,99,89,121,81.96,95.33,99 [89 - 121],86.5% [81.96% - 95.33%],185,56,438,06-23-2020
7,AL- MONTGOMERY,86.72,52,46,64,81.36,96.24,52 [46 - 64],86.72% [81.36% - 96.24%],103,21,251,06-23-2020
9,AL- TUSCALOOSA,86.37,32,28,39,81.1,95.53,32 [28 - 39],86.37% [81.1% - 95.53%],63,11,155,06-23-2020
11,AZ- MESA,106.16,290,262,333,89.49,134.9,290 [262 - 333],106.16% [89.49% - 134.9%],517,188,1087,06-23-2020
12,AZ- PHOENIX,96.53,706,636,811,85.91,115.02,706 [636 - 811],96.53% [85.91% - 115.02%],1251,448,2653,06-23-2020
14,AZ- SUN CITY,90.99,46,42,54,83.95,102.96,46 [42 - 54],90.99% [83.95% - 102.96%],89,32,186,06-23-2020
15,AZ- TUCSON,95.96,225,201,264,84.83,115.86,225 [201 - 264],95.96% [84.83% - 115.86%],402,122,905,06-23-2020
16,AR- FORT SMITH,84.87,32,29,37,81.64,89.6,32 [29 - 37],84.87% [81.64% - 89.6%],62,21,123,06-23-2020
18,AR- JONESBORO,85.68,26,24,30,81.88,90.62,26 [24 - 30],85.68% [81.88% - 90.62%],51,17,96,06-23-2020
19,AR- LITTLE ROCK,86.81,212,190,231,81.96,91.28,212 [190 - 231],86.81% [81.96% - 91.28%],392,113,651,06-23-2020
21,AR- SPRINGDALE,91.25,63,57,71,83.78,101.1,63 [57 - 71],91.25% [83.78% - 101.1%],118,40,223,06-23-2020
22,AR- TEXARKANA,86.92,35,32,41,82.76,93.37,35 [32 - 41],86.92% [82.76% - 93.37%],67,27,131,06-23-2020
23,CA- ORANGE CO.,89.69,403,356,492,82.37,104.53,403 [356 - 492],89.69% [82.37% - 104.53%],741,181,1877,06-23-2020
25,CA- BAKERSFIELD,85.83,114,100,147,81.13,96.87,114 [100 - 147],85.83% [81.13% - 96.87%],210,41,610,06-23-2020
31,CA- CHICO,87.97,26,23,35,81.56,103.44,26 [23 - 35],87.97% [81.56% - 103.44%],51,10,150,06-23-2020
33,CA- CONTRA COSTA CO.,94.42,149,133,173,83.79,110.7,149 [133 - 173],94.42% [83.79% - 110.7%],288,76,615,06-23-2020
43,CA- FRESNO,89.23,115,101,150,81.8,107.51,115 [101 - 150],89.23% [81.8% - 107.51%],210,41,628,06-23-2020
56,CA- LOS ANGELES,87.18,1167,1029,1426,81.82,98.96,1167 [1029 - 1426],87.18% [81.82% - 98.96%],1781,451,4702,06-23-2020
58,CA- MODESTO,92.55,114,100,138,82.91,110.95,114 [100 - 138],92.55% [82.91% - 110.95%],215,50,532,06-23-2020
62,CA- NAPA,91.01,31,27,38,82.23,106.12,31 [27 - 38],91.01% [82.23% - 106.12%],64,13,152,06-23-2020
65,CA- ALAMEDA CO.,92.51,220,196,255,83.31,106.55,220 [196 - 255],92.51% [83.31% - 106.55%],422,112,897,06-23-2020
69,CA- PALM SPR/RANCHO MIR.,87.04,37,33,47,81.61,98.04,37 [33 - 47],87.04% [81.61% - 98.04%],74,17,190,06-23-2020
73,CA- REDDING,86.31,34,31,42,81.39,95.8,34 [31 - 42],86.31% [81.39% - 95.8%],68,15,171,06-23-2020
77,CA- SACRAMENTO,93.61,347,307,411,83.39,111.46,347 [307 - 411],93.61% [83.39% - 111.46%],651,162,1505,06-23-2020
78,CA- SALINAS,92.82,51,45,62,83.03,110.01,51 [45 - 62],92.82% [83.03% - 110.01%],101,24,238,06-23-2020
79,CA- SAN BERNARDINO,92.11,382,337,470,82.89,111.23,382 [337 - 470],92.11% [82.89% - 111.23%],700,167,1806,06-23-2020
80,CA- SAN DIEGO,92.32,469,414,568,82.94,110.61,469 [414 - 568],92.32% [82.94% - 110.61%],866,207,2153,06-23-2020
81,CA- SAN FRANCISCO,87.37,195,174,226,81.95,95.63,195 [174 - 226],87.37% [81.95% - 95.63%],373,99,793,06-23-2020
82,CA- SAN JOSE,95.17,239,214,276,84.03,112.09,239 [214 - 276],95.17% [84.03% - 112.09%],459,122,971,06-23-2020
83,CA- SAN LUIS OBISPO,92.29,28,25,35,82.41,111.36,28 [25 - 35],92.29% [82.41% - 111.36%],56,11,143,06-23-2020
85,CA- SAN MATEO CO.,88.3,115,103,133,82.19,97.47,115 [103 - 133],88.3% [82.19% - 97.47%],223,59,471,06-23-2020
86,CA- SANTA BARBARA,90.05,51,45,63,82.07,106.19,51 [45 - 63],90.05% [82.07% - 106.19%],97,20,253,06-23-2020
87,CA- SANTA CRUZ,100.05,35,32,42,85.01,124.29,35 [32 - 42],100.05% [85.01% - 124.29%],71,18,159,06-23-2020
89,CA- SANTA ROSA,86.87,65,58,76,81.72,94.88,65 [58 - 76],86.87% [81.72% - 94.88%],127,32,277,06-23-2020
91,CA- STOCKTON,94.7,81,72,96,83.67,113.49,81 [72 - 96],94.7% [83.67% - 113.49%],156,39,356,06-23-2020
96,CA- VENTURA,91.94,99,88,122,82.73,110.45,99 [88 - 122],91.94% [82.73% - 110.45%],187,43,479,06-23-2020
101,CO- BOULDER,95.56,35,32,45,85.05,123.58,35 [32 - 45],95.56% [85.05% - 123.58%],73,24,207,06-23-2020
102,CO- COLORADO SPRINGS,97.25,89,80,116,84.73,131.88,89 [80 - 116],97.25% [84.73% - 131.88%],178,49,537,06-23-2020
