HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,89.03,356,327,374,83.82,91.85,356 [327 - 374],89.03% [83.82% - 91.85%],762,323,1001,06-30-2020
2,AL- DOTHAN,92.92,79,73,83,85.57,96.57,79 [73 - 83],92.92% [85.57% - 96.57%],171,74,220,06-30-2020
5,AL- HUNTSVILLE,91.99,103,95,108,84.95,95.37,103 [95 - 108],91.99% [84.95% - 95.37%],225,93,289,06-30-2020
6,AL- MOBILE,92.78,171,157,177,85.78,95.68,171 [157 - 177],92.78% [85.78% - 95.68%],365,165,448,06-30-2020
7,AL- MONTGOMERY,90.51,74,68,78,84.14,93.91,74 [68 - 78],90.51% [84.14% - 93.91%],162,64,215,06-30-2020
9,AL- TUSCALOOSA,89.47,42,39,44,83.21,92.22,42 [39 - 44],89.47% [83.21% - 92.22%],94,32,122,06-30-2020
11,AZ- MESA,103.99,207,188,226,90.3,116.21,207 [188 - 226],103.99% [90.3% - 116.21%],474,204,717,06-30-2020
12,AZ- PHOENIX,95.77,528,480,573,86.86,103.79,528 [480 - 573],95.77% [86.86% - 103.79%],1194,520,1802,06-30-2020
14,AZ- SUN CITY,90.09,33,30,36,84.32,95.19,33 [30 - 36],90.09% [84.32% - 95.19%],81,35,123,06-30-2020
15,AZ- TUCSON,96.25,179,162,197,86.54,105.48,179 [162 - 197],96.25% [86.54% - 105.48%],410,165,643,06-30-2020
16,AR- FORT SMITH,84.45,20,19,23,82.19,86.64,20 [19 - 23],84.45% [82.19% - 86.64%],56,28,85,06-30-2020
18,AR- JONESBORO,84.39,14,14,16,82.21,86.75,14 [14 - 16],84.39% [82.21% - 86.75%],39,20,61,06-30-2020
19,AR- LITTLE ROCK,83.02,68,62,79,81.28,85.58,68 [62 - 79],83.02% [81.28% - 85.58%],174,74,322,06-30-2020
21,AR- SPRINGDALE,88.48,35,32,39,84.16,93.25,35 [32 - 39],88.48% [84.16% - 93.25%],89,44,140,06-30-2020
22,AR- TEXARKANA,86.67,25,23,27,83.06,89.59,25 [23 - 27],86.67% [83.06% - 89.59%],65,30,94,06-30-2020
23,CA- ORANGE CO.,91.6,412,372,439,83.97,96.36,412 [372 - 439],91.6% [83.97% - 96.36%],887,304,1252,06-30-2020
25,CA- BAKERSFIELD,89.47,164,146,175,81.99,93.77,164 [146 - 175],89.47% [81.99% - 93.77%],342,72,498,06-30-2020
31,CA- CHICO,94.16,42,38,45,82.97,100.47,42 [38 - 45],94.16% [82.97% - 100.47%],90,19,131,06-30-2020
33,CA- CONTRA COSTA CO.,90.76,97,89,105,84.64,96.03,97 [89 - 105],90.76% [84.64% - 96.03%],215,93,321,06-30-2020
43,CA- FRESNO,96.01,176,156,188,83.07,103.52,176 [156 - 188],96.01% [83.07% - 103.52%],365,70,537,06-30-2020
56,CA- LOS ANGELES,91.05,1192,1073,1271,83.21,95.65,1192 [1073 - 1271],91.05% [83.21% - 95.65%],2741,797,3882,06-30-2020
58,CA- MODESTO,93.18,103,93,111,84.54,98.96,103 [93 - 111],93.18% [84.54% - 98.96%],226,78,326,06-30-2020
62,CA- NAPA,90.71,25,23,28,83.44,95.64,25 [23 - 28],90.71% [83.44% - 95.64%],62,20,91,06-30-2020
65,CA- ALAMEDA CO.,89.28,143,131,154,84.02,93.85,143 [131 - 154],89.28% [84.02% - 93.85%],313,136,468,06-30-2020
69,CA- PALM SPR/RANCHO MIR.,88.68,40,37,43,82.85,92.16,40 [37 - 43],88.68% [82.85% - 92.16%],91,30,128,06-30-2020
73,CA- REDDING,87.66,35,32,38,81.76,91.37,35 [32 - 38],87.66% [81.76% - 91.37%],82,19,123,06-30-2020
77,CA- SACRAMENTO,92.7,281,256,301,84.91,98.42,281 [256 - 301],92.7% [84.91% - 98.42%],607,235,881,06-30-2020
78,CA- SALINAS,91.67,40,37,43,84.29,96.9,40 [37 - 43],91.67% [84.29% - 96.9%],92,34,134,06-30-2020
79,CA- SAN BERNARDINO,95.02,404,364,430,85.03,101.2,404 [364 - 430],95.02% [85.03% - 101.2%],868,291,1226,06-30-2020
80,CA- SAN DIEGO,93.7,446,403,477,84.69,99.54,446 [403 - 477],93.7% [84.69% - 99.54%],963,330,1374,06-30-2020
81,CA- SAN FRANCISCO,85.48,126,116,136,82.37,88.16,126 [116 - 136],85.48% [82.37% - 88.16%],277,120,414,06-30-2020
82,CA- SAN JOSE,91.27,157,144,169,84.89,96.75,157 [144 - 169],91.27% [84.89% - 96.75%],340,148,507,06-30-2020
83,CA- SAN LUIS OBISPO,93.82,27,25,30,83.51,99.96,27 [25 - 30],93.82% [83.51% - 99.96%],63,16,91,06-30-2020
85,CA- SAN MATEO CO.,86.11,73,68,79,82.67,89.12,73 [68 - 79],86.11% [82.67% - 89.12%],164,72,246,06-30-2020
86,CA- SANTA BARBARA,92.17,52,47,56,83.31,97.39,52 [47 - 56],92.17% [83.31% - 97.39%],117,32,168,06-30-2020
87,CA- SANTA CRUZ,96.09,22,20,24,86.13,103.68,22 [20 - 24],96.09% [86.13% - 103.68%],57,22,85,06-30-2020
89,CA- SANTA ROSA,85.29,42,39,46,82.15,87.85,42 [39 - 46],85.29% [82.15% - 87.85%],98,40,146,06-30-2020
91,CA- STOCKTON,92.88,60,55,65,85.08,98.72,60 [55 - 65],92.88% [85.08% - 98.72%],136,54,199,06-30-2020
96,CA- VENTURA,94.24,102,93,109,84.51,100.22,102 [93 - 109],94.24% [84.51% - 100.22%],224,71,318,06-30-2020
101,CO- BOULDER,98.61,38,36,40,91.58,104.0,38 [36 - 40],98.61% [91.58% - 104.0%],88,55,114,06-30-2020
102,CO- COLORADO SPRINGS,103.9,114,107,119,93.43,110.82,114 [107 - 119],103.9% [93.43% - 110.82%],247,139,319,06-30-2020
103,CO- DENVER,96.62,368,348,386,90.32,101.83,368 [348 - 386],96.62% [90.32% - 101.83%],793,493,1043,06-30-2020
104,CO- FORT COLLINS,97.94,51,48,54,89.55,104.41,51 [48 - 54],97.94% [89.55% - 104.41%],114,61,156,06-30-2020
105,CO- GRAND JUNCTION,90.63,36,34,38,85.3,94.39,36 [34 - 38],90.63% [85.3% - 94.39%],84,42,114,06-30-2020
106,CO- GREELEY,93.53,47,44,50,88.11,98.15,47 [44 - 50],93.53% [88.11% - 98.15%],105,63,141,06-30-2020
107,CO- PUEBLO,86.88,21,20,23,82.76,89.27,21 [20 - 23],86.88% [82.76% - 89.27%],54,22,74,06-30-2020
109,CT- BRIDGEPORT,104.41,203,186,233,89.79,129.26,203 [186 - 233],104.41% [89.79% - 129.26%],413,166,835,06-30-2020
110,CT- HARTFORD,114.28,548,498,615,92.47,144.16,548 [498 - 615],114.28% [92.47% - 144.16%],1116,406,2089,06-30-2020
111,CT- NEW HAVEN,106.25,498,453,570,89.61,133.25,498 [453 - 570],106.25% [89.61% - 133.25%],1011,370,2051,06-30-2020
