region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,81.54,292,270,319,80.85,82.44,292 [270 - 319],81.54% [80.85% - 82.44%],130,72,206,02-09-2021
2,AL- DOTHAN,81.2,35,32,40,80.53,82.33,35 [32 - 40],81.2% [80.53% - 82.33%],16,7,31,02-09-2021
5,AL- HUNTSVILLE,82.45,105,97,114,81.44,83.67,105 [97 - 114],82.45% [81.44% - 83.67%],46,27,69,02-09-2021
6,AL- MOBILE,81.79,112,103,120,80.88,82.52,112 [103 - 120],81.79% [80.88% - 82.52%],51,25,72,02-09-2021
7,AL- MONTGOMERY,81.94,70,64,77,80.78,83.23,70 [64 - 77],81.94% [80.78% - 83.23%],30,12,50,02-09-2021
9,AL- TUSCALOOSA,81.9,42,38,46,80.8,83.11,42 [38 - 46],81.9% [80.8% - 83.11%],19,8,31,02-09-2021
11,AZ- MESA,82.27,95,87,105,81.16,83.59,95 [87 - 105],82.27% [81.16% - 83.59%],45,23,71,02-09-2021
12,AZ- PHOENIX,81.36,214,196,238,80.67,82.22,214 [196 - 238],81.36% [80.67% - 82.22%],103,51,168,02-09-2021
14,AZ- SUN CITY,80.86,14,13,16,80.49,81.48,14 [13 - 16],80.86% [80.49% - 81.48%],7,4,12,02-09-2021
15,AZ- TUCSON,81.07,57,52,64,80.55,81.78,57 [52 - 64],81.07% [80.55% - 81.78%],27,14,45,02-09-2021
16,AR- FORT SMITH,81.87,56,52,63,81.09,83.12,56 [52 - 63],81.87% [81.09% - 83.12%],24,14,40,02-09-2021
18,AR- JONESBORO,81.11,21,20,25,80.77,82.32,21 [20 - 25],81.11% [80.77% - 82.32%],10,7,21,02-09-2021
19,AR- LITTLE ROCK,82.18,292,271,314,81.2,83.34,292 [271 - 314],82.18% [81.2% - 83.34%],126,69,193,02-09-2021
21,AR- SPRINGDALE,82.37,56,52,61,81.51,83.69,56 [52 - 61],82.37% [81.51% - 83.69%],25,16,39,02-09-2021
22,AR- TEXARKANA,83.27,73,68,80,81.94,85.1,73 [68 - 80],83.27% [81.94% - 85.1%],32,19,50,02-09-2021
23,CA- ORANGE CO.,80.37,58,53,64,80.18,80.59,58 [53 - 64],80.37% [80.18% - 80.59%],28,14,45,02-09-2021
25,CA- BAKERSFIELD,80.64,49,45,54,80.36,80.97,49 [45 - 54],80.64% [80.36% - 80.97%],23,13,35,02-09-2021
31,CA- CHICO,80.47,7,7,8,80.31,80.78,7 [7 - 8],80.47% [80.31% - 80.78%],3,2,5,02-09-2021
33,CA- CONTRA COSTA CO.,80.65,28,26,31,80.35,81.0,28 [26 - 31],80.65% [80.35% - 81.0%],13,7,20,02-09-2021
43,CA- FRESNO,81.1,52,48,56,80.61,81.53,52 [48 - 56],81.1% [80.61% - 81.53%],25,14,35,02-09-2021
56,CA- LOS ANGELES,80.41,204,187,223,80.21,80.65,204 [187 - 223],80.41% [80.21% - 80.65%],102,52,160,02-09-2021
58,CA- MODESTO,81.57,60,55,65,80.81,82.27,60 [55 - 65],81.57% [80.81% - 82.27%],27,14,39,02-09-2021
62,CA- NAPA,81.03,14,13,16,80.52,81.55,14 [13 - 16],81.03% [80.52% - 81.55%],6,3,9,02-09-2021
65,CA- ALAMEDA CO.,80.36,24,22,27,80.18,80.56,24 [22 - 27],80.36% [80.18% - 80.56%],12,6,19,02-09-2021
69,CA- PALM SPR/RANCHO MIR.,80.28,7,6,8,80.19,80.47,7 [6 - 8],80.28% [80.19% - 80.47%],3,2,5,02-09-2021
73,CA- REDDING,80.37,7,6,8,80.18,80.55,7 [6 - 8],80.37% [80.18% - 80.55%],4,2,6,02-09-2021
77,CA- SACRAMENTO,80.38,42,38,45,80.19,80.59,42 [38 - 45],80.38% [80.19% - 80.59%],18,9,28,02-09-2021
78,CA- SALINAS,80.76,14,13,15,80.38,81.26,14 [13 - 15],80.76% [80.38% - 81.26%],6,3,10,02-09-2021
79,CA- SAN BERNARDINO,80.38,42,38,48,80.17,80.64,42 [38 - 48],80.38% [80.17% - 80.64%],22,10,37,02-09-2021
80,CA- SAN DIEGO,80.87,130,121,141,80.5,81.31,130 [121 - 141],80.87% [80.5% - 81.31%],61,35,92,02-09-2021
81,CA- SAN FRANCISCO,80.24,27,25,30,80.14,80.37,27 [25 - 30],80.24% [80.14% - 80.37%],12,7,19,02-09-2021
