region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,80.28,46,42,57,80.11,80.58,46 [42 - 57],80.28% [80.11% - 80.58%],24,9,49,03-16-2021
2,AL- DOTHAN,80.0,0,0,1,80.0,80.23,0 [0 - 1],80.0% [80.0% - 80.23%],0,0,3,03-16-2021
5,AL- HUNTSVILLE,80.16,7,6,8,80.16,80.32,7 [6 - 8],80.16% [80.16% - 80.32%],3,3,6,03-16-2021
6,AL- MOBILE,80.18,12,10,14,80.0,80.28,12 [10 - 14],80.18% [80.0% - 80.28%],5,0,8,03-16-2021
7,AL- MONTGOMERY,80.0,0,0,1,80.0,80.19,0 [0 - 1],80.0% [80.0% - 80.19%],0,0,3,03-16-2021
9,AL- TUSCALOOSA,80.0,0,0,1,80.0,80.3,0 [0 - 1],80.0% [80.0% - 80.3%],0,0,3,03-16-2021
11,AZ- MESA,80.91,40,37,44,80.51,81.41,40 [37 - 44],80.91% [80.51% - 81.41%],18,10,28,03-16-2021
12,AZ- PHOENIX,80.51,86,79,95,80.28,80.84,86 [79 - 95],80.51% [80.28% - 80.84%],39,21,64,03-16-2021
14,AZ- SUN CITY,80.37,7,6,8,80.25,80.62,7 [6 - 8],80.37% [80.25% - 80.62%],3,2,5,03-16-2021
15,AZ- TUCSON,80.32,17,15,19,80.16,80.44,17 [15 - 19],80.32% [80.16% - 80.44%],8,4,11,03-16-2021
16,AR- FORT SMITH,80.0,0,0,2,80.0,80.23,0 [0 - 2],80.0% [80.0% - 80.23%],0,0,3,03-16-2021
18,AR- JONESBORO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-16-2021
19,AR- LITTLE ROCK,80.12,14,13,16,80.03,80.16,14 [13 - 16],80.12% [80.03% - 80.16%],7,2,9,03-16-2021
21,AR- SPRINGDALE,80.66,14,13,16,80.19,81.14,14 [13 - 16],80.66% [80.19% - 81.14%],7,2,12,03-16-2021
22,AR- TEXARKANA,80.0,0,0,2,80.0,80.2,0 [0 - 2],80.0% [80.0% - 80.2%],0,0,2,03-16-2021
23,CA- ORANGE CO.,80.07,10,9,12,80.03,80.1,10 [9 - 12],80.07% [80.03% - 80.1%],5,2,8,03-16-2021
25,CA- BAKERSFIELD,80.06,2,1,3,80.0,80.11,2 [1 - 3],80.06% [80.0% - 80.11%],2,0,4,03-16-2021
31,CA- CHICO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-16-2021
33,CA- CONTRA COSTA CO.,80.1,7,6,7,80.1,80.2,7 [6 - 7],80.1% [80.1% - 80.2%],2,2,4,03-16-2021
43,CA- FRESNO,80.39,14,13,17,80.22,80.74,14 [13 - 17],80.39% [80.22% - 80.74%],9,5,17,03-16-2021
56,CA- LOS ANGELES,80.07,35,31,39,80.03,80.13,35 [31 - 39],80.07% [80.03% - 80.13%],17,7,32,03-16-2021
58,CA- MODESTO,80.58,18,16,20,80.29,80.87,18 [16 - 20],80.58% [80.29% - 80.87%],10,5,15,03-16-2021
62,CA- NAPA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-16-2021
65,CA- ALAMEDA CO.,80.06,7,6,8,80.06,80.15,7 [6 - 8],80.06% [80.06% - 80.15%],2,2,5,03-16-2021
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-16-2021
73,CA- REDDING,80.0,0,0,3,80.0,80.46,0 [0 - 3],80.0% [80.0% - 80.46%],0,0,5,03-16-2021
77,CA- SACRAMENTO,80.31,35,31,40,80.04,80.5,35 [31 - 40],80.31% [80.04% - 80.5%],15,2,24,03-16-2021
78,CA- SALINAS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-16-2021
79,CA- SAN BERNARDINO,80.03,7,6,8,80.0,80.1,7 [6 - 8],80.03% [80.0% - 80.1%],2,0,6,03-16-2021
80,CA- SAN DIEGO,80.27,38,35,42,80.16,80.41,38 [35 - 42],80.27% [80.16% - 80.41%],19,11,29,03-16-2021
81,CA- SAN FRANCISCO,80.06,7,6,7,80.0,80.06,7 [6 - 7],80.06% [80.0% - 80.06%],3,0,3,03-16-2021
82,CA- SAN JOSE,80.3,21,19,22,80.13,80.43,21 [19 - 22],80.3% [80.13% - 80.43%],9,4,13,03-16-2021
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,03-16-2021
85,CA- SAN MATEO CO.,80.11,7,6,7,80.04,80.11,7 [6 - 7],80.11% [80.04% - 80.11%],3,1,3,03-16-2021
86,CA- SANTA BARBARA,80.21,7,6,7,80.0,80.21,7 [6 - 7],80.21% [80.0% - 80.21%],2,0,2,03-16-2021
87,CA- SANTA CRUZ,80.56,7,6,7,80.56,80.56,7 [6 - 7],80.56% [80.56% - 80.56%],2,2,2,03-16-2021
89,CA- SANTA ROSA,80.0,0,0,1,80.0,80.11,0 [0 - 1],80.0% [80.0% - 80.11%],0,0,2,03-16-2021
91,CA- STOCKTON,80.19,5,4,6,80.0,80.28,5 [4 - 6],80.19% [80.0% - 80.28%],2,0,3,03-16-2021
96,CA- VENTURA,80.0,0,0,1,80.0,80.13,0 [0 - 1],80.0% [80.0% - 80.13%],0,0,2,03-16-2021
101,CO- BOULDER,81.47,14,13,16,80.63,82.11,14 [13 - 16],81.47% [80.63% - 82.11%],7,3,10,03-16-2021
102,CO- COLORADO SPRINGS,81.06,21,19,24,80.48,81.64,21 [19 - 24],81.06% [80.48% - 81.64%],11,5,17,03-16-2021
