region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,82.16,1227,1171,1310,81.49,82.91,1227 [1171 - 1310],82.16% [81.49% - 82.91%],182,126,246,01-26-2021,projected
2,AL- DOTHAN,81.66,153,149,161,81.43,81.88,153 [149 - 161],81.66% [81.43% - 81.88%],22,19,25,01-26-2021,projected
5,AL- HUNTSVILLE,81.49,177,172,184,81.28,81.65,177 [172 - 184],81.49% [81.28% - 81.65%],28,24,31,01-26-2021,projected
6,AL- MOBILE,81.96,385,373,402,81.54,82.49,385 [373 - 402],81.96% [81.54% - 82.49%],56,44,71,01-26-2021,projected
7,AL- MONTGOMERY,83.75,369,354,391,82.78,85.17,369 [354 - 391],83.75% [82.78% - 85.17%],58,43,80,01-26-2021,projected
9,AL- TUSCALOOSA,81.9,125,118,131,81.2,82.3,125 [118 - 131],81.9% [81.2% - 82.3%],19,12,23,01-26-2021,projected
11,AZ- MESA,84.39,569,549,595,83.64,85.25,569 [549 - 595],84.39% [83.64% - 85.25%],87,72,104,01-26-2021,projected
12,AZ- PHOENIX,82.67,1301,1254,1357,82.22,83.18,1301 [1254 - 1357],82.67% [82.22% - 83.18%],202,168,241,01-26-2021,projected
14,AZ- SUN CITY,81.6,79,76,82,81.36,81.85,79 [76 - 82],81.6% [81.36% - 81.85%],13,11,15,01-26-2021,projected
15,AZ- TUCSON,84.48,759,726,805,83.17,86.3,759 [726 - 805],84.48% [83.17% - 86.3%],113,80,159,01-26-2021,projected
16,AR- FORT SMITH,81.56,136,130,142,81.25,82.03,136 [130 - 142],81.56% [81.25% - 82.03%],20,16,26,01-26-2021,projected
18,AR- JONESBORO,80.88,56,54,58,80.88,81.0,56 [54 - 58],80.88% [80.88% - 81.0%],8,8,9,01-26-2021,projected
19,AR- LITTLE ROCK,81.18,467,449,484,80.87,81.39,467 [449 - 484],81.18% [80.87% - 81.39%],68,50,80,01-26-2021,projected
21,AR- SPRINGDALE,83.12,225,217,234,82.37,83.97,225 [217 - 234],83.12% [82.37% - 83.97%],33,25,42,01-26-2021,projected
22,AR- TEXARKANA,81.33,88,85,91,81.12,81.53,88 [85 - 91],81.33% [81.12% - 81.53%],13,11,15,01-26-2021,projected
23,CA- ORANGE CO.,81.69,893,861,924,81.31,82.04,893 [861 - 924],81.69% [81.31% - 82.04%],129,100,156,01-26-2021,projected
25,CA- BAKERSFIELD,81.33,333,321,345,81.08,81.52,333 [321 - 345],81.33% [81.08% - 81.52%],48,39,55,01-26-2021,projected
31,CA- CHICO,80.94,42,41,43,80.78,81.09,42 [41 - 43],80.94% [80.78% - 81.09%],6,5,7,01-26-2021,projected
33,CA- CONTRA COSTA CO.,81.15,150,144,156,80.9,81.3,150 [144 - 156],81.15% [80.9% - 81.3%],23,18,26,01-26-2021,projected
43,CA- FRESNO,81.97,304,293,314,81.66,82.28,304 [293 - 314],81.97% [81.66% - 82.28%],45,38,52,01-26-2021,projected
56,CA- LOS ANGELES,82.33,3939,3760,4123,81.64,83.05,3939 [3760 - 4123],82.33% [81.64% - 83.05%],577,406,756,01-26-2021,projected
58,CA- MODESTO,81.51,168,162,175,81.28,81.8,168 [162 - 175],81.51% [81.28% - 81.8%],26,22,31,01-26-2021,projected
62,CA- NAPA,81.2,43,41,45,80.86,81.37,43 [41 - 45],81.2% [80.86% - 81.37%],7,5,8,01-26-2021,projected
65,CA- ALAMEDA CO.,80.71,149,142,156,80.53,80.86,149 [142 - 156],80.71% [80.53% - 80.86%],24,18,29,01-26-2021,projected
69,CA- PALM SPR/RANCHO MIR.,82.47,181,175,188,82.09,82.85,181 [175 - 188],82.47% [82.09% - 82.85%],26,22,30,01-26-2021,projected
73,CA- REDDING,80.46,35,33,36,80.37,80.46,35 [33 - 36],80.46% [80.37% - 80.46%],5,4,5,01-26-2021,projected
77,CA- SACRAMENTO,81.0,317,305,330,80.82,81.19,317 [305 - 330],81.0% [80.82% - 81.19%],48,39,57,01-26-2021,projected
78,CA- SALINAS,81.39,68,66,71,81.13,81.64,68 [66 - 71],81.39% [81.13% - 81.64%],11,9,13,01-26-2021,projected
