region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,81.87,997,927,1104,81.04,82.76,997 [927 - 1104],81.87% [81.04% - 82.76%],158,88,233,01-26-2021,projected
2,AL- DOTHAN,81.66,151,144,165,81.2,82.41,151 [144 - 165],81.66% [81.2% - 82.41%],22,16,32,01-26-2021,projected
5,AL- HUNTSVILLE,81.12,131,124,141,80.74,81.49,131 [124 - 141],81.12% [80.74% - 81.49%],21,14,28,01-26-2021,projected
6,AL- MOBILE,82.21,437,415,477,81.47,83.36,437 [415 - 477],82.21% [81.47% - 83.36%],63,42,96,01-26-2021,projected
7,AL- MONTGOMERY,84.72,486,458,551,82.91,88.93,486 [458 - 551],84.72% [82.91% - 88.93%],73,45,138,01-26-2021,projected
9,AL- TUSCALOOSA,81.9,128,120,143,81.1,82.91,128 [120 - 143],81.9% [81.1% - 82.91%],19,11,29,01-26-2021,projected
11,AZ- MESA,83.43,458,430,508,82.12,85.45,458 [430 - 508],83.43% [82.12% - 85.45%],68,42,108,01-26-2021,projected
12,AZ- PHOENIX,81.91,953,897,1045,81.2,82.92,953 [897 - 1045],81.91% [81.2% - 82.92%],145,91,221,01-26-2021,projected
14,AZ- SUN CITY,80.86,46,43,50,80.49,81.36,46 [43 - 50],80.86% [80.49% - 81.36%],7,4,11,01-26-2021,projected
15,AZ- TUCSON,84.79,839,785,957,82.69,89.19,839 [785 - 957],84.79% [82.69% - 89.19%],121,68,232,01-26-2021,projected
16,AR- FORT SMITH,81.41,122,115,131,80.86,81.95,122 [115 - 131],81.41% [80.86% - 81.95%],18,11,25,01-26-2021,projected
18,AR- JONESBORO,80.77,48,46,53,80.55,81.11,48 [46 - 53],80.77% [80.55% - 81.11%],7,5,10,01-26-2021,projected
19,AR- LITTLE ROCK,81.07,430,407,464,80.73,81.54,430 [407 - 464],81.07% [80.73% - 81.54%],62,42,89,01-26-2021,projected
21,AR- SPRINGDALE,83.31,239,226,262,82.08,84.82,239 [226 - 262],83.31% [82.08% - 84.82%],35,22,51,01-26-2021,projected
22,AR- TEXARKANA,81.43,96,91,105,80.92,82.04,96 [91 - 105],81.43% [80.92% - 82.04%],14,9,20,01-26-2021,projected
23,CA- ORANGE CO.,81.5,775,738,824,81.03,82.05,775 [738 - 824],81.5% [81.03% - 82.05%],115,79,157,01-26-2021,projected
25,CA- BAKERSFIELD,81.19,295,280,315,80.83,81.69,295 [280 - 315],81.19% [80.83% - 81.69%],43,30,61,01-26-2021,projected
