HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,126,20287,20270,20289,01-22-2020
2,AL- DOTHAN,96,1045,1045,1045,01-22-2020
5,AL- HUNTSVILLE,112,3143,3137,3144,01-22-2020
6,AL- MOBILE,118,5480,5475,5480,01-22-2020
7,AL- MONTGOMERY,113,2617,2614,2617,01-22-2020
9,AL- TUSCALOOSA,120,2017,2016,2017,01-22-2020
11,AZ- MESA,191,11405,11391,11406,01-22-2020
12,AZ- PHOENIX,147,26415,26383,26417,01-22-2020
14,AZ- SUN CITY,126,1940,1938,1940,01-22-2020
15,AZ- TUCSON,119,5111,5107,5111,01-22-2020
16,AR- FORT SMITH,88,457,457,457,01-22-2020
18,AR- JONESBORO,86,291,291,291,01-22-2020
19,AR- LITTLE ROCK,105,7544,7540,7545,01-22-2020
21,AR- SPRINGDALE,93,681,681,681,01-22-2020
22,AR- TEXARKANA,90,447,447,447,01-22-2020
23,CA- ORANGE CO.,153,29324,29292,29326,01-22-2020
25,CA- BAKERSFIELD,104,4517,4516,4517,01-22-2020
31,CA- CHICO,121,1311,1311,1311,01-22-2020
33,CA- CONTRA COSTA CO.,280,23897,23880,23898,01-22-2020
43,CA- FRESNO,124,5096,5090,5096,01-22-2020
56,CA- LOS ANGELES,147,86935,86841,86939,01-22-2020
58,CA- MODESTO,199,10695,10680,10696,01-22-2020
62,CA- NAPA,199,3696,3690,3696,01-22-2020
65,CA- ALAMEDA CO.,280,37458,37427,37462,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,128,2617,2615,2617,01-22-2020
73,CA- REDDING,135,3188,3185,3188,01-22-2020
77,CA- SACRAMENTO,217,34565,34530,34565,01-22-2020
78,CA- SALINAS,221,5889,5881,5890,01-22-2020
79,CA- SAN BERNARDINO,162,24486,24458,24488,01-22-2020
80,CA- SAN DIEGO,182,37880,37844,37885,01-22-2020
