HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,250,80006,79932,80011,01-22-2020
2,AL- DOTHAN,163,5790,5783,5790,01-22-2020
5,AL- HUNTSVILLE,228,14771,14752,14773,01-22-2020
6,AL- MOBILE,246,25614,25593,25614,01-22-2020
7,AL- MONTGOMERY,226,12170,12159,12171,01-22-2020
9,AL- TUSCALOOSA,243,8902,8895,8904,01-22-2020
11,AZ- MESA,280,27720,27720,27720,01-22-2020
12,AZ- PHOENIX,280,97815,97724,97818,01-22-2020
14,AZ- SUN CITY,246,7600,7594,7601,01-22-2020
15,AZ- TUCSON,252,23320,23291,23320,01-22-2020
16,AR- FORT SMITH,136,3621,3618,3621,01-22-2020
18,AR- JONESBORO,114,1615,1615,1615,01-22-2020
19,AR- LITTLE ROCK,162,27211,27192,27213,01-22-2020
21,AR- SPRINGDALE,148,3741,3736,3742,01-22-2020
22,AR- TEXARKANA,134,2747,2746,2748,01-22-2020
23,CA- ORANGE CO.,280,101348,101269,101350,01-22-2020
25,CA- BAKERSFIELD,191,21518,21491,21520,01-22-2020
31,CA- CHICO,267,6419,6410,6419,01-22-2020
33,CA- CONTRA COSTA CO.,280,28042,28042,28042,01-22-2020
43,CA- FRESNO,274,23790,23763,23791,01-22-2020
56,CA- LOS ANGELES,279,311046,310790,311059,01-22-2020
58,CA- MODESTO,280,24066,24066,24066,01-22-2020
62,CA- NAPA,280,8148,8148,8148,01-22-2020
65,CA- ALAMEDA CO.,280,47306,47306,47306,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,257,10521,10512,10522,01-22-2020
73,CA- REDDING,246,10552,10544,10552,01-22-2020
77,CA- SACRAMENTO,280,66976,66976,66976,01-22-2020
78,CA- SALINAS,280,11102,11102,11102,01-22-2020
79,CA- SAN BERNARDINO,280,80220,80157,80224,01-22-2020
80,CA- SAN DIEGO,280,98462,98462,98462,01-22-2020
81,CA- SAN FRANCISCO,280,70635,70597,70636,01-22-2020
82,CA- SAN JOSE,279,42364,42364,42364,01-22-2020
83,CA- SAN LUIS OBISPO,280,6384,6384,6384,01-22-2020
