region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.5,87,82,93,80.4,80.69,87 [82 - 93],80.5% [80.4% - 80.69%],42,34,58,03-31-2021,projected
2,AL- DOTHAN,80.23,7,6,8,80.08,80.23,7 [6 - 8],80.23% [80.08% - 80.23%],3,1,3,03-31-2021,projected
5,AL- HUNTSVILLE,80.69,27,25,29,80.59,80.8,27 [25 - 29],80.69% [80.59% - 80.8%],13,11,15,03-31-2021,projected
6,AL- MOBILE,80.53,27,25,29,80.42,80.6,27 [25 - 29],80.53% [80.42% - 80.6%],15,12,17,03-31-2021,projected
7,AL- MONTGOMERY,81.16,34,31,37,80.78,81.29,34 [31 - 37],81.16% [80.78% - 81.29%],18,12,20,03-31-2021,projected
9,AL- TUSCALOOSA,80.7,14,14,15,80.7,81.0,14 [14 - 15],80.7% [80.7% - 81.0%],7,7,10,03-31-2021,projected
11,AZ- MESA,81.26,51,49,54,81.06,81.52,51 [49 - 54],81.26% [81.06% - 81.52%],25,21,30,03-31-2021,projected
12,AZ- PHOENIX,80.69,103,98,107,80.57,80.79,103 [98 - 107],80.69% [80.57% - 80.79%],52,43,60,03-31-2021,projected
14,AZ- SUN CITY,80.25,7,6,7,80.25,80.37,7 [6 - 7],80.25% [80.25% - 80.37%],2,2,3,03-31-2021,projected
15,AZ- TUCSON,80.79,39,38,42,80.67,81.07,39 [38 - 42],80.79% [80.67% - 81.07%],20,17,27,03-31-2021,projected
16,AR- FORT SMITH,80.16,7,7,8,80.16,80.16,7 [7 - 8],80.16% [80.16% - 80.16%],2,2,2,03-31-2021,projected
18,AR- JONESBORO,80.0,0,0,1,80.0,80.22,0 [0 - 1],80.0% [80.0% - 80.22%],0,0,2,03-31-2021,projected
19,AR- LITTLE ROCK,80.21,23,21,25,80.16,80.26,23 [21 - 25],80.21% [80.16% - 80.26%],12,9,15,03-31-2021,projected
21,AR- SPRINGDALE,81.04,17,15,19,80.57,81.14,17 [15 - 19],81.04% [80.57% - 81.14%],11,6,12,03-31-2021,projected
22,AR- TEXARKANA,80.41,7,6,8,80.0,80.71,7 [6 - 8],80.41% [80.0% - 80.71%],4,0,7,03-31-2021,projected
23,CA- ORANGE CO.,80.41,66,64,69,80.33,80.51,66 [64 - 69],80.41% [80.33% - 80.51%],31,25,39,03-31-2021,projected
25,CA- BAKERSFIELD,80.5,32,31,34,80.39,80.58,32 [31 - 34],80.5% [80.39% - 80.58%],18,14,21,03-31-2021,projected
31,CA- CHICO,81.41,15,14,16,80.94,81.41,15 [14 - 16],81.41% [80.94% - 81.41%],9,6,9,03-31-2021,projected
33,CA- CONTRA COSTA CO.,80.95,41,39,43,80.85,81.15,41 [39 - 43],80.95% [80.85% - 81.15%],19,17,23,03-31-2021,projected
43,CA- FRESNO,81.31,65,61,67,81.01,81.49,65 [61 - 67],81.31% [81.01% - 81.49%],30,23,34,03-31-2021,projected
56,CA- LOS ANGELES,80.33,157,150,165,80.25,80.41,157 [150 - 165],80.33% [80.25% - 80.41%],83,63,102,03-31-2021,projected
58,CA- MODESTO,81.57,55,52,58,81.22,81.69,55 [52 - 58],81.57% [81.22% - 81.69%],27,21,29,03-31-2021,projected
62,CA- NAPA,81.03,14,14,16,81.03,81.89,14 [14 - 16],81.03% [81.03% - 81.89%],6,6,11,03-31-2021,projected
65,CA- ALAMEDA CO.,80.38,26,24,29,80.3,80.62,26 [24 - 29],80.38% [80.3% - 80.62%],13,10,21,03-31-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.38,7,7,7,80.28,80.38,7 [7 - 7],80.38% [80.28% - 80.38%],4,3,4,03-31-2021,projected
73,CA- REDDING,81.11,28,27,31,80.83,81.94,28 [27 - 31],81.11% [80.83% - 81.94%],12,9,21,03-31-2021,projected
77,CA- SACRAMENTO,81.44,147,141,156,81.25,81.69,147 [141 - 156],81.44% [81.25% - 81.69%],69,60,81,03-31-2021,projected
78,CA- SALINAS,80.76,14,13,14,80.76,80.76,14 [13 - 14],80.76% [80.76% - 80.76%],6,6,6,03-31-2021,projected
