region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,82.61,1488,1456,1533,82.23,83.14,1488 [1456 - 1533],82.61% [82.23% - 83.14%],220,188,265,12-21-2020
2,AL- DOTHAN,81.81,161,158,168,81.58,82.26,161 [158 - 168],81.81% [81.58% - 82.26%],24,21,30,12-21-2020
5,AL- HUNTSVILLE,84.2,505,493,521,83.56,85.05,505 [493 - 521],84.2% [83.56% - 85.05%],79,67,95,12-21-2020
6,AL- MOBILE,81.54,298,292,310,81.33,81.89,298 [292 - 310],81.54% [81.33% - 81.89%],44,38,54,12-21-2020
7,AL- MONTGOMERY,82.65,270,263,279,82.2,83.17,270 [263 - 279],82.65% [82.2% - 83.17%],41,34,49,12-21-2020
9,AL- TUSCALOOSA,83.21,211,205,218,82.61,83.81,211 [205 - 218],83.21% [82.61% - 83.81%],32,26,38,12-21-2020
11,AZ- MESA,86.82,858,836,890,85.71,88.43,858 [836 - 890],86.82% [85.71% - 88.43%],135,113,167,12-21-2020
12,AZ- PHOENIX,84.74,2275,2213,2364,83.92,85.91,2275 [2213 - 2364],84.74% [83.92% - 85.91%],359,297,448,12-21-2020
14,AZ- SUN CITY,82.96,151,147,157,82.47,83.7,151 [147 - 157],82.96% [82.47% - 83.7%],24,20,30,12-21-2020
15,AZ- TUCSON,84.24,729,712,755,83.61,85.19,729 [712 - 755],84.24% [83.61% - 85.19%],107,91,131,12-21-2020
16,AR- FORT SMITH,81.33,112,109,115,81.09,81.56,112 [109 - 115],81.33% [81.09% - 81.56%],17,14,20,12-21-2020
18,AR- JONESBORO,81.44,85,83,89,81.22,81.77,85 [83 - 89],81.44% [81.22% - 81.77%],13,11,16,12-21-2020
19,AR- LITTLE ROCK,81.54,577,561,597,81.26,81.87,577 [561 - 597],81.54% [81.26% - 81.87%],89,73,108,12-21-2020
21,AR- SPRINGDALE,82.93,205,200,213,82.46,83.6,205 [200 - 213],82.93% [82.46% - 83.6%],31,26,38,12-21-2020
22,AR- TEXARKANA,80.82,51,48,53,80.51,81.02,51 [48 - 53],80.82% [80.51% - 81.02%],8,5,10,12-21-2020
23,CA- ORANGE CO.,84.0,1897,1855,1965,83.45,84.89,1897 [1855 - 1965],84.0% [83.45% - 84.89%],306,264,374,12-21-2020
25,CA- BAKERSFIELD,82.88,681,667,703,82.49,83.48,681 [667 - 703],82.88% [82.49% - 83.48%],104,90,126,12-21-2020
31,CA- CHICO,82.19,93,91,96,82.03,82.66,93 [91 - 96],82.19% [82.03% - 82.66%],14,13,17,12-21-2020
33,CA- CONTRA COSTA CO.,82.25,315,310,325,82.15,82.3,315 [310 - 325],82.25% [82.15% - 82.3%],45,43,46,12-21-2020
43,CA- FRESNO,88.85,1164,1127,1216,87.23,91.13,1164 [1127 - 1216],88.85% [87.23% - 91.13%],202,165,254,12-21-2020
