region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,81.87,311,302,320,81.75,81.92,311 [302 - 320],81.87% [81.75% - 81.92%],158,148,162,02-16-2021
2,AL- DOTHAN,81.73,41,40,42,81.51,81.96,41 [40 - 42],81.73% [81.51% - 81.96%],23,20,26,02-16-2021
5,AL- HUNTSVILLE,82.93,110,106,112,82.71,83.09,110 [106 - 112],82.93% [82.71% - 83.09%],55,51,58,02-16-2021
6,AL- MOBILE,82.24,129,126,132,82.03,82.38,129 [126 - 132],82.24% [82.03% - 82.38%],64,58,68,02-16-2021
7,AL- MONTGOMERY,82.91,90,87,93,82.72,82.91,90 [87 - 93],82.91% [82.72% - 82.91%],45,42,45,02-16-2021
9,AL- TUSCALOOSA,81.9,38,37,39,81.7,82.0,38 [37 - 39],81.9% [81.7% - 82.0%],19,17,20,02-16-2021
11,AZ- MESA,85.51,210,206,214,85.2,85.76,210 [206 - 214],85.51% [85.2% - 85.76%],109,103,114,02-16-2021
12,AZ- PHOENIX,83.37,487,478,496,83.21,83.54,487 [478 - 496],83.37% [83.21% - 83.54%],255,243,268,02-16-2021
14,AZ- SUN CITY,82.35,37,36,38,82.22,82.47,37 [36 - 38],82.35% [82.22% - 82.47%],19,18,20,02-16-2021
15,AZ- TUCSON,82.73,126,123,129,82.58,82.89,126 [123 - 129],82.73% [82.58% - 82.89%],69,65,73,02-16-2021
16,AR- FORT SMITH,81.87,45,44,47,81.8,82.03,45 [44 - 47],81.87% [81.8% - 82.03%],24,23,26,02-16-2021
18,AR- JONESBORO,81.22,16,15,17,80.88,81.33,16 [15 - 17],81.22% [80.88% - 81.33%],11,8,12,02-16-2021
19,AR- LITTLE ROCK,81.82,220,213,225,81.7,81.99,220 [213 - 225],81.82% [81.7% - 81.99%],105,98,115,02-16-2021
21,AR- SPRINGDALE,82.84,62,60,64,82.74,83.03,62 [60 - 64],82.84% [82.74% - 83.03%],30,29,32,02-16-2021
22,AR- TEXARKANA,82.24,49,48,50,82.14,82.24,49 [48 - 50],82.24% [82.14% - 82.24%],22,21,22,02-16-2021
23,CA- ORANGE CO.,82.01,303,298,308,81.92,82.12,303 [298 - 308],82.01% [81.92% - 82.12%],154,147,162,02-16-2021
25,CA- BAKERSFIELD,82.65,196,193,200,82.54,82.77,196 [193 - 200],82.65% [82.54% - 82.77%],96,92,100,02-16-2021
31,CA- CHICO,81.72,22,21,23,81.72,81.72,22 [21 - 23],81.72% [81.72% - 81.72%],11,11,11,02-16-2021
33,CA- CONTRA COSTA CO.,82.0,77,75,79,81.9,82.1,77 [75 - 79],82.0% [81.9% - 82.1%],40,38,42,02-16-2021
43,CA- FRESNO,82.8,117,115,119,82.72,82.89,117 [115 - 119],82.8% [82.72% - 82.89%],64,62,66,02-16-2021
56,CA- LOS ANGELES,82.07,919,907,933,81.98,82.16,919 [907 - 933],82.07% [81.98% - 82.16%],514,491,536,02-16-2021
58,CA- MODESTO,83.37,116,114,118,83.26,83.49,116 [114 - 118],83.37% [83.26% - 83.49%],58,56,60,02-16-2021
62,CA- NAPA,82.06,23,22,24,81.72,82.06,23 [22 - 24],82.06% [81.72% - 82.06%],12,10,12,02-16-2021
65,CA- ALAMEDA CO.,81.89,123,121,125,81.81,82.01,123 [121 - 125],81.89% [81.81% - 82.01%],64,61,68,02-16-2021
69,CA- PALM SPR/RANCHO MIR.,81.61,30,29,31,81.61,81.71,30 [29 - 31],81.61% [81.61% - 81.71%],17,17,18,02-16-2021
73,CA- REDDING,80.55,14,14,14,80.46,80.65,14 [14 - 14],80.55% [80.46% - 80.65%],6,5,7,02-16-2021
77,CA- SACRAMENTO,82.07,194,191,197,81.96,82.19,194 [191 - 197],82.07% [81.96% - 82.19%],99,94,105,02-16-2021
78,CA- SALINAS,82.52,42,41,43,82.4,82.65,42 [41 - 43],82.52% [82.4% - 82.65%],20,19,21,02-16-2021
79,CA- SAN BERNARDINO,82.54,261,257,265,82.44,82.68,261 [257 - 265],82.54% [82.44% - 82.68%],147,141,155,02-16-2021
80,CA- SAN DIEGO,82.72,366,361,372,82.6,82.83,366 [361 - 372],82.72% [82.6% - 82.83%],191,183,199,02-16-2021
81,CA- SAN FRANCISCO,80.85,88,86,90,80.81,80.93,88 [86 - 90],80.85% [80.81% - 80.93%],43,41,47,02-16-2021
82,CA- SAN JOSE,82.02,114,112,116,81.92,82.12,114 [112 - 116],82.02% [81.92% - 82.12%],61,58,64,02-16-2021
83,CA- SAN LUIS OBISPO,82.19,17,16,18,81.97,82.19,17 [16 - 18],82.19% [81.97% - 82.19%],10,9,10,02-16-2021
85,CA- SAN MATEO CO.,81.04,53,52,55,80.96,81.08,53 [52 - 55],81.04% [80.96% - 81.08%],28,26,29,02-16-2021
86,CA- SANTA BARBARA,82.69,49,48,51,82.59,82.8,49 [48 - 51],82.69% [82.59% - 82.8%],26,25,27,02-16-2021
87,CA- SANTA CRUZ,82.51,18,17,19,82.23,82.79,18 [17 - 19],82.51% [82.23% - 82.79%],9,8,10,02-16-2021
89,CA- SANTA ROSA,80.64,23,22,24,80.59,80.7,23 [22 - 24],80.64% [80.59% - 80.7%],12,11,13,02-16-2021
91,CA- STOCKTON,82.54,51,50,52,82.54,82.73,51 [50 - 52],82.54% [82.54% - 82.73%],27,27,29,02-16-2021
96,CA- VENTURA,83.69,110,108,112,83.56,83.88,110 [108 - 112],83.69% [83.56% - 83.88%],58,56,61,02-16-2021
101,CO- BOULDER,83.16,34,33,35,82.74,83.16,34 [33 - 35],83.16% [82.74% - 83.16%],15,13,15,02-16-2021
102,CO- COLORADO SPRINGS,83.77,91,89,95,83.29,83.96,91 [89 - 95],83.77% [83.29% - 83.96%],39,34,41,02-16-2021
103,CO- DENVER,82.53,271,266,276,82.45,82.64,271 [266 - 276],82.53% [82.45% - 82.64%],121,117,126,02-16-2021
104,CO- FORT COLLINS,81.25,21,20,21,81.25,81.41,21 [20 - 21],81.25% [81.25% - 81.41%],8,8,9,02-16-2021
105,CO- GRAND JUNCTION,82.15,33,32,35,82.02,82.4,33 [32 - 35],82.15% [82.02% - 82.4%],17,16,19,02-16-2021
106,CO- GREELEY,81.67,28,28,28,81.67,81.8,28 [28 - 28],81.67% [81.67% - 81.8%],13,13,14,02-16-2021
107,CO- PUEBLO,82.13,34,32,43,81.38,84.89,34 [32 - 43],82.13% [81.38% - 84.89%],17,11,39,02-16-2021
109,CT- BRIDGEPORT,82.6,90,88,92,82.48,82.71,90 [88 - 92],82.6% [82.48% - 82.71%],44,42,46,02-16-2021
110,CT- HARTFORD,82.61,174,171,177,82.52,82.73,174 [171 - 177],82.61% [82.52% - 82.73%],85,82,89,02-16-2021
111,CT- NEW HAVEN,82.57,202,199,206,82.49,82.7,202 [199 - 206],82.57% [82.49% - 82.7%],99,96,104,02-16-2021
