HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,86.4,232,211,241,82.95,87.91,232 [211 - 241],86.4% [82.95% - 87.91%],540,249,668,08-04-2020
2,AL- DOTHAN,88.0,45,42,48,83.99,90.69,45 [42 - 48],88.0% [83.99% - 90.69%],106,53,142,08-04-2020
5,AL- HUNTSVILLE,88.83,69,63,72,84.2,90.9,69 [63 - 72],88.83% [84.2% - 90.9%],165,79,205,08-04-2020
6,AL- MOBILE,88.84,106,99,109,84.83,90.36,106 [99 - 109],88.84% [84.83% - 90.36%],252,138,296,08-04-2020
7,AL- MONTGOMERY,87.32,46,42,48,83.17,88.99,46 [42 - 48],87.32% [83.17% - 88.99%],113,49,139,08-04-2020
9,AL- TUSCALOOSA,86.44,24,22,26,82.81,88.12,24 [22 - 26],86.44% [82.81% - 88.12%],64,28,81,08-04-2020
11,AZ- MESA,85.58,42,39,45,82.93,87.27,42 [39 - 45],85.58% [82.93% - 87.27%],110,58,144,08-04-2020
12,AZ- PHOENIX,83.75,113,104,120,81.98,84.95,113 [104 - 120],83.75% [81.98% - 84.95%],283,150,375,08-04-2020
14,AZ- SUN CITY,82.35,6,6,7,81.23,82.96,6 [6 - 7],82.35% [81.23% - 82.96%],19,10,24,08-04-2020
15,AZ- TUCSON,83.69,34,32,37,81.78,84.91,34 [32 - 37],83.69% [81.78% - 84.91%],93,45,124,08-04-2020
16,AR- FORT SMITH,93.34,79,75,86,88.04,99.59,79 [75 - 86],93.34% [88.04% - 99.59%],170,103,251,08-04-2020
18,AR- JONESBORO,82.83,7,7,10,81.44,86.53,7 [7 - 10],82.83% [81.44% - 86.53%],25,13,59,08-04-2020
19,AR- LITTLE ROCK,81.8,38,34,52,80.64,85.2,38 [34 - 52],81.8% [80.64% - 85.2%],104,37,300,08-04-2020
21,AR- SPRINGDALE,86.76,26,24,33,83.22,94.76,26 [24 - 33],86.76% [83.22% - 94.76%],71,34,156,08-04-2020
