region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,99.02,926,867,1012,92.66,108.1,926 [867 - 1012],99.02% [92.66% - 108.1%],1606,1069,2373,11-02-2020
2,AL- DOTHAN,125.56,376,348,437,108.69,162.68,376 [348 - 437],125.56% [108.69% - 162.68%],605,381,1098,11-02-2020
5,AL- HUNTSVILLE,93.67,141,133,154,89.26,99.89,141 [133 - 154],93.67% [89.26% - 99.89%],257,174,374,11-02-2020
6,AL- MOBILE,223.23,2737,2536,2981,161.03,300.9,2737 [2536 - 2981],223.23% [161.03% - 300.9%],4092,2315,6311,11-02-2020
7,AL- MONTGOMERY,101.6,196,182,214,93.39,111.37,196 [182 - 214],101.6% [93.39% - 111.37%],334,207,485,11-02-2020
9,AL- TUSCALOOSA,92.73,70,66,75,87.92,98.04,70 [66 - 75],92.73% [87.92% - 98.04%],127,79,180,11-02-2020
11,AZ- MESA,106.11,296,277,320,97.37,117.27,296 [277 - 320],106.11% [97.37% - 117.27%],517,344,738,11-02-2020
12,AZ- PHOENIX,99.22,837,784,913,92.77,108.09,837 [784 - 913],99.22% [92.77% - 108.09%],1456,967,2128,11-02-2020
14,AZ- SUN CITY,91.6,53,50,58,87.65,96.54,53 [50 - 58],91.6% [87.65% - 96.54%],94,62,134,11-02-2020
15,AZ- TUCSON,91.29,156,146,193,86.81,105.55,156 [146 - 193],91.29% [86.81% - 105.55%],285,172,645,11-02-2020
16,AR- FORT SMITH,87.26,49,45,53,84.37,89.76,49 [45 - 53],87.26% [84.37% - 89.76%],93,56,125,11-02-2020
18,AR- JONESBORO,100.13,100,93,107,91.39,106.55,100 [93 - 107],100.13% [91.39% - 106.55%],182,103,240,11-02-2020
19,AR- LITTLE ROCK,88.52,275,255,298,85.09,92.11,275 [255 - 298],88.52% [85.09% - 92.11%],492,294,699,11-02-2020
21,AR- SPRINGDALE,96.46,97,92,107,91.26,104.41,97 [92 - 107],96.46% [91.26% - 104.41%],174,119,258,11-02-2020
22,AR- TEXARKANA,104.08,137,128,153,94.9,117.65,137 [128 - 153],104.08% [94.9% - 117.65%],236,146,369,11-02-2020
23,CA- ORANGE CO.,85.42,231,218,253,83.69,88.08,231 [218 - 253],85.42% [83.69% - 88.08%],415,282,618,11-02-2020
25,CA- BAKERSFIELD,82.82,56,53,60,82.21,83.84,56 [53 - 60],82.82% [82.21% - 83.84%],102,80,139,11-02-2020
31,CA- CHICO,87.81,32,29,35,83.91,92.5,32 [29 - 35],87.81% [83.91% - 92.5%],50,25,80,11-02-2020
33,CA- CONTRA COSTA CO.,85.44,58,54,66,83.59,89.29,58 [54 - 66],85.44% [83.59% - 89.29%],109,72,186,11-02-2020
43,CA- FRESNO,93.97,181,169,203,89.02,103.22,181 [169 - 203],93.97% [89.02% - 103.22%],319,206,530,11-02-2020
56,CA- LOS ANGELES,89.11,1289,1214,1405,86.25,93.09,1289 [1214 - 1405],89.11% [86.25% - 93.09%],2259,1550,3247,11-02-2020
58,CA- MODESTO,85.53,51,47,57,83.72,87.85,51 [47 - 57],85.53% [83.72% - 87.85%],95,64,135,11-02-2020
62,CA- NAPA,81.37,7,7,7,81.37,82.75,7 [7 - 7],81.37% [81.37% - 82.75%],8,8,16,11-02-2020
65,CA- ALAMEDA CO.,85.06,99,93,111,83.08,88.23,99 [93 - 111],85.06% [83.08% - 88.23%],171,104,278,11-02-2020
69,CA- PALM SPR/RANCHO MIR.,87.03,42,40,46,84.84,90.16,42 [40 - 46],87.03% [84.84% - 90.16%],74,51,107,11-02-2020
73,CA- REDDING,85.36,35,31,47,82.31,94.97,35 [31 - 47],85.36% [82.31% - 94.97%],58,25,162,11-02-2020
77,CA- SACRAMENTO,88.15,222,208,248,85.29,92.94,222 [208 - 248],88.15% [85.29% - 92.94%],390,253,619,11-02-2020
78,CA- SALINAS,84.67,21,19,21,83.66,85.8,21 [19 - 21],84.67% [83.66% - 85.8%],37,29,46,11-02-2020
79,CA- SAN BERNARDINO,94.46,473,446,513,89.91,100.74,473 [446 - 513],94.46% [89.91% - 100.74%],836,573,1199,11-02-2020
80,CA- SAN DIEGO,88.5,333,313,363,85.59,92.7,333 [313 - 363],88.5% [85.59% - 92.7%],598,393,893,11-02-2020
81,CA- SAN FRANCISCO,81.62,42,39,49,81.1,82.5,42 [39 - 49],81.62% [81.1% - 82.5%],82,56,127,11-02-2020
82,CA- SAN JOSE,87.77,133,125,149,85.16,92.56,133 [125 - 149],87.77% [85.16% - 92.56%],235,156,380,11-02-2020
83,CA- SAN LUIS OBISPO,83.73,7,7,7,82.19,83.73,7 [7 - 7],83.73% [82.19% - 83.73%],17,10,17,11-02-2020
85,CA- SAN MATEO CO.,82.34,35,33,38,81.41,83.52,35 [33 - 38],82.34% [81.41% - 83.52%],63,38,95,11-02-2020
86,CA- SANTA BARBARA,83.93,21,19,23,82.48,85.18,21 [19 - 23],83.93% [82.48% - 85.18%],38,24,50,11-02-2020
87,CA- SANTA CRUZ,83.06,7,7,8,83.06,85.57,7 [7 - 8],83.06% [83.06% - 85.57%],11,11,20,11-02-2020
89,CA- SANTA ROSA,83.17,28,27,30,82.47,83.92,28 [27 - 30],83.17% [82.47% - 83.92%],59,46,73,11-02-2020
91,CA- STOCKTON,88.28,50,47,55,85.64,93.26,50 [47 - 55],88.28% [85.64% - 93.26%],88,60,141,11-02-2020
96,CA- VENTURA,84.13,35,33,38,82.73,86.17,35 [33 - 38],84.13% [82.73% - 86.17%],65,43,97,11-02-2020
101,CO- BOULDER,128.63,135,125,159,108.84,170.95,135 [125 - 159],128.63% [108.84% - 170.95%],231,137,432,11-02-2020
102,CO- COLORADO SPRINGS,167.44,555,511,620,132.37,218.26,555 [511 - 620],167.44% [132.37% - 218.26%],905,542,1431,11-02-2020
