HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,83.71,311,303,322,83.15,84.25,311 [303 - 322],83.71% [83.15% - 84.25%],313,266,359,10-06-2020
2,AL- DOTHAN,87.45,95,92,99,85.87,88.21,95 [92 - 99],87.45% [85.87% - 88.21%],98,78,109,10-06-2020
5,AL- HUNTSVILLE,83.86,69,69,71,83.46,84.26,69 [69 - 71],83.86% [83.46% - 84.26%],72,65,80,10-06-2020
6,AL- MOBILE,85.0,138,134,143,84.27,85.67,138 [134 - 143],85.0% [84.27% - 85.67%],142,122,162,10-06-2020
7,AL- MONTGOMERY,82.56,37,37,39,82.33,83.1,37 [37 - 39],82.56% [82.33% - 83.1%],39,36,48,10-06-2020
9,AL- TUSCALOOSA,89.7,95,92,102,87.72,92.32,95 [92 - 102],89.7% [87.72% - 92.32%],96,77,123,10-06-2020
11,AZ- MESA,83.11,58,57,60,82.63,83.38,58 [57 - 60],83.11% [82.63% - 83.38%],61,52,67,10-06-2020
12,AZ- PHOENIX,82.5,186,180,193,82.02,82.8,186 [180 - 193],82.5% [82.02% - 82.8%],189,153,212,10-06-2020
14,AZ- SUN CITY,81.27,7,7,7,80.99,81.36,7 [7 - 7],81.27% [80.99% - 81.36%],10,8,11,10-06-2020
15,AZ- TUCSON,82.27,54,52,57,81.86,82.61,54 [52 - 57],82.27% [81.86% - 82.61%],57,47,66,10-06-2020
16,AR- FORT SMITH,84.55,56,55,58,83.98,85.07,56 [55 - 58],84.55% [83.98% - 85.07%],58,51,65,10-06-2020
18,AR- JONESBORO,85.54,49,49,50,85.09,85.97,49 [49 - 50],85.54% [85.09% - 85.97%],50,46,54,10-06-2020
19,AR- LITTLE ROCK,83.29,186,182,195,83.03,83.93,186 [182 - 195],83.29% [83.03% - 83.93%],189,175,227,10-06-2020
21,AR- SPRINGDALE,86.56,68,66,69,85.49,87.19,68 [66 - 69],86.56% [85.49% - 87.19%],69,58,76,10-06-2020
22,AR- TEXARKANA,82.51,21,21,22,81.73,82.65,21 [21 - 22],82.51% [81.73% - 82.65%],24,17,26,10-06-2020
23,CA- ORANGE CO.,81.67,127,125,131,81.45,81.91,127 [125 - 131],81.67% [81.45% - 81.91%],127,111,146,10-06-2020
25,CA- BAKERSFIELD,81.7,57,56,59,81.52,81.94,57 [56 - 59],81.7% [81.52% - 81.94%],61,55,70,10-06-2020
31,CA- CHICO,81.66,7,7,8,81.41,81.88,7 [7 - 8],81.66% [81.41% - 81.88%],10,9,12,10-06-2020
33,CA- CONTRA COSTA CO.,82.5,49,48,50,82.2,82.85,49 [48 - 50],82.5% [82.2% - 82.85%],50,44,57,10-06-2020
43,CA- FRESNO,83.48,76,75,79,83.02,83.94,76 [75 - 79],83.48% [83.02% - 83.94%],79,69,90,10-06-2020
56,CA- LOS ANGELES,82.38,585,570,605,82.03,82.76,585 [570 - 605],82.38% [82.03% - 82.76%],589,504,685,10-06-2020
58,CA- MODESTO,81.69,25,24,27,81.45,81.86,25 [24 - 27],81.69% [81.45% - 81.86%],29,25,32,10-06-2020
62,CA- NAPA,82.74,14,14,14,82.06,82.58,14 [14 - 14],82.74% [82.06% - 82.58%],15,12,15,10-06-2020
65,CA- ALAMEDA CO.,81.24,36,36,38,81.07,81.42,36 [36 - 38],81.24% [81.07% - 81.42%],41,36,48,10-06-2020
69,CA- PALM SPR/RANCHO MIR.,82.11,21,21,21,81.8,82.28,21 [21 - 21],82.11% [81.8% - 82.28%],22,19,24,10-06-2020
73,CA- REDDING,82.94,28,28,29,82.5,83.33,28 [28 - 29],82.94% [82.5% - 83.33%],31,27,36,10-06-2020
77,CA- SACRAMENTO,81.73,80,78,82,81.46,81.99,80 [78 - 82],81.73% [81.46% - 81.99%],82,70,95,10-06-2020
78,CA- SALINAS,83.89,26,26,27,83.4,84.16,26 [26 - 27],83.89% [83.4% - 84.16%],30,27,33,10-06-2020
79,CA- SAN BERNARDINO,83.97,224,219,230,83.51,84.41,224 [219 - 230],83.97% [83.51% - 84.41%],229,203,255,10-06-2020
80,CA- SAN DIEGO,82.76,190,184,197,82.18,83.3,190 [184 - 197],82.76% [82.18% - 83.3%],193,153,232,10-06-2020
81,CA- SAN FRANCISCO,80.97,49,48,50,80.85,81.12,49 [48 - 50],80.97% [80.85% - 81.12%],49,43,57,10-06-2020
82,CA- SAN JOSE,81.49,42,41,45,81.19,81.98,42 [41 - 45],81.49% [81.19% - 81.98%],45,36,60,10-06-2020
83,CA- SAN LUIS OBISPO,82.32,7,7,8,82.19,83.29,7 [7 - 8],82.32% [82.19% - 83.29%],10,10,15,10-06-2020
85,CA- SAN MATEO CO.,81.08,25,25,26,80.96,81.19,25 [25 - 26],81.08% [80.96% - 81.19%],29,26,32,10-06-2020
86,CA- SANTA BARBARA,81.84,14,14,14,81.55,81.86,14 [14 - 14],81.84% [81.55% - 81.86%],17,15,18,10-06-2020
87,CA- SANTA CRUZ,83.48,7,7,7,83.34,83.34,7 [7 - 7],83.48% [83.34% - 83.34%],12,12,12,10-06-2020
89,CA- SANTA ROSA,81.83,28,28,29,81.61,82.1,28 [28 - 29],81.83% [81.61% - 82.1%],34,30,39,10-06-2020
91,CA- STOCKTON,81.55,11,11,12,81.32,81.79,11 [11 - 12],81.55% [81.32% - 81.79%],16,14,19,10-06-2020
96,CA- VENTURA,82.16,32,32,33,81.91,82.35,32 [32 - 33],82.16% [81.91% - 82.35%],33,30,37,10-06-2020
101,CO- BOULDER,86.51,28,28,30,85.26,88.21,28 [28 - 30],86.51% [85.26% - 88.21%],30,25,39,10-06-2020
102,CO- COLORADO SPRINGS,82.76,27,27,28,82.42,82.8,27 [27 - 28],82.76% [82.42% - 82.8%],28,25,29,10-06-2020
103,CO- DENVER,87.27,345,334,357,86.22,88.23,345 [334 - 357],87.27% [86.22% - 88.23%],347,297,393,10-06-2020
104,CO- FORT COLLINS,86.36,37,36,38,85.32,87.36,37 [36 - 38],86.36% [85.32% - 87.36%],40,34,47,10-06-2020
105,CO- GRAND JUNCTION,81.85,14,14,15,81.77,81.89,14 [14 - 15],81.85% [81.77% - 81.89%],14,14,15,10-06-2020
106,CO- GREELEY,84.86,35,35,36,83.86,85.41,35 [35 - 36],84.86% [83.86% - 85.41%],37,30,42,10-06-2020
107,CO- PUEBLO,81.84,14,14,14,80.88,81.75,14 [14 - 14],81.84% [80.88% - 81.75%],14,7,14,10-06-2020
109,CT- BRIDGEPORT,83.32,54,53,55,82.89,83.48,54 [53 - 55],83.32% [82.89% - 83.48%],56,49,59,10-06-2020
110,CT- HARTFORD,85.61,179,172,183,84.7,86.14,179 [172 - 183],85.61% [84.7% - 86.14%],182,153,200,10-06-2020
111,CT- NEW HAVEN,84.0,149,146,156,83.32,84.52,149 [146 - 156],84.0% [83.32% - 84.52%],153,128,174,10-06-2020
112,DE- WILMINGTON,85.52,102,99,105,84.83,86.23,102 [99 - 105],85.52% [84.83% - 86.23%],102,90,116,10-06-2020
113,DC- WASHINGTON,83.09,166,163,171,82.79,83.61,166 [163 - 171],83.09% [82.79% - 83.61%],169,153,198,10-06-2020
115,FL- BRADENTON,82.1,14,14,14,81.83,82.54,14 [14 - 14],82.1% [81.83% - 82.54%],14,13,18,10-06-2020
116,FL- CLEARWATER,80.99,14,14,14,80.79,81.22,14 [14 - 14],80.99% [80.79% - 81.22%],16,13,20,10-06-2020
118,FL- FORT LAUDERDALE,81.08,89,88,92,80.93,81.29,89 [88 - 92],81.08% [80.93% - 81.29%],93,81,112,10-06-2020
119,FL- FORT MYERS,81.15,39,39,40,80.91,81.23,39 [39 - 40],81.15% [80.91% - 81.23%],44,35,47,10-06-2020
120,FL- GAINESVILLE,82.7,47,45,49,82.01,82.93,47 [45 - 49],82.7% [82.01% - 82.93%],49,37,54,10-06-2020
122,FL- HUDSON,81.27,14,14,14,80.96,81.52,14 [14 - 14],81.27% [80.96% - 81.52%],15,12,19,10-06-2020
123,FL- JACKSONVILLE,81.99,93,92,97,81.79,82.3,93 [92 - 97],81.99% [81.79% - 82.3%],97,88,113,10-06-2020
124,FL- LAKELAND,81.97,19,19,20,81.69,82.25,19 [19 - 20],81.97% [81.69% - 82.25%],21,18,24,10-06-2020
127,FL- MIAMI,81.57,166,160,173,81.21,81.82,166 [160 - 173],81.57% [81.21% - 81.82%],169,130,196,10-06-2020
129,FL- OCALA,81.77,21,21,22,81.61,82.12,21 [21 - 22],81.77% [81.61% - 82.12%],24,22,29,10-06-2020
130,FL- ORLANDO,81.78,180,176,184,81.56,81.99,180 [176 - 184],81.78% [81.56% - 81.99%],184,162,206,10-06-2020
131,FL- ORMOND BEACH,80.83,7,7,8,80.73,80.85,7 [7 - 8],80.83% [80.73% - 80.85%],13,12,14,10-06-2020
133,FL- PANAMA CITY,81.24,7,7,8,81.2,81.81,7 [7 - 8],81.24% [81.2% - 81.81%],8,8,12,10-06-2020
134,FL- PENSACOLA,82.47,56,54,57,81.96,82.64,56 [54 - 57],82.47% [81.96% - 82.64%],58,46,62,10-06-2020
137,FL- SARASOTA,80.93,7,7,8,80.83,81.18,7 [7 - 8],80.93% [80.83% - 81.18%],13,12,17,10-06-2020
