HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,82.84,235,224,255,81.87,84.2,235 [224 - 255],82.84% [81.87% - 84.2%],239,158,355,10-06-2020
2,AL- DOTHAN,86.03,74,70,80,83.46,88.66,74 [70 - 80],86.03% [83.46% - 88.66%],80,46,115,10-06-2020
5,AL- HUNTSVILLE,83.05,56,53,59,81.81,84.15,56 [53 - 59],83.05% [81.81% - 84.15%],57,34,78,10-06-2020
6,AL- MOBILE,87.15,203,193,228,84.83,92.01,203 [193 - 228],87.15% [84.83% - 92.01%],204,138,343,10-06-2020
7,AL- MONTGOMERY,81.67,24,23,27,80.97,82.78,24 [23 - 27],81.67% [80.97% - 82.78%],25,15,43,10-06-2020
9,AL- TUSCALOOSA,91.13,109,102,125,85.51,100.64,109 [102 - 125],91.13% [85.51% - 100.64%],111,55,206,10-06-2020
11,AZ- MESA,82.17,40,39,43,81.67,82.98,40 [39 - 43],82.17% [81.67% - 82.98%],42,33,59,10-06-2020
12,AZ- PHOENIX,82.16,160,154,173,81.57,83.1,160 [154 - 173],82.16% [81.57% - 83.1%],163,119,235,10-06-2020
14,AZ- SUN CITY,80.9,5,5,6,80.62,81.11,5 [5 - 6],80.9% [80.62% - 81.11%],7,5,9,10-06-2020
15,AZ- TUCSON,81.42,31,29,36,80.71,82.58,31 [29 - 36],81.42% [80.71% - 82.58%],35,18,65,10-06-2020
16,AR- FORT SMITH,84.57,56,54,61,83.04,86.87,56 [54 - 61],84.57% [83.04% - 86.87%],58,39,88,10-06-2020
18,AR- JONESBORO,85.9,49,46,51,83.98,86.86,49 [46 - 51],85.9% [83.98% - 86.86%],53,36,62,10-06-2020
19,AR- LITTLE ROCK,83.55,201,188,218,82.18,85.3,201 [188 - 218],83.55% [82.18% - 85.3%],205,126,306,10-06-2020
21,AR- SPRINGDALE,85.55,56,54,59,83.97,87.38,56 [54 - 59],85.55% [83.97% - 87.38%],58,42,78,10-06-2020
22,AR- TEXARKANA,82.82,21,21,25,81.73,84.59,21 [21 - 25],82.82% [81.73% - 84.59%],27,17,45,10-06-2020
23,CA- ORANGE CO.,81.4,103,99,111,80.99,82.04,103 [99 - 111],81.4% [80.99% - 82.04%],107,76,156,10-06-2020
25,CA- BAKERSFIELD,81.19,38,37,41,80.8,81.63,38 [37 - 41],81.19% [80.8% - 81.63%],42,29,59,10-06-2020
31,CA- CHICO,81.66,7,7,8,80.78,82.34,7 [7 - 8],81.66% [80.78% - 82.34%],10,5,15,10-06-2020
33,CA- CONTRA COSTA CO.,82.12,37,36,40,81.5,82.85,37 [36 - 40],82.12% [81.5% - 82.85%],42,30,57,10-06-2020
43,CA- FRESNO,82.35,52,50,57,81.66,83.55,52 [50 - 57],82.35% [81.66% - 83.55%],53,38,81,10-06-2020
56,CA- LOS ANGELES,82.17,533,509,571,81.52,83.14,533 [509 - 571],82.17% [81.52% - 83.14%],537,378,780,10-06-2020
58,CA- MODESTO,80.8,7,7,9,80.7,81.22,7 [7 - 9],80.8% [80.7% - 81.22%],13,12,21,10-06-2020
62,CA- NAPA,81.77,7,7,8,81.72,83.44,7 [7 - 8],81.77% [81.72% - 83.44%],10,10,20,10-06-2020
65,CA- ALAMEDA CO.,80.9,29,28,30,80.62,81.21,29 [28 - 30],80.9% [80.62% - 81.21%],30,21,41,10-06-2020
69,CA- PALM SPR/RANCHO MIR.,81.97,14,14,16,81.33,82.75,14 [14 - 16],81.97% [81.33% - 82.75%],20,14,29,10-06-2020
