region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,86.99,431,411,453,85.52,88.36,431 [411 - 453],86.99% [85.52% - 88.36%],590,466,706,02-09-2021,projected
2,AL- DOTHAN,86.78,67,62,71,85.42,88.28,67 [62 - 71],86.78% [85.42% - 88.28%],90,72,110,02-09-2021,projected
5,AL- HUNTSVILLE,89.26,132,126,137,87.55,91.49,132 [126 - 137],89.26% [87.55% - 91.49%],174,142,216,02-09-2021,projected
6,AL- MOBILE,87.21,151,144,159,85.67,88.65,151 [144 - 159],87.21% [85.67% - 88.65%],206,162,247,02-09-2021,projected
7,AL- MONTGOMERY,89.57,118,109,121,87.83,91.25,118 [109 - 121],89.57% [87.83% - 91.25%],148,121,174,02-09-2021,projected
9,AL- TUSCALOOSA,88.52,61,57,65,86.91,90.62,61 [57 - 65],88.52% [86.91% - 90.62%],85,69,106,02-09-2021,projected
11,AZ- MESA,93.69,182,174,190,90.71,96.72,182 [174 - 190],93.69% [90.71% - 96.72%],271,212,331,02-09-2021,projected
12,AZ- PHOENIX,88.29,415,397,435,86.48,90.15,415 [397 - 435],88.29% [86.48% - 90.15%],628,491,769,02-09-2021,projected
14,AZ- SUN CITY,85.68,31,29,33,84.44,86.91,31 [29 - 33],85.68% [84.44% - 86.91%],46,36,56,02-09-2021,projected
15,AZ- TUCSON,87.09,116,110,122,85.63,88.64,116 [110 - 122],87.09% [85.63% - 88.64%],179,142,218,02-09-2021,projected
16,AR- FORT SMITH,86.48,63,61,67,85.39,88.2,63 [61 - 67],86.48% [85.39% - 88.2%],83,69,105,02-09-2021,projected
18,AR- JONESBORO,84.98,35,33,37,83.98,86.31,35 [33 - 37],84.98% [83.98% - 86.31%],45,36,57,02-09-2021,projected
19,AR- LITTLE ROCK,87.64,350,335,371,86.06,89.72,350 [335 - 371],87.64% [86.06% - 89.72%],441,350,561,02-09-2021,projected
21,AR- SPRINGDALE,90.22,81,77,85,88.14,92.68,81 [77 - 85],90.22% [88.14% - 92.68%],108,86,134,02-09-2021,projected
22,AR- TEXARKANA,88.37,70,66,76,86.53,91.43,70 [66 - 76],88.37% [86.53% - 91.43%],82,64,112,02-09-2021,projected
23,CA- ORANGE CO.,82.99,136,130,142,82.38,83.63,136 [130 - 142],82.99% [82.38% - 83.63%],229,182,278,02-09-2021,projected
25,CA- BAKERSFIELD,84.2,99,95,104,83.4,85.06,99 [95 - 104],84.2% [83.4% - 85.06%],152,123,183,02-09-2021,projected
31,CA- CHICO,82.66,14,13,15,82.03,84.06,14 [13 - 15],82.66% [82.03% - 84.06%],17,13,26,02-09-2021,projected
33,CA- CONTRA COSTA CO.,83.84,52,49,54,83.15,84.59,52 [49 - 54],83.84% [83.15% - 84.59%],77,63,92,02-09-2021,projected
43,CA- FRESNO,86.48,101,96,106,85.3,87.8,101 [96 - 106],86.48% [85.3% - 87.8%],148,121,178,02-09-2021,projected
56,CA- LOS ANGELES,83.81,554,530,579,83.04,84.6,554 [530 - 579],83.81% [83.04% - 84.6%],945,753,1141,02-09-2021,projected
58,CA- MODESTO,87.8,95,91,100,86.34,89.31,95 [91 - 100],87.8% [86.34% - 89.31%],134,109,160,02-09-2021,projected
62,CA- NAPA,84.12,21,20,22,83.61,85.15,21 [20 - 22],84.12% [83.61% - 85.15%],24,21,30,02-09-2021,projected
65,CA- ALAMEDA CO.,82.4,50,47,53,81.83,82.93,50 [47 - 53],82.4% [81.83% - 82.93%],81,62,99,02-09-2021,projected
69,CA- PALM SPR/RANCHO MIR.,83.13,19,18,20,82.47,83.8,19 [18 - 20],83.13% [82.47% - 83.8%],33,26,40,02-09-2021,projected
73,CA- REDDING,81.76,14,13,15,81.48,82.22,14 [13 - 15],81.76% [81.48% - 82.22%],19,16,24,02-09-2021,projected
77,CA- SACRAMENTO,82.53,75,70,79,81.96,83.22,75 [70 - 79],82.53% [81.96% - 83.22%],121,94,154,02-09-2021,projected
78,CA- SALINAS,85.55,29,27,31,84.29,86.81,29 [27 - 31],85.55% [84.29% - 86.81%],44,34,54,02-09-2021,projected
79,CA- SAN BERNARDINO,83.98,128,122,136,83.04,85.02,128 [122 - 136],83.98% [83.04% - 85.02%],230,176,290,02-09-2021,projected
80,CA- SAN DIEGO,85.72,263,252,274,84.62,86.88,263 [252 - 274],85.72% [84.62% - 86.88%],402,325,484,02-09-2021,projected
81,CA- SAN FRANCISCO,81.4,48,45,50,81.14,81.7,48 [45 - 50],81.4% [81.14% - 81.7%],71,58,86,02-09-2021,projected
82,CA- SAN JOSE,83.14,58,55,61,82.58,83.73,58 [55 - 61],83.14% [82.58% - 83.73%],95,78,113,02-09-2021,projected
83,CA- SAN LUIS OBISPO,87.02,22,21,23,85.7,88.33,22 [21 - 23],87.02% [85.7% - 88.33%],32,26,38,02-09-2021,projected
85,CA- SAN MATEO CO.,81.97,33,31,35,81.56,82.37,33 [31 - 35],81.97% [81.56% - 82.37%],53,42,64,02-09-2021,projected
86,CA- SANTA BARBARA,86.0,38,36,40,84.66,87.14,38 [36 - 40],86.0% [84.66% - 87.14%],58,45,69,02-09-2021,projected
87,CA- SANTA CRUZ,87.52,18,17,20,86.13,88.91,18 [17 - 20],87.52% [86.13% - 88.91%],27,22,32,02-09-2021,projected
89,CA- SANTA ROSA,81.5,19,18,20,81.18,81.83,19 [18 - 20],81.5% [81.18% - 81.83%],28,22,34,02-09-2021,projected
91,CA- STOCKTON,85.46,38,36,40,84.33,86.59,38 [36 - 40],85.46% [84.33% - 86.59%],58,46,70,02-09-2021,projected
96,CA- VENTURA,88.33,83,79,87,86.55,90.04,83 [79 - 87],88.33% [86.55% - 90.04%],131,103,158,02-09-2021,projected
101,CO- BOULDER,84.84,14,14,15,84.0,86.11,14 [14 - 15],84.84% [84.0% - 86.11%],23,19,29,02-09-2021,projected
102,CO- COLORADO SPRINGS,87.54,60,57,66,85.51,90.34,60 [57 - 66],87.54% [85.51% - 90.34%],78,57,107,02-09-2021,projected
103,CO- DENVER,86.36,231,221,244,85.02,88.02,231 [221 - 244],86.36% [85.02% - 88.02%],304,240,383,02-09-2021,projected
104,CO- FORT COLLINS,84.85,21,20,23,83.29,86.26,21 [20 - 23],84.85% [83.29% - 86.26%],31,21,40,02-09-2021,projected
105,CO- GRAND JUNCTION,86.82,38,36,40,85.3,88.46,38 [36 - 40],86.82% [85.3% - 88.46%],54,42,67,02-09-2021,projected
106,CO- GREELEY,83.86,21,20,23,83.22,85.02,21 [20 - 23],83.86% [83.22% - 85.02%],30,25,39,02-09-2021,projected
107,CO- PUEBLO,80.63,7,7,7,80.63,81.13,7 [7 - 7],80.63% [80.63% - 81.13%],5,5,9,02-09-2021,projected
109,CT- BRIDGEPORT,84.9,58,55,60,83.95,85.9,58 [55 - 60],84.9% [83.95% - 85.9%],83,67,100,02-09-2021,projected
110,CT- HARTFORD,84.94,106,100,111,83.93,85.99,106 [100 - 111],84.94% [83.93% - 85.99%],161,128,195,02-09-2021,projected
111,CT- NEW HAVEN,84.44,112,107,117,83.5,85.32,112 [107 - 117],84.44% [83.5% - 85.32%],171,135,205,02-09-2021,projected
112,DE- WILMINGTON,84.3,48,45,52,83.28,85.16,48 [45 - 52],84.3% [83.28% - 85.16%],80,61,96,02-09-2021,projected
113,DC- WASHINGTON,86.98,283,270,295,85.61,88.44,283 [270 - 295],86.98% [85.61% - 88.44%],383,308,463,02-09-2021,projected
115,FL- BRADENTON,86.49,31,30,33,84.94,88.18,31 [30 - 33],86.49% [84.94% - 88.18%],46,35,58,02-09-2021,projected
116,FL- CLEARWATER,85.07,61,58,64,84.09,86.11,61 [58 - 64],85.07% [84.09% - 86.11%],83,67,100,02-09-2021,projected
118,FL- FORT LAUDERDALE,87.08,458,439,479,85.6,88.52,458 [439 - 479],87.08% [85.6% - 88.52%],616,487,741,02-09-2021,projected
119,FL- FORT MYERS,84.55,122,116,128,83.58,85.51,122 [116 - 128],84.55% [83.58% - 85.51%],174,137,211,02-09-2021,projected
120,FL- GAINESVILLE,85.7,72,66,78,84.07,86.41,72 [66 - 78],85.7% [84.07% - 86.41%],105,75,118,02-09-2021,projected
122,FL- HUDSON,84.87,43,41,45,83.83,85.83,43 [41 - 45],84.87% [83.83% - 85.83%],61,48,73,02-09-2021,projected
