region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,81.52,862,810,974,80.9,82.78,862 [810 - 974],81.52% [80.9% - 82.78%],128,76,235,01-26-2021
2,AL- DOTHAN,81.66,154,145,172,81.13,82.79,154 [145 - 172],81.66% [81.13% - 82.79%],22,15,37,01-26-2021
5,AL- HUNTSVILLE,80.9,117,110,127,80.59,81.44,117 [110 - 127],80.9% [80.59% - 81.44%],17,11,27,01-26-2021
6,AL- MOBILE,82.35,454,425,506,81.33,84.17,454 [425 - 506],82.35% [81.33% - 84.17%],67,38,119,01-26-2021
7,AL- MONTGOMERY,85.43,558,523,634,83.17,90.28,558 [523 - 634],85.43% [83.17% - 90.28%],84,49,159,01-26-2021
9,AL- TUSCALOOSA,81.8,123,115,143,81.0,83.31,123 [115 - 143],81.8% [81.0% - 83.31%],18,10,33,01-26-2021
11,AZ- MESA,83.13,416,387,481,81.72,85.81,416 [387 - 481],83.13% [81.72% - 85.81%],62,34,115,01-26-2021
12,AZ- PHOENIX,81.65,832,776,942,80.92,82.9,832 [776 - 942],81.65% [80.92% - 82.9%],125,70,220,01-26-2021
14,AZ- SUN CITY,80.74,37,34,41,80.37,81.11,37 [34 - 41],80.74% [80.37% - 81.11%],6,3,9,01-26-2021
15,AZ- TUCSON,84.83,850,787,1006,82.46,90.38,850 [787 - 1006],84.83% [82.46% - 90.38%],122,62,262,01-26-2021
16,AR- FORT SMITH,81.41,123,114,132,80.78,82.11,123 [114 - 132],81.41% [80.78% - 82.11%],18,10,27,01-26-2021
18,AR- JONESBORO,80.66,39,36,44,80.55,81.22,39 [36 - 44],80.66% [80.55% - 81.22%],6,5,11,01-26-2021
19,AR- LITTLE ROCK,81.04,414,389,457,80.68,81.66,414 [389 - 457],81.04% [80.68% - 81.66%],60,39,96,01-26-2021
21,AR- SPRINGDALE,83.31,245,231,273,82.08,85.39,245 [231 - 273],83.31% [82.08% - 85.39%],35,22,57,01-26-2021
22,AR- TEXARKANA,81.53,103,97,114,80.92,82.45,103 [97 - 114],81.53% [80.92% - 82.45%],15,9,24,01-26-2021
23,CA- ORANGE CO.,81.37,706,667,761,80.88,82.03,706 [667 - 761],81.37% [80.88% - 82.03%],105,67,155,01-26-2021
25,CA- BAKERSFIELD,81.13,278,263,299,80.72,81.69,278 [263 - 299],81.13% [80.72% - 81.69%],41,26,61,01-26-2021
31,CA- CHICO,80.78,32,30,35,80.47,81.09,32 [30 - 35],80.78% [80.47% - 81.09%],5,3,7,01-26-2021
33,CA- CONTRA COSTA CO.,80.75,102,95,111,80.45,81.15,102 [95 - 111],80.75% [80.45% - 81.15%],15,9,23,01-26-2021
43,CA- FRESNO,81.4,208,195,223,80.88,82.01,208 [195 - 223],81.4% [80.88% - 82.01%],32,20,46,01-26-2021
56,CA- LOS ANGELES,82.04,3419,3209,3639,81.2,82.93,3419 [3209 - 3639],82.04% [81.2% - 82.93%],507,297,726,01-26-2021
58,CA- MODESTO,80.87,94,87,102,80.52,81.28,94 [87 - 102],80.87% [80.52% - 81.28%],15,9,22,01-26-2021
62,CA- NAPA,81.03,41,38,46,80.52,81.72,41 [38 - 46],81.03% [80.52% - 81.72%],6,3,10,01-26-2021
65,CA- ALAMEDA CO.,80.36,75,68,83,80.15,80.59,75 [68 - 83],80.36% [80.15% - 80.59%],12,5,20,01-26-2021
69,CA- PALM SPR/RANCHO MIR.,81.99,139,132,147,81.33,82.75,139 [132 - 147],81.99% [81.33% - 82.75%],21,14,29,01-26-2021
73,CA- REDDING,80.37,28,26,32,80.18,80.65,28 [26 - 32],80.37% [80.18% - 80.65%],4,2,7,01-26-2021
77,CA- SACRAMENTO,80.67,218,204,239,80.4,81.07,218 [204 - 239],80.67% [80.4% - 81.07%],32,19,51,01-26-2021
78,CA- SALINAS,80.76,36,33,39,80.38,81.01,36 [33 - 39],80.76% [80.38% - 81.01%],6,3,8,01-26-2021
79,CA- SAN BERNARDINO,82.08,783,741,830,81.35,82.89,783 [741 - 830],82.08% [81.35% - 82.89%],120,78,167,01-26-2021
80,CA- SAN DIEGO,81.71,800,756,854,81.09,82.45,800 [756 - 854],81.71% [81.09% - 82.45%],120,77,172,01-26-2021
81,CA- SAN FRANCISCO,80.32,105,98,114,80.18,80.45,105 [98 - 114],80.32% [80.18% - 80.45%],16,9,23,01-26-2021
82,CA- SAN JOSE,81.49,314,295,342,80.89,82.21,314 [295 - 342],81.49% [80.89% - 82.21%],45,27,67,01-26-2021
83,CA- SAN LUIS OBISPO,81.1,34,31,37,80.66,81.54,34 [31 - 37],81.1% [80.66% - 81.54%],5,3,7,01-26-2021
85,CA- SAN MATEO CO.,80.59,107,100,116,80.33,80.85,107 [100 - 116],80.59% [80.33% - 80.85%],16,9,23,01-26-2021
86,CA- SANTA BARBARA,83.0,203,192,219,81.86,84.45,203 [192 - 219],83.0% [81.86% - 84.45%],29,18,43,01-26-2021
87,CA- SANTA CRUZ,84.46,108,101,119,82.51,87.24,108 [101 - 119],84.46% [82.51% - 87.24%],16,9,26,01-26-2021
89,CA- SANTA ROSA,80.32,39,36,43,80.16,80.48,39 [36 - 43],80.32% [80.16% - 80.48%],6,3,9,01-26-2021
91,CA- STOCKTON,81.03,69,64,75,80.56,81.51,69 [64 - 75],81.03% [80.56% - 81.51%],11,6,16,01-26-2021
96,CA- VENTURA,87.12,778,735,817,84.39,89.6,778 [735 - 817],87.12% [84.39% - 89.6%],112,69,151,01-26-2021
101,CO- BOULDER,80.42,14,13,16,80.21,80.84,14 [13 - 16],80.42% [80.21% - 80.84%],2,1,4,01-26-2021
102,CO- COLORADO SPRINGS,81.06,77,72,90,80.58,82.13,77 [72 - 90],81.06% [80.58% - 82.13%],11,6,22,01-26-2021
103,CO- DENVER,80.92,301,280,343,80.48,81.67,301 [280 - 343],80.92% [80.48% - 81.67%],44,23,80,01-26-2021
104,CO- FORT COLLINS,80.47,21,19,22,80.31,80.63,21 [19 - 22],80.47% [80.31% - 80.63%],3,2,4,01-26-2021
105,CO- GRAND JUNCTION,82.02,110,102,120,81.26,83.16,110 [102 - 120],82.02% [81.26% - 83.16%],16,10,25,01-26-2021
106,CO- GREELEY,80.51,22,19,24,80.13,80.64,22 [19 - 24],80.51% [80.13% - 80.64%],4,1,5,01-26-2021
107,CO- PUEBLO,80.13,6,5,7,80.0,80.13,6 [5 - 7],80.13% [80.0% - 80.13%],1,0,1,01-26-2021
109,CT- BRIDGEPORT,80.59,64,59,69,80.35,80.83,64 [59 - 69],80.59% [80.35% - 80.83%],10,6,14,01-26-2021
110,CT- HARTFORD,81.2,258,242,278,80.74,81.75,258 [242 - 278],81.2% [80.74% - 81.75%],39,24,57,01-26-2021
