region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,84.2,351,332,378,82.88,85.68,351 [332 - 378],84.2% [82.88% - 85.68%],355,243,480,02-09-2021
2,AL- DOTHAN,84.14,48,45,52,82.41,85.2,48 [45 - 52],84.14% [82.41% - 85.2%],55,32,69,02-09-2021
5,AL- HUNTSVILLE,85.8,112,106,119,84.26,87.5,112 [106 - 119],85.8% [84.26% - 87.5%],109,80,141,02-09-2021
6,AL- MOBILE,84.34,128,121,136,83.15,85.81,128 [121 - 136],84.34% [83.15% - 85.81%],124,90,166,02-09-2021
7,AL- MONTGOMERY,86.21,100,91,105,83.3,87.5,100 [91 - 105],86.21% [83.3% - 87.5%],96,51,116,02-09-2021
9,AL- TUSCALOOSA,85.01,49,46,54,83.51,87.31,49 [46 - 54],85.01% [83.51% - 87.31%],50,35,73,02-09-2021
11,AZ- MESA,87.37,138,130,146,85.0,89.8,138 [130 - 146],87.37% [85.0% - 89.8%],146,99,194,02-09-2021
12,AZ- PHOENIX,84.4,313,295,334,83.01,85.93,313 [295 - 334],84.4% [83.01% - 85.93%],333,228,449,02-09-2021
14,AZ- SUN CITY,83.09,23,21,25,82.1,84.07,23 [21 - 25],83.09% [82.1% - 84.07%],25,17,33,02-09-2021
15,AZ- TUCSON,83.65,84,79,90,82.5,84.75,84 [79 - 90],83.65% [82.5% - 84.75%],92,63,120,02-09-2021
16,AR- FORT SMITH,84.06,61,57,65,83.36,86.32,61 [57 - 65],84.06% [83.36% - 86.32%],52,43,81,02-09-2021
18,AR- JONESBORO,83.21,28,27,32,81.99,84.76,28 [27 - 32],83.21% [81.99% - 84.76%],29,18,43,02-09-2021
19,AR- LITTLE ROCK,85.01,313,296,336,83.66,87.19,313 [296 - 336],85.01% [83.66% - 87.19%],289,211,415,02-09-2021
21,AR- SPRINGDALE,86.43,68,64,73,84.73,88.61,68 [64 - 73],86.43% [84.73% - 88.61%],68,50,91,02-09-2021
22,AR- TEXARKANA,86.22,70,66,76,83.98,89.59,70 [66 - 76],86.22% [83.98% - 89.59%],61,39,94,02-09-2021
23,CA- ORANGE CO.,81.4,92,87,98,80.97,81.8,92 [87 - 98],81.4% [80.97% - 81.8%],107,74,138,02-09-2021
25,CA- BAKERSFIELD,82.21,74,70,78,81.58,82.88,74 [70 - 78],82.21% [81.58% - 82.88%],80,57,104,02-09-2021
31,CA- CHICO,81.41,9,8,10,80.94,81.72,9 [8 - 10],81.41% [80.94% - 81.72%],9,6,11,02-09-2021
33,CA- CONTRA COSTA CO.,82.05,38,36,41,81.5,82.65,38 [36 - 41],82.05% [81.5% - 82.65%],41,30,53,02-09-2021
43,CA- FRESNO,83.55,76,72,81,82.58,84.64,76 [72 - 81],83.55% [82.58% - 84.64%],81,59,106,02-09-2021
56,CA- LOS ANGELES,81.76,374,353,395,81.22,82.28,374 [353 - 395],81.76% [81.22% - 82.28%],436,302,565,02-09-2021
58,CA- MODESTO,84.54,77,72,82,83.26,85.88,77 [72 - 82],84.54% [83.26% - 85.88%],78,56,101,02-09-2021
62,CA- NAPA,82.58,17,15,18,82.06,83.44,17 [15 - 18],82.58% [82.06% - 83.44%],15,12,20,02-09-2021
65,CA- ALAMEDA CO.,81.18,38,35,40,80.8,81.57,38 [35 - 40],81.18% [80.8% - 81.57%],40,27,53,02-09-2021
69,CA- PALM SPR/RANCHO MIR.,81.42,14,13,15,80.95,81.9,14 [13 - 15],81.42% [80.95% - 81.9%],15,10,20,02-09-2021
