region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,98.83,856,820,897,96.01,102.42,856 [820 - 897],98.83% [96.01% - 102.42%],1590,1352,1893,11-11-2020
2,AL- DOTHAN,90.02,59,56,63,89.34,91.9,59 [56 - 63],90.02% [89.34% - 91.9%],133,124,158,11-11-2020
5,AL- HUNTSVILLE,99.84,197,189,206,96.86,103.88,197 [189 - 206],99.84% [96.86% - 103.88%],373,317,449,11-11-2020
6,AL- MOBILE,86.93,72,68,78,86.27,87.98,72 [68 - 78],86.93% [86.27% - 87.98%],198,179,228,11-11-2020
7,AL- MONTGOMERY,91.13,80,77,85,90.28,91.58,80 [77 - 85],91.13% [90.28% - 91.58%],172,159,179,11-11-2020
9,AL- TUSCALOOSA,91.72,50,48,53,91.22,93.03,50 [48 - 53],91.72% [91.22% - 93.03%],117,112,130,11-11-2020
11,AZ- MESA,108.43,304,293,317,104.34,113.18,304 [293 - 317],108.43% [104.34% - 113.18%],563,482,657,11-11-2020
12,AZ- PHOENIX,99.25,789,759,824,96.51,102.48,789 [759 - 824],99.25% [96.51% - 102.48%],1458,1251,1703,11-11-2020
14,AZ- SUN CITY,91.85,52,50,54,90.25,93.83,52 [50 - 54],91.85% [90.25% - 93.83%],96,83,112,11-11-2020
15,AZ- TUCSON,103.14,344,330,366,99.14,108.37,344 [330 - 366],103.14% [99.14% - 108.37%],584,483,716,11-11-2020
16,AR- FORT SMITH,93.82,91,88,97,91.87,97.64,91 [88 - 97],93.82% [91.87% - 97.64%],177,152,226,11-11-2020
18,AR- JONESBORO,103.45,105,102,109,99.8,106.55,105 [102 - 109],103.45% [99.8% - 106.55%],212,179,240,11-11-2020
19,AR- LITTLE ROCK,90.45,306,295,326,88.75,93.25,306 [295 - 326],90.45% [88.75% - 93.25%],603,505,765,11-11-2020
21,AR- SPRINGDALE,109.14,160,153,168,103.56,114.34,160 [153 - 168],109.14% [103.56% - 114.34%],308,249,363,11-11-2020
22,AR- TEXARKANA,96.73,85,81,90,92.65,100.0,85 [81 - 90],96.73% [92.65% - 100.0%],164,124,196,11-11-2020
23,CA- ORANGE CO.,84.78,188,181,199,83.97,86.01,188 [181 - 199],84.78% [83.97% - 86.01%],366,304,460,11-11-2020
25,CA- BAKERSFIELD,85.14,91,88,96,84.34,86.25,91 [88 - 96],85.14% [84.34% - 86.25%],186,157,226,11-11-2020
31,CA- CHICO,86.25,22,21,23,85.94,87.19,22 [21 - 23],86.25% [85.94% - 87.19%],40,38,46,11-11-2020
33,CA- CONTRA COSTA CO.,88.09,88,84,92,86.74,89.79,88 [84 - 92],88.09% [86.74% - 89.79%],162,135,196,11-11-2020
43,CA- FRESNO,90.12,124,118,131,88.41,92.22,124 [118 - 131],90.12% [88.41% - 92.22%],231,192,279,11-11-2020
56,CA- LOS ANGELES,87.97,992,959,1026,86.93,89.08,992 [959 - 1026],87.97% [86.93% - 89.08%],1976,1719,2252,11-11-2020
58,CA- MODESTO,89.37,84,82,90,88.14,91.23,84 [82 - 90],89.37% [88.14% - 91.23%],161,140,193,11-11-2020
62,CA- NAPA,87.39,24,22,26,86.01,89.28,24 [22 - 26],87.39% [86.01% - 89.28%],43,35,54,11-11-2020
65,CA- ALAMEDA CO.,83.67,63,61,66,83.14,84.32,63 [61 - 66],83.67% [83.14% - 84.32%],124,106,146,11-11-2020
69,CA- PALM SPR/RANCHO MIR.,86.74,35,34,37,85.89,87.69,35 [34 - 37],86.74% [85.89% - 87.69%],71,62,81,11-11-2020
73,CA- REDDING,90.63,66,62,73,87.86,94.88,66 [62 - 73],90.63% [87.86% - 94.88%],115,85,161,11-11-2020
77,CA- SACRAMENTO,90.03,249,239,262,88.15,92.29,249 [239 - 262],90.03% [88.15% - 92.29%],480,390,588,11-11-2020
78,CA- SALINAS,89.46,35,34,37,88.32,90.47,35 [34 - 37],89.46% [88.32% - 90.47%],75,66,83,11-11-2020
79,CA- SAN BERNARDINO,93.59,401,388,417,91.69,95.67,401 [388 - 417],93.59% [91.69% - 95.67%],786,676,906,11-11-2020
80,CA- SAN DIEGO,88.83,318,307,332,87.52,90.27,318 [307 - 332],88.83% [87.52% - 90.27%],621,529,722,11-11-2020
81,CA- SAN FRANCISCO,83.09,83,79,89,82.56,84.02,83 [79 - 89],83.09% [82.56% - 84.02%],157,130,204,11-11-2020
82,CA- SAN JOSE,86.11,96,92,101,85.02,87.5,96 [92 - 101],86.11% [85.02% - 87.5%],185,152,227,11-11-2020
83,CA- SAN LUIS OBISPO,89.87,21,21,23,87.89,92.06,21 [21 - 23],89.87% [87.89% - 92.06%],45,36,55,11-11-2020
85,CA- SAN MATEO CO.,83.0,42,40,44,82.67,83.34,42 [40 - 44],83.0% [82.67% - 83.34%],81,72,90,11-11-2020
86,CA- SANTA BARBARA,83.42,14,14,14,82.28,83.42,14 [14 - 14],83.42% [82.28% - 83.42%],33,22,33,11-11-2020
87,CA- SANTA CRUZ,91.42,21,20,23,88.91,95.32,21 [20 - 23],91.42% [88.91% - 95.32%],41,32,55,11-11-2020
89,CA- SANTA ROSA,84.62,42,40,43,84.25,84.84,42 [40 - 43],84.62% [84.25% - 84.84%],86,79,90,11-11-2020
91,CA- STOCKTON,87.24,42,41,44,86.4,88.37,42 [41 - 44],87.24% [86.4% - 88.37%],77,68,89,11-11-2020
96,CA- VENTURA,87.18,56,53,60,86.23,88.33,56 [53 - 60],87.18% [86.23% - 88.33%],113,98,131,11-11-2020
101,CO- BOULDER,145.05,185,176,197,132.63,160.63,185 [176 - 197],145.05% [132.63% - 160.63%],309,250,383,11-11-2020
102,CO- COLORADO SPRINGS,194.11,711,680,751,175.46,219.52,711 [680 - 751],194.11% [175.46% - 219.52%],1181,988,1444,11-11-2020
103,CO- DENVER,156.07,2092,2010,2188,144.58,169.45,2092 [2010 - 2188],156.07% [144.58% - 169.45%],3634,3085,4273,11-11-2020
104,CO- FORT COLLINS,118.34,136,131,143,112.24,125.7,136 [131 - 143],118.34% [112.24% - 125.7%],245,206,292,11-11-2020
105,CO- GRAND JUNCTION,119.77,179,170,194,111.69,130.88,179 [170 - 194],119.77% [111.69% - 130.88%],315,251,403,11-11-2020
106,CO- GREELEY,147.05,313,300,331,136.63,160.69,313 [300 - 331],147.05% [136.63% - 160.69%],521,440,627,11-11-2020
107,CO- PUEBLO,119.85,197,187,207,112.21,128.12,197 [187 - 207],119.85% [112.21% - 128.12%],318,257,384,11-11-2020
109,CT- BRIDGEPORT,140.41,613,583,644,128.79,152.39,613 [583 - 644],140.41% [128.79% - 152.39%],1024,827,1227,11-11-2020
