HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,98.22,842,747,1032,84.87,127.22,842 [747 - 1032],98.22% [84.87% - 127.22%],1538,411,3988,05-18-2020
2,AL- DOTHAN,86.89,53,48,73,81.36,104.1,53 [48 - 73],86.89% [81.36% - 104.1%],91,18,320,05-18-2020
5,AL- HUNTSVILLE,96.13,168,150,220,84.68,127.5,168 [150 - 220],96.13% [84.68% - 127.5%],303,88,893,05-18-2020
6,AL- MOBILE,93.47,209,187,270,84.2,117.49,209 [187 - 270],93.47% [84.2% - 117.49%],384,120,1071,05-18-2020
7,AL- MONTGOMERY,97.15,144,127,185,83.69,128.9,144 [127 - 185],97.15% [83.69% - 128.9%],265,57,756,05-18-2020
9,AL- TUSCALOOSA,98.63,99,88,125,83.91,131.2,99 [88 - 125],98.63% [83.91% - 131.2%],185,39,511,05-18-2020
11,AZ- MESA,116.22,394,359,519,95.05,192.37,394 [359 - 519],116.22% [95.05% - 192.37%],717,298,2225,05-18-2020
12,AZ- PHOENIX,103.06,962,872,1263,89.43,151.08,962 [872 - 1263],103.06% [89.43% - 151.08%],1747,714,5384,05-18-2020
14,AZ- SUN CITY,95.2,65,60,87,86.3,127.16,65 [60 - 87],95.2% [86.3% - 127.16%],123,51,382,05-18-2020
15,AZ- TUCSON,99.31,271,243,377,87.01,147.91,271 [243 - 377],99.31% [87.01% - 147.91%],487,177,1714,05-18-2020
16,AR- FORT SMITH,82.51,20,15,26,80.0,88.82,20 [15 - 26],82.51% [80.0% - 88.82%],32,0,113,05-18-2020
18,AR- JONESBORO,83.07,14,12,19,80.0,89.62,14 [12 - 19],83.07% [80.0% - 89.62%],27,0,87,05-18-2020
19,AR- LITTLE ROCK,87.84,241,208,305,81.33,102.02,241 [208 - 305],87.84% [81.33% - 102.02%],452,77,1271,05-18-2020
21,AR- SPRINGDALE,86.14,31,28,42,81.51,96.75,31 [28 - 42],86.14% [81.51% - 96.75%],64,16,177,05-18-2020
22,AR- TEXARKANA,85.99,33,29,44,81.02,99.39,33 [29 - 44],85.99% [81.02% - 99.39%],58,10,190,05-18-2020
23,CA- ORANGE CO.,91.84,488,430,649,82.73,116.41,488 [430 - 649],91.84% [82.73% - 116.41%],906,209,2786,05-18-2020
25,CA- BAKERSFIELD,84.68,88,77,128,80.86,96.92,88 [77 - 128],84.68% [80.86% - 96.92%],169,31,612,05-18-2020
31,CA- CHICO,87.52,24,21,37,81.41,109.22,24 [21 - 37],87.52% [81.41% - 109.22%],48,9,187,05-18-2020
33,CA- CONTRA COSTA CO.,105.12,260,231,323,85.59,146.4,260 [231 - 323],105.12% [85.59% - 146.4%],503,112,1330,05-18-2020
43,CA- FRESNO,88.1,98,86,143,81.18,109.61,98 [86 - 143],88.1% [81.18% - 109.61%],185,27,676,05-18-2020
56,CA- LOS ANGELES,88.93,1391,1224,1859,82.12,107.12,1391 [1224 - 1859],88.93% [82.12% - 107.12%],2214,525,6727,05-18-2020
58,CA- MODESTO,97.44,161,142,214,83.61,134.22,161 [142 - 214],97.44% [83.61% - 134.22%],299,62,932,05-18-2020
62,CA- NAPA,96.48,47,41,62,81.37,128.45,47 [41 - 62],96.48% [81.37% - 128.45%],95,8,282,05-18-2020
65,CA- ALAMEDA CO.,101.94,385,341,475,85.03,137.41,385 [341 - 475],101.94% [85.03% - 137.41%],741,170,1940,05-18-2020
69,CA- PALM SPR/RANCHO MIR.,88.36,45,40,61,81.9,106.21,45 [40 - 61],88.36% [81.9% - 106.21%],88,20,276,05-18-2020
73,CA- REDDING,88.17,42,37,58,81.2,105.79,42 [37 - 58],88.17% [81.2% - 105.79%],88,13,279,05-18-2020
77,CA- SACRAMENTO,100.37,519,459,670,84.62,139.09,519 [459 - 670],100.37% [84.62% - 139.09%],974,221,2827,05-18-2020
