region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,92.53,1825,1734,1957,88.82,97.25,1825 [1734 - 1957],92.53% [88.82% - 97.25%],1058,745,1457,01-13-2021
2,AL- DOTHAN,98.37,426,405,459,92.27,107.79,426 [405 - 459],98.37% [92.27% - 107.79%],244,163,369,01-13-2021
5,AL- HUNTSVILLE,93.67,434,413,464,89.89,98.62,434 [413 - 464],93.67% [89.89% - 98.62%],257,186,350,01-13-2021
6,AL- MOBILE,91.52,571,541,612,87.74,96.38,571 [541 - 612],91.52% [87.74% - 96.38%],329,221,468,01-13-2021
7,AL- MONTGOMERY,118.36,1026,975,1094,105.29,135.56,1026 [975 - 1094],118.36% [105.29% - 135.56%],593,391,859,01-13-2021
9,AL- TUSCALOOSA,92.63,214,204,229,88.92,96.93,214 [204 - 229],92.63% [88.92% - 96.93%],126,89,169,01-13-2021
11,AZ- MESA,166.41,2974,2751,3422,125.96,245.1,2974 [2751 - 3422],166.41% [125.96% - 245.1%],1711,910,3269,01-13-2021
12,AZ- PHOENIX,127.47,6232,5770,7148,105.33,169.57,6232 [5770 - 7148],127.47% [105.33% - 169.57%],3596,1919,6785,01-13-2021
14,AZ- SUN CITY,116.42,512,473,590,99.14,150.0,512 [473 - 590],116.42% [99.14% - 150.0%],295,155,567,01-13-2021
15,AZ- TUCSON,107.61,1212,1127,1367,96.6,126.24,1212 [1127 - 1367],107.61% [96.6% - 126.24%],697,419,1167,01-13-2021
16,AR- FORT SMITH,108.88,632,599,680,99.2,123.48,632 [599 - 680],108.88% [99.2% - 123.48%],370,246,557,01-13-2021
18,AR- JONESBORO,88.74,135,129,145,86.31,91.73,135 [129 - 145],88.74% [86.31% - 91.73%],79,57,106,01-13-2021
19,AR- LITTLE ROCK,90.48,1054,1001,1124,86.91,95.0,1054 [1001 - 1124],90.48% [86.91% - 95.0%],605,399,866,01-13-2021
21,AR- SPRINGDALE,102.89,423,399,450,96.08,110.94,423 [399 - 450],102.89% [96.08% - 110.94%],242,170,327,01-13-2021
22,AR- TEXARKANA,86.22,103,98,111,84.08,88.67,103 [98 - 111],86.22% [84.08% - 88.67%],61,40,85,01-13-2021
23,CA- ORANGE CO.,89.25,1131,1079,1194,86.68,92.08,1131 [1079 - 1194],89.25% [86.68% - 92.08%],708,511,924,01-13-2021
25,CA- BAKERSFIELD,89.32,560,535,591,86.86,92.33,560 [535 - 591],89.32% [86.86% - 92.33%],337,248,446,01-13-2021
31,CA- CHICO,87.03,77,73,82,85.0,89.53,77 [73 - 82],87.03% [85.0% - 89.53%],45,32,61,01-13-2021
33,CA- CONTRA COSTA CO.,90.68,373,355,396,87.59,94.58,373 [355 - 396],90.68% [87.59% - 94.58%],214,152,292,01-13-2021
43,CA- FRESNO,118.72,1538,1466,1637,106.19,135.5,1538 [1466 - 1637],118.72% [106.19% - 135.5%],884,598,1267,01-13-2021
56,CA- LOS ANGELES,84.93,1757,1672,1853,83.56,86.46,1757 [1672 - 1853],84.93% [83.56% - 86.46%],1223,882,1602,01-13-2021
58,CA- MODESTO,95.13,445,425,471,90.99,100.48,445 [425 - 471],95.13% [90.99% - 100.48%],260,189,352,01-13-2021
62,CA- NAPA,90.65,106,100,114,87.04,95.64,106 [100 - 114],90.65% [87.04% - 95.64%],62,41,91,01-13-2021
65,CA- ALAMEDA CO.,84.91,277,264,294,83.52,86.51,277 [264 - 294],84.91% [83.52% - 86.51%],166,119,220,01-13-2021
69,CA- PALM SPR/RANCHO MIR.,87.22,117,112,123,85.22,89.21,117 [112 - 123],87.22% [85.22% - 89.21%],76,55,97,01-13-2021
73,CA- REDDING,83.42,63,59,67,82.5,84.81,63 [59 - 67],83.42% [82.5% - 84.81%],37,27,52,01-13-2021
77,CA- SACRAMENTO,91.54,965,915,1029,87.84,96.1,965 [915 - 1029],91.54% [87.84% - 96.1%],552,375,770,01-13-2021
78,CA- SALINAS,94.12,184,176,194,90.47,98.41,184 [176 - 194],94.12% [90.47% - 98.41%],112,83,146,01-13-2021
79,CA- SAN BERNARDINO,91.74,1043,997,1095,88.58,95.17,1043 [997 - 1095],91.74% [88.58% - 95.17%],679,496,877,01-13-2021
80,CA- SAN DIEGO,92.63,1448,1378,1532,89.03,96.61,1448 [1378 - 1532],92.63% [89.03% - 96.61%],888,635,1168,01-13-2021
81,CA- SAN FRANCISCO,86.82,590,558,634,84.44,90.07,590 [558 - 634],86.82% [84.44% - 90.07%],346,225,511,01-13-2021
82,CA- SAN JOSE,87.24,357,339,377,85.12,89.58,357 [339 - 377],87.24% [85.12% - 89.58%],219,155,290,01-13-2021
83,CA- SAN LUIS OBISPO,104.12,189,180,200,96.89,112.46,189 [180 - 200],104.12% [96.89% - 112.46%],110,77,148,01-13-2021
85,CA- SAN MATEO CO.,83.52,155,147,164,82.56,84.6,155 [147 - 164],83.52% [82.56% - 84.6%],95,69,124,01-13-2021
86,CA- SANTA BARBARA,108.16,466,444,495,99.05,119.34,466 [444 - 495],108.16% [99.05% - 119.34%],272,184,380,01-13-2021
87,CA- SANTA CRUZ,90.86,63,60,67,87.52,94.21,63 [60 - 67],90.86% [87.52% - 94.21%],39,27,51,01-13-2021
89,CA- SANTA ROSA,83.82,126,120,134,82.58,85.48,126 [120 - 134],83.82% [82.58% - 85.48%],71,48,102,01-13-2021
91,CA- STOCKTON,89.31,159,151,168,86.77,92.42,159 [151 - 168],89.31% [86.77% - 92.42%],99,72,132,01-13-2021
96,CA- VENTURA,96.85,428,407,453,91.82,102.38,428 [407 - 453],96.85% [91.82% - 102.38%],265,186,352,01-13-2021
101,CO- BOULDER,85.47,43,41,46,84.0,87.58,43 [41 - 46],85.47% [84.0% - 87.58%],26,19,36,01-13-2021
102,CO- COLORADO SPRINGS,88.31,133,124,147,85.22,92.37,133 [124 - 147],88.31% [85.22% - 92.37%],86,54,128,01-13-2021
