HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,80,431,424,438,04-08-2020
2,AL- DOTHAN,80,0,0,0,04-08-2020
5,AL- HUNTSVILLE,80,51,50,52,04-08-2020
6,AL- MOBILE,81,199,196,202,04-08-2020
7,AL- MONTGOMERY,80,40,40,40,04-08-2020
9,AL- TUSCALOOSA,80,29,29,29,04-08-2020
11,AZ- MESA,86,794,780,808,04-08-2020
12,AZ- PHOENIX,83,1876,1841,1911,04-08-2020
14,AZ- SUN CITY,82,131,129,133,04-08-2020
15,AZ- TUCSON,82,368,362,374,04-08-2020
16,AR- FORT SMITH,80,0,0,0,04-08-2020
18,AR- JONESBORO,80,0,0,0,04-08-2020
19,AR- LITTLE ROCK,82,1080,1061,1099,04-08-2020
21,AR- SPRINGDALE,81,78,77,79,04-08-2020
22,AR- TEXARKANA,80,0,0,0,04-08-2020
23,CA- ORANGE CO.,82,1474,1447,1501,04-08-2020
25,CA- BAKERSFIELD,80,210,207,213,04-08-2020
31,CA- CHICO,80,29,29,29,04-08-2020
33,CA- CONTRA COSTA CO.,89,1226,1204,1248,04-08-2020
43,CA- FRESNO,81,194,191,197,04-08-2020
56,CA- LOS ANGELES,82,4570,4487,4653,04-08-2020
58,CA- MODESTO,83,410,403,417,04-08-2020
62,CA- NAPA,83,146,144,148,04-08-2020
65,CA- ALAMEDA CO.,88,1925,1891,1959,04-08-2020
69,CA- PALM SPR/RANCHO MIR.,81,121,119,123,04-08-2020
73,CA- REDDING,80,9,9,9,04-08-2020
77,CA- SACRAMENTO,85,1619,1590,1648,04-08-2020
78,CA- SALINAS,84,244,240,248,04-08-2020
79,CA- SAN BERNARDINO,83,1162,1141,1183,04-08-2020
80,CA- SAN DIEGO,84,1920,1885,1955,04-08-2020
81,CA- SAN FRANCISCO,85,1711,1681,1741,04-08-2020
82,CA- SAN JOSE,91,2449,2406,2492,04-08-2020
83,CA- SAN LUIS OBISPO,84,143,141,145,04-08-2020
85,CA- SAN MATEO CO.,86,1154,1134,1174,04-08-2020
86,CA- SANTA BARBARA,82,179,176,182,04-08-2020
87,CA- SANTA CRUZ,90,255,251,259,04-08-2020
89,CA- SANTA ROSA,83,364,358,370,04-08-2020
91,CA- STOCKTON,86,457,449,465,04-08-2020
96,CA- VENTURA,83,380,374,386,04-08-2020
101,CO- BOULDER,92,378,372,384,04-08-2020
102,CO- COLORADO SPRINGS,88,567,557,577,04-08-2020
103,CO- DENVER,92,3881,3812,3950,04-08-2020
104,CO- FORT COLLINS,86,282,277,287,04-08-2020
105,CO- GRAND JUNCTION,95,796,782,810,04-08-2020
106,CO- GREELEY,86,336,330,342,04-08-2020
107,CO- PUEBLO,80,38,38,38,04-08-2020
110,CT- HARTFORD,88,1859,1825,1893,04-08-2020
111,CT- NEW HAVEN,96,4229,4153,4305,04-08-2020
112,DE- WILMINGTON,88,1044,1025,1063,04-08-2020
113,DC- WASHINGTON,87,2866,2814,2918,04-08-2020
115,FL- BRADENTON,83,143,141,145,04-08-2020
116,FL- CLEARWATER,82,224,220,228,04-08-2020
118,FL- FORT LAUDERDALE,84,2394,2351,2437,04-08-2020
119,FL- FORT MYERS,82,728,715,741,04-08-2020
120,FL- GAINESVILLE,81,206,203,209,04-08-2020
122,FL- HUDSON,82,170,167,173,04-08-2020
123,FL- JACKSONVILLE,81,579,569,589,04-08-2020
124,FL- LAKELAND,82,167,164,170,04-08-2020
127,FL- MIAMI,84,3072,3016,3128,04-08-2020
129,FL- OCALA,82,207,204,210,04-08-2020
130,FL- ORLANDO,82,1609,1579,1639,04-08-2020
131,FL- ORMOND BEACH,81,162,159,165,04-08-2020
133,FL- PANAMA CITY,80,19,19,19,04-08-2020
134,FL- PENSACOLA,81,192,189,195,04-08-2020
137,FL- SARASOTA,81,166,163,169,04-08-2020
139,FL- ST PETERSBURG,81,182,179,185,04-08-2020
140,FL- TALLAHASSEE,81,157,154,160,04-08-2020
141,FL- TAMPA,82,676,664,688,04-08-2020
142,GA- ALBANY,86,440,433,447,04-08-2020
144,GA- ATLANTA,86,5201,5106,5296,04-08-2020
145,GA- AUGUSTA,81,260,256,264,04-08-2020
146,GA- COLUMBUS,81,94,93,95,04-08-2020
147,GA- MACON,80,78,77,79,04-08-2020
148,GA- ROME,85,238,234,242,04-08-2020
149,GA- SAVANNAH,84,569,559,579,04-08-2020
154,IL- AURORA,89,313,308,318,04-08-2020
155,IL- BLUE ISLAND,85,847,832,862,04-08-2020
156,IL- CHICAGO,84,2843,2792,2894,04-08-2020
158,IL- ELGIN,90,774,760,788,04-08-2020
161,IL- EVANSTON,87,1129,1109,1149,04-08-2020
163,IL- HINSDALE,87,509,500,518,04-08-2020
164,IL- JOLIET,87,659,647,671,04-08-2020
166,IL- MELROSE PARK,87,1455,1429,1481,04-08-2020
170,IL- PEORIA,80,37,37,37,04-08-2020
171,IL- ROCKFORD,82,280,275,285,04-08-2020
172,IL- SPRINGFIELD,80,35,35,35,04-08-2020
173,IL- URBANA,80,20,20,20,04-08-2020
175,IL- BLOOMINGTON,81,35,35,35,04-08-2020
179,IN- EVANSVILLE,80,0,0,0,04-08-2020
