HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,81,912,895,929,04-08-2020
2,AL- DOTHAN,80,10,10,10,04-08-2020
5,AL- HUNTSVILLE,81,152,149,155,04-08-2020
6,AL- MOBILE,83,521,511,531,04-08-2020
7,AL- MONTGOMERY,81,98,97,99,04-08-2020
9,AL- TUSCALOOSA,81,75,74,76,04-08-2020
11,AZ- MESA,95,1841,1805,1877,04-08-2020
12,AZ- PHOENIX,89,4451,4364,4538,04-08-2020
14,AZ- SUN CITY,86,312,306,318,04-08-2020
15,AZ- TUCSON,85,908,890,926,04-08-2020
16,AR- FORT SMITH,80,16,16,16,04-08-2020
18,AR- JONESBORO,80,20,20,20,04-08-2020
19,AR- LITTLE ROCK,86,2335,2290,2380,04-08-2020
21,AR- SPRINGDALE,82,169,166,172,04-08-2020
22,AR- TEXARKANA,80,6,6,6,04-08-2020
23,CA- ORANGE CO.,86,3094,3034,3154,04-08-2020
25,CA- BAKERSFIELD,82,491,482,500,04-08-2020
31,CA- CHICO,82,106,104,108,04-08-2020
33,CA- CONTRA COSTA CO.,98,2271,2228,2314,04-08-2020
43,CA- FRESNO,83,454,445,463,04-08-2020
56,CA- LOS ANGELES,85,9207,9029,9385,04-08-2020
58,CA- MODESTO,89,991,972,1010,04-08-2020
62,CA- NAPA,88,310,304,316,04-08-2020
65,CA- ALAMEDA CO.,96,3493,3427,3559,04-08-2020
69,CA- PALM SPR/RANCHO MIR.,84,280,275,285,04-08-2020
73,CA- REDDING,81,73,72,74,04-08-2020
77,CA- SACRAMENTO,91,3351,3287,3415,04-08-2020
78,CA- SALINAS,91,546,536,556,04-08-2020
79,CA- SAN BERNARDINO,87,2660,2608,2712,04-08-2020
80,CA- SAN DIEGO,88,3843,3769,3917,04-08-2020
81,CA- SAN FRANCISCO,89,3060,3002,3118,04-08-2020
82,CA- SAN JOSE,101,4087,4010,4164,04-08-2020
83,CA- SAN LUIS OBISPO,89,269,264,274,04-08-2020
85,CA- SAN MATEO CO.,91,1960,1923,1997,04-08-2020
86,CA- SANTA BARBARA,86,390,383,397,04-08-2020
87,CA- SANTA CRUZ,102,511,502,520,04-08-2020
89,CA- SANTA ROSA,86,785,770,800,04-08-2020
