HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,80,513,504,522,04-08-2020
2,AL- DOTHAN,80,0,0,0,04-08-2020
5,AL- HUNTSVILLE,80,78,77,79,04-08-2020
6,AL- MOBILE,81,237,233,241,04-08-2020
7,AL- MONTGOMERY,80,51,51,51,04-08-2020
9,AL- TUSCALOOSA,80,37,37,37,04-08-2020
11,AZ- MESA,87,982,964,1000,04-08-2020
12,AZ- PHOENIX,84,2350,2305,2395,04-08-2020
14,AZ- SUN CITY,83,163,160,166,04-08-2020
15,AZ- TUCSON,82,462,453,471,04-08-2020
16,AR- FORT SMITH,80,0,0,0,04-08-2020
18,AR- JONESBORO,80,0,0,0,04-08-2020
19,AR- LITTLE ROCK,83,1275,1251,1299,04-08-2020
21,AR- SPRINGDALE,81,105,104,106,04-08-2020
22,AR- TEXARKANA,80,0,0,0,04-08-2020
23,CA- ORANGE CO.,83,1776,1743,1809,04-08-2020
25,CA- BAKERSFIELD,81,260,256,264,04-08-2020
31,CA- CHICO,81,41,41,41,04-08-2020
33,CA- CONTRA COSTA CO.,90,1414,1388,1440,04-08-2020
43,CA- FRESNO,81,233,229,237,04-08-2020
56,CA- LOS ANGELES,83,5399,5298,5500,04-08-2020
58,CA- MODESTO,84,529,519,539,04-08-2020
62,CA- NAPA,84,180,177,183,04-08-2020
65,CA- ALAMEDA CO.,90,2205,2165,2245,04-08-2020
69,CA- PALM SPR/RANCHO MIR.,82,150,148,152,04-08-2020
73,CA- REDDING,80,31,31,31,04-08-2020
77,CA- SACRAMENTO,86,1941,1905,1977,04-08-2020
78,CA- SALINAS,86,300,295,305,04-08-2020
79,CA- SAN BERNARDINO,83,1441,1414,1468,04-08-2020
80,CA- SAN DIEGO,85,2267,2225,2309,04-08-2020
81,CA- SAN FRANCISCO,85,1947,1912,1982,04-08-2020
82,CA- SAN JOSE,93,2712,2663,2761,04-08-2020
83,CA- SAN LUIS OBISPO,85,164,161,167,04-08-2020
85,CA- SAN MATEO CO.,87,1284,1261,1307,04-08-2020
86,CA- SANTA BARBARA,83,217,213,221,04-08-2020
87,CA- SANTA CRUZ,93,303,298,308,04-08-2020
89,CA- SANTA ROSA,83,444,436,452,04-08-2020
91,CA- STOCKTON,87,544,534,554,04-08-2020
96,CA- VENTURA,84,455,447,463,04-08-2020
101,CO- BOULDER,94,440,432,448,04-08-2020
102,CO- COLORADO SPRINGS,91,713,700,726,04-08-2020
103,CO- DENVER,94,4392,4312,4472,04-08-2020
104,CO- FORT COLLINS,87,325,319,331,04-08-2020
105,CO- GRAND JUNCTION,96,885,870,900,04-08-2020
106,CO- GREELEY,88,399,392,406,04-08-2020
107,CO- PUEBLO,81,57,56,58,04-08-2020
