region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,104.52,1833,1809,1862,103.23,105.9,1833 [1809 - 1862],104.52% [103.23% - 105.9%],2071,1962,2187,12-15-2020,projected
2,AL- DOTHAN,94.08,165,162,168,93.25,95.29,165 [162 - 168],94.08% [93.25% - 95.29%],187,176,203,12-15-2020,projected
5,AL- HUNTSVILLE,115.64,595,585,605,113.67,117.66,595 [585 - 605],115.64% [113.67% - 117.66%],670,633,708,12-15-2020,projected
6,AL- MOBILE,97.78,455,445,464,96.45,99.22,455 [445 - 464],97.78% [96.45% - 99.22%],508,470,549,12-15-2020,projected
7,AL- MONTGOMERY,95.65,215,212,218,94.81,96.75,215 [212 - 218],95.65% [94.81% - 96.75%],242,229,259,12-15-2020,projected
9,AL- TUSCALOOSA,117.37,333,327,342,114.77,120.78,333 [327 - 342],117.37% [114.77% - 120.78%],373,347,407,12-15-2020,projected
11,AZ- MESA,164.29,1497,1467,1536,158.23,171.62,1497 [1467 - 1536],164.29% [158.23% - 171.62%],1669,1549,1814,12-15-2020,projected
12,AZ- PHOENIX,134.1,3672,3599,3766,130.32,138.65,3672 [3599 - 3766],134.1% [130.32% - 138.65%],4098,3812,4443,12-15-2020,projected
14,AZ- SUN CITY,116.67,267,261,274,113.95,120.0,267 [261 - 274],116.67% [113.95% - 120.0%],297,275,324,12-15-2020,projected
15,AZ- TUCSON,115.94,802,790,815,113.91,117.92,802 [790 - 815],115.94% [113.91% - 117.92%],907,856,957,12-15-2020,projected
16,AR- FORT SMITH,91.01,122,121,125,90.46,91.79,122 [121 - 125],91.01% [90.46% - 91.79%],141,134,151,12-15-2020,projected
18,AR- JONESBORO,93.38,108,106,109,92.83,93.83,108 [106 - 109],93.38% [92.83% - 93.83%],121,116,125,12-15-2020,projected
19,AR- LITTLE ROCK,91.9,609,601,620,91.35,92.66,609 [601 - 620],91.9% [91.35% - 92.66%],687,655,731,12-15-2020,projected
21,AR- SPRINGDALE,102.89,213,210,217,101.57,104.41,213 [210 - 217],102.89% [101.57% - 104.41%],242,228,258,12-15-2020,projected
22,AR- TEXARKANA,107.65,251,240,260,102.86,110.92,251 [240 - 260],107.65% [102.86% - 110.92%],271,224,303,12-15-2020,projected
23,CA- ORANGE CO.,102.89,1572,1546,1598,101.59,104.23,1572 [1546 - 1598],102.89% [101.59% - 104.23%],1751,1652,1854,12-15-2020,projected
25,CA- BAKERSFIELD,100.46,660,652,670,99.55,101.57,660 [652 - 670],100.46% [99.55% - 101.57%],740,707,780,12-15-2020,projected
31,CA- CHICO,90.0,56,55,57,89.84,90.16,56 [55 - 57],90.0% [89.84% - 90.16%],64,63,65,12-15-2020,projected
33,CA- CONTRA COSTA CO.,90.53,173,171,176,90.38,90.73,173 [171 - 176],90.53% [90.38% - 90.73%],211,208,215,12-15-2020,projected
43,CA- FRESNO,100.54,416,411,423,99.49,101.81,416 [411 - 423],100.54% [99.49% - 101.81%],469,445,498,12-15-2020,projected
56,CA- LOS ANGELES,140.18,13597,13255,14112,134.78,148.02,13.60K [13.26K - 14.11K],140.18% [134.78% - 148.02%],14927,13588,16870,12-15-2020,projected
58,CA- MODESTO,112.64,501,494,511,110.72,114.5,501 [494 - 511],112.64% [110.72% - 114.5%],561,528,593,12-15-2020,projected
62,CA- NAPA,94.43,76,74,77,93.4,95.29,76 [74 - 77],94.43% [93.4% - 95.29%],84,78,89,12-15-2020,projected
65,CA- ALAMEDA CO.,92.99,394,387,401,92.16,93.76,394 [387 - 401],92.99% [92.16% - 93.76%],439,411,465,12-15-2020,projected
69,CA- PALM SPR/RANCHO MIR.,132.9,510,499,523,128.91,137.17,510 [499 - 523],132.9% [128.91% - 137.17%],557,515,602,12-15-2020,projected
73,CA- REDDING,91.92,114,113,116,91.28,92.85,114 [113 - 116],91.92% [91.28% - 92.85%],129,122,139,12-15-2020,projected
77,CA- SACRAMENTO,103.08,985,969,1001,101.76,104.5,985 [969 - 1001],103.08% [101.76% - 104.5%],1104,1041,1172,12-15-2020,projected
78,CA- SALINAS,94.63,103,101,105,93.62,95.64,103 [101 - 105],94.63% [93.62% - 95.64%],116,108,124,12-15-2020,projected
79,CA- SAN BERNARDINO,159.97,4204,4118,4306,154.14,166.65,4204 [4118 - 4306],159.97% [154.14% - 166.65%],4624,4287,5010,12-15-2020,projected
80,CA- SAN DIEGO,112.16,2039,2001,2079,110.09,114.39,2039 [2001 - 2079],112.16% [110.09% - 114.39%],2262,2116,2419,12-15-2020,projected
81,CA- SAN FRANCISCO,84.59,205,202,208,84.34,84.87,205 [202 - 208],84.59% [84.34% - 84.87%],233,220,247,12-15-2020,projected
82,CA- SAN JOSE,104.26,658,648,669,102.97,105.61,658 [648 - 669],104.26% [102.97% - 105.61%],734,695,775,12-15-2020,projected
83,CA- SAN LUIS OBISPO,97.76,73,71,75,96.45,99.08,73 [71 - 75],97.76% [96.45% - 99.08%],81,75,87,12-15-2020,projected
85,CA- SAN MATEO CO.,89.05,217,214,221,88.57,89.46,217 [214 - 221],89.05% [88.57% - 89.46%],244,231,255,12-15-2020,projected
86,CA- SANTA BARBARA,88.49,73,72,74,88.07,89.01,73 [72 - 74],88.49% [88.07% - 89.01%],82,78,87,12-15-2020,projected
87,CA- SANTA CRUZ,116.21,117,114,121,113.43,120.39,117 [114 - 121],116.21% [113.43% - 120.39%],130,120,145,12-15-2020,projected
89,CA- SANTA ROSA,87.52,126,124,128,87.15,88.06,126 [124 - 128],87.52% [87.15% - 88.06%],140,133,150,12-15-2020,projected
91,CA- STOCKTON,118.01,364,360,370,116.12,119.79,364 [360 - 370],118.01% [116.12% - 119.79%],404,384,423,12-15-2020,projected
