region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,81.2,53,43,73,80.15,83.2,53 [43 - 73],81.2% [80.15% - 83.2%],101,13,270,04-28-2021,projected
2,AL- DOTHAN,82.56,10,8,15,80.23,84.89,10 [8 - 15],82.56% [80.23% - 84.89%],34,3,65,04-28-2021,projected
5,AL- HUNTSVILLE,82.61,34,29,42,80.96,86.33,34 [29 - 42],82.61% [80.96% - 86.33%],49,18,119,04-28-2021,projected
6,AL- MOBILE,87.56,126,111,157,82.31,97.89,126 [111 - 157],87.56% [82.31% - 97.89%],216,66,511,04-28-2021,projected
7,AL- MONTGOMERY,82.01,21,18,25,80.78,84.59,21 [18 - 25],82.01% [80.78% - 84.59%],31,12,71,04-28-2021,projected
9,AL- TUSCALOOSA,80.3,0,0,3,80.0,82.0,0 [0 - 3],80.3% [80.0% - 82.0%],3,0,20,04-28-2021,projected
11,AZ- MESA,84.75,59,53,74,81.92,91.72,59 [53 - 74],84.75% [81.92% - 91.72%],94,38,232,04-28-2021,projected
12,AZ- PHOENIX,82.76,124,109,158,81.07,87.01,124 [109 - 158],82.76% [81.07% - 87.01%],209,81,531,04-28-2021,projected
14,AZ- SUN CITY,82.1,11,10,14,80.86,85.19,11 [10 - 14],82.1% [80.86% - 85.19%],17,7,42,04-28-2021,projected
15,AZ- TUCSON,81.23,22,19,28,80.48,83.33,22 [19 - 28],81.23% [80.48% - 83.33%],31,12,84,04-28-2021,projected
16,AR- FORT SMITH,84.06,29,24,43,80.94,93.51,29 [24 - 43],84.06% [80.94% - 93.51%],52,12,173,04-28-2021,projected
18,AR- JONESBORO,80.77,0,0,3,80.0,82.65,0 [0 - 3],80.77% [80.0% - 82.65%],7,0,24,04-28-2021,projected
19,AR- LITTLE ROCK,80.94,21,16,33,80.0,82.86,21 [16 - 33],80.94% [80.0% - 82.86%],54,0,165,04-28-2021,projected
21,AR- SPRINGDALE,81.42,14,12,19,80.66,85.68,14 [12 - 19],81.42% [80.66% - 85.68%],15,7,60,04-28-2021,projected
22,AR- TEXARKANA,80.1,0,0,2,80.0,82.35,0 [0 - 2],80.1% [80.0% - 82.35%],1,0,23,04-28-2021,projected
23,CA- ORANGE CO.,80.0,0,0,1,80.0,80.1,0 [0 - 1],80.0% [80.0% - 80.1%],0,0,8,04-28-2021,projected
25,CA- BAKERSFIELD,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
31,CA- CHICO,80.0,0,0,1,80.0,81.25,0 [0 - 1],80.0% [80.0% - 81.25%],0,0,8,04-28-2021,projected
33,CA- CONTRA COSTA CO.,80.3,1,0,2,80.0,80.75,1 [0 - 2],80.3% [80.0% - 80.75%],6,0,15,04-28-2021,projected
43,CA- FRESNO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
56,CA- LOS ANGELES,80.0,0,0,1,80.0,80.05,0 [0 - 1],80.0% [80.0% - 80.05%],1,0,13,04-28-2021,projected
58,CA- MODESTO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
62,CA- NAPA,80.17,0,0,0,80.0,80.34,0 [0 - 0],80.17% [80.0% - 80.34%],1,0,2,04-28-2021,projected
65,CA- ALAMEDA CO.,80.27,7,6,8,80.0,80.77,7 [6 - 8],80.27% [80.0% - 80.77%],9,0,26,04-28-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
73,CA- REDDING,82.31,14,12,18,80.74,85.27,14 [12 - 18],82.31% [80.74% - 85.27%],25,8,57,04-28-2021,projected
77,CA- SACRAMENTO,80.02,0,0,2,80.0,80.52,0 [0 - 2],80.02% [80.0% - 80.52%],1,0,25,04-28-2021,projected
78,CA- SALINAS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
79,CA- SAN BERNARDINO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
80,CA- SAN DIEGO,80.11,1,0,2,80.0,80.23,1 [0 - 2],80.11% [80.0% - 80.23%],8,0,16,04-28-2021,projected
81,CA- SAN FRANCISCO,80.12,0,0,1,80.0,80.39,0 [0 - 1],80.12% [80.0% - 80.39%],6,0,20,04-28-2021,projected
82,CA- SAN JOSE,80.26,1,0,2,80.0,80.43,1 [0 - 2],80.26% [80.0% - 80.43%],8,0,13,04-28-2021,projected
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
85,CA- SAN MATEO CO.,80.15,0,0,1,80.0,80.33,0 [0 - 1],80.15% [80.0% - 80.33%],4,0,9,04-28-2021,projected
86,CA- SANTA BARBARA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
87,CA- SANTA CRUZ,81.39,0,0,1,80.0,83.34,0 [0 - 1],81.39% [80.0% - 83.34%],5,0,12,04-28-2021,projected
89,CA- SANTA ROSA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
91,CA- STOCKTON,80.0,0,0,1,80.0,80.66,0 [0 - 1],80.0% [80.0% - 80.66%],0,0,7,04-28-2021,projected
96,CA- VENTURA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
101,CO- BOULDER,81.89,7,6,8,80.84,83.79,7 [6 - 8],81.89% [80.84% - 83.79%],9,4,18,04-28-2021,projected
