region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,91.62,831,775,954,86.81,102.12,831 [775 - 954],91.62% [86.81% - 102.12%],981,575,1868,01-26-2021
2,AL- DOTHAN,93.63,156,144,177,87.23,105.3,156 [144 - 177],93.63% [87.23% - 105.3%],181,96,336,01-26-2021
5,AL- HUNTSVILLE,87.13,104,97,115,84.47,91.12,104 [97 - 115],87.13% [84.47% - 91.12%],134,84,209,01-26-2021
6,AL- MOBILE,99.04,478,446,541,90.68,115.39,478 [446 - 541],99.04% [90.68% - 115.39%],544,305,1011,01-26-2021
7,AL- MONTGOMERY,125.67,622,581,698,105.74,163.89,622 [581 - 698],125.67% [105.74% - 163.89%],706,398,1297,01-26-2021
9,AL- TUSCALOOSA,94.43,126,117,150,87.82,111.96,126 [117 - 150],94.43% [87.82% - 111.96%],144,78,319,01-26-2021
11,AZ- MESA,103.89,387,356,458,92.58,127.98,387 [356 - 458],103.89% [92.58% - 127.98%],473,249,950,01-26-2021
12,AZ- PHOENIX,92.44,734,677,853,86.57,103.37,734 [677 - 853],92.44% [86.57% - 103.37%],942,498,1770,01-26-2021
14,AZ- SUN CITY,84.94,28,25,32,82.47,88.52,28 [25 - 32],84.94% [82.47% - 88.52%],40,20,69,01-26-2021
15,AZ- TUCSON,119.03,861,788,1046,97.12,173.3,861 [788 - 1046],119.03% [97.12% - 173.3%],985,432,2355,01-26-2021
16,AR- FORT SMITH,91.01,119,110,131,85.62,96.24,119 [110 - 131],91.01% [85.62% - 96.24%],141,72,208,01-26-2021
18,AR- JONESBORO,84.98,35,32,40,82.77,89.4,35 [32 - 40],84.98% [82.77% - 89.4%],45,25,85,01-26-2021
19,AR- LITTLE ROCK,88.18,412,383,459,84.95,93.7,412 [383 - 459],88.18% [84.95% - 93.7%],472,286,791,01-26-2021
21,AR- SPRINGDALE,106.77,245,230,279,95.7,130.24,245 [230 - 279],106.77% [95.7% - 130.24%],283,166,531,01-26-2021
