region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,89.25,428,404,448,87.57,90.91,428 [404 - 448],89.25% [87.57% - 90.91%],781,639,921,02-02-2021
2,AL- DOTHAN,93.93,117,109,120,91.45,95.59,117 [109 - 120],93.93% [91.45% - 95.59%],185,152,207,02-02-2021
5,AL- HUNTSVILLE,92.77,131,125,138,90.43,95.0,131 [125 - 138],92.77% [90.43% - 95.0%],240,196,282,02-02-2021
6,AL- MOBILE,92.04,191,183,202,89.45,94.32,191 [183 - 202],92.04% [89.45% - 94.32%],344,270,409,02-02-2021
7,AL- MONTGOMERY,94.49,129,123,136,91.64,97.34,129 [123 - 136],94.49% [91.64% - 97.34%],224,180,268,02-02-2021
9,AL- TUSCALOOSA,94.23,79,75,85,91.02,96.93,79 [75 - 85],94.23% [91.02% - 96.93%],142,110,169,02-02-2021
11,AZ- MESA,112.78,359,343,377,106.31,119.55,359 [343 - 377],112.78% [106.31% - 119.55%],649,521,783,02-02-2021
12,AZ- PHOENIX,98.9,780,745,819,95.16,102.83,780 [745 - 819],98.9% [95.16% - 102.83%],1432,1148,1729,02-02-2021
14,AZ- SUN CITY,93.33,59,56,62,90.74,96.05,59 [56 - 62],93.33% [90.74% - 96.05%],108,87,130,02-02-2021
15,AZ- TUCSON,96.2,222,212,234,93.0,99.57,222 [212 - 234],96.2% [93.0% - 99.57%],409,328,494,02-02-2021
16,AR- FORT SMITH,91.01,75,70,82,88.35,93.43,75 [70 - 82],91.01% [88.35% - 93.43%],141,107,172,02-02-2021
18,AR- JONESBORO,84.76,21,20,23,83.43,85.97,21 [20 - 23],84.76% [83.43% - 85.97%],43,31,54,02-02-2021
19,AR- LITTLE ROCK,88.49,305,291,319,87.12,90.34,305 [291 - 319],88.49% [87.12% - 90.34%],490,411,597,02-02-2021
21,AR- SPRINGDALE,96.08,93,89,98,92.68,98.64,93 [89 - 98],96.08% [92.68% - 98.64%],170,134,197,02-02-2021
22,AR- TEXARKANA,102.45,154,148,162,96.33,108.98,154 [148 - 162],102.45% [96.33% - 108.98%],220,160,284,02-02-2021
23,CA- ORANGE CO.,85.5,182,173,191,84.4,86.65,182 [173 - 191],85.5% [84.4% - 86.65%],421,337,509,02-02-2021
25,CA- BAKERSFIELD,87.44,144,138,150,86.06,88.82,144 [138 - 150],87.44% [86.06% - 88.82%],269,219,319,02-02-2021
31,CA- CHICO,85.62,18,16,19,84.69,86.72,18 [16 - 19],85.62% [84.69% - 86.72%],36,30,43,02-02-2021
33,CA- CONTRA COSTA CO.,87.49,84,80,89,86.09,89.09,84 [80 - 89],87.49% [86.09% - 89.09%],150,122,182,02-02-2021
43,CA- FRESNO,90.51,128,122,135,88.54,92.61,128 [122 - 135],90.51% [88.54% - 92.61%],240,195,288,02-02-2021
56,CA- LOS ANGELES,87.79,908,867,950,86.31,89.34,908 [867 - 950],87.79% [86.31% - 89.34%],1931,1565,2317,02-02-2021
58,CA- MODESTO,91.23,104,99,109,89.19,93.44,104 [99 - 109],91.23% [89.19% - 93.44%],193,158,231,02-02-2021
62,CA- NAPA,85.33,18,17,19,84.64,86.87,18 [17 - 19],85.33% [84.64% - 86.87%],31,27,40,02-02-2021
