region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.3,168,152,218,80.11,80.88,168 [152 - 218],80.3% [80.11% - 80.88%],25,9,74,04-28-2021,projected
2,AL- DOTHAN,80.53,49,44,66,80.23,81.73,49 [44 - 66],80.53% [80.23% - 81.73%],7,3,23,04-28-2021,projected
5,AL- HUNTSVILLE,80.8,101,91,125,80.27,82.02,101 [91 - 125],80.8% [80.27% - 82.02%],15,5,38,04-28-2021,projected
6,AL- MOBILE,82.0,380,339,466,80.56,85.01,380 [339 - 466],82.0% [80.56% - 85.01%],57,16,143,04-28-2021,projected
7,AL- MONTGOMERY,80.58,63,57,77,80.19,81.49,63 [57 - 77],80.58% [80.19% - 81.49%],9,3,23,04-28-2021,projected
9,AL- TUSCALOOSA,80.3,21,18,28,80.0,81.0,21 [18 - 28],80.3% [80.0% - 81.0%],3,0,10,04-28-2021,projected
11,AZ- MESA,81.46,196,176,242,80.45,83.79,196 [176 - 242],81.46% [80.45% - 83.79%],29,9,75,04-28-2021,projected
12,AZ- PHOENIX,80.84,437,392,549,80.25,82.32,437 [392 - 549],80.84% [80.25% - 82.32%],64,19,176,04-28-2021,projected
14,AZ- SUN CITY,80.62,35,31,44,80.25,81.73,35 [31 - 44],80.62% [80.25% - 81.73%],5,2,14,04-28-2021,projected
15,AZ- TUCSON,80.32,52,46,70,80.08,81.03,52 [46 - 70],80.32% [80.08% - 81.03%],8,2,26,04-28-2021,projected
16,AR- FORT SMITH,81.48,119,102,157,80.16,84.45,119 [102 - 157],81.48% [80.16% - 84.45%],19,2,57,04-28-2021,projected
18,AR- JONESBORO,80.22,14,12,21,80.0,81.0,14 [12 - 21],80.22% [80.0% - 81.0%],2,0,9,04-28-2021,projected
19,AR- LITTLE ROCK,80.29,114,99,163,80.03,81.13,114 [99 - 163],80.29% [80.03% - 81.13%],17,2,65,04-28-2021,projected
21,AR- SPRINGDALE,80.38,28,26,40,80.19,81.51,28 [26 - 40],80.38% [80.19% - 81.51%],4,2,16,04-28-2021,projected
22,AR- TEXARKANA,80.2,14,12,22,80.0,81.02,14 [12 - 22],80.2% [80.0% - 81.02%],2,0,10,04-28-2021,projected
23,CA- ORANGE CO.,80.0,0,0,1,80.0,80.01,0 [0 - 1],80.0% [80.0% - 80.01%],0,0,1,04-28-2021,projected
25,CA- BAKERSFIELD,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
31,CA- CHICO,80.16,6,5,7,80.0,80.31,6 [5 - 7],80.16% [80.0% - 80.31%],1,0,2,04-28-2021,projected
33,CA- CONTRA COSTA CO.,80.05,7,6,8,80.0,80.1,7 [6 - 8],80.05% [80.0% - 80.1%],1,0,2,04-28-2021,projected
43,CA- FRESNO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
56,CA- LOS ANGELES,80.0,0,0,2,80.0,80.01,0 [0 - 2],80.0% [80.0% - 80.01%],0,0,2,04-28-2021,projected
58,CA- MODESTO,80.0,0,0,2,80.0,80.12,0 [0 - 2],80.0% [80.0% - 80.12%],0,0,2,04-28-2021,projected
62,CA- NAPA,80.0,0,0,1,80.0,80.17,0 [0 - 1],80.0% [80.0% - 80.17%],0,0,1,04-28-2021,projected
65,CA- ALAMEDA CO.,80.06,9,7,12,80.0,80.12,9 [7 - 12],80.06% [80.0% - 80.12%],2,0,4,04-28-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
73,CA- REDDING,80.74,50,44,59,80.18,81.48,50 [44 - 59],80.74% [80.18% - 81.48%],8,2,16,04-28-2021,projected
77,CA- SACRAMENTO,80.02,5,4,10,80.0,80.13,5 [4 - 10],80.02% [80.0% - 80.13%],1,0,6,04-28-2021,projected
78,CA- SALINAS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
79,CA- SAN BERNARDINO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
80,CA- SAN DIEGO,80.01,4,3,6,80.0,80.03,4 [3 - 6],80.01% [80.0% - 80.03%],1,0,2,04-28-2021,projected
81,CA- SAN FRANCISCO,80.02,6,5,9,80.0,80.08,6 [5 - 9],80.02% [80.0% - 80.08%],1,0,4,04-28-2021,projected
82,CA- SAN JOSE,80.03,7,6,8,80.0,80.07,7 [6 - 8],80.03% [80.0% - 80.07%],1,0,2,04-28-2021,projected
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
85,CA- SAN MATEO CO.,80.04,3,2,4,80.0,80.07,3 [2 - 4],80.04% [80.0% - 80.07%],1,0,2,04-28-2021,projected
86,CA- SANTA BARBARA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
87,CA- SANTA CRUZ,80.28,7,6,8,80.0,80.56,7 [6 - 8],80.28% [80.0% - 80.56%],1,0,2,04-28-2021,projected
89,CA- SANTA ROSA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
91,CA- STOCKTON,80.0,0,0,1,80.0,80.09,0 [0 - 1],80.0% [80.0% - 80.09%],0,0,1,04-28-2021,projected
96,CA- VENTURA,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,04-28-2021,projected
101,CO- BOULDER,80.42,13,12,15,80.21,80.84,13 [12 - 15],80.42% [80.21% - 80.84%],2,1,4,04-28-2021,projected
102,CO- COLORADO SPRINGS,80.58,40,35,51,80.1,81.64,40 [35 - 51],80.58% [80.1% - 81.64%],6,1,17,04-28-2021,projected
103,CO- DENVER,80.36,102,89,125,80.08,80.82,102 [89 - 125],80.36% [80.08% - 80.82%],17,4,39,04-28-2021,projected
104,CO- FORT COLLINS,80.78,35,31,41,80.16,81.72,35 [31 - 41],80.78% [80.16% - 81.72%],5,1,11,04-28-2021,projected
105,CO- GRAND JUNCTION,80.38,21,18,26,80.13,81.01,21 [18 - 26],80.38% [80.13% - 81.01%],3,1,8,04-28-2021,projected
106,CO- GREELEY,80.26,13,12,16,80.13,80.64,13 [12 - 16],80.26% [80.13% - 80.64%],2,1,5,04-28-2021,projected
107,CO- PUEBLO,80.25,14,12,18,80.0,80.75,14 [12 - 18],80.25% [80.0% - 80.75%],2,0,6,04-28-2021,projected
109,CT- BRIDGEPORT,80.06,4,3,5,80.0,80.06,4 [3 - 5],80.06% [80.0% - 80.06%],1,0,1,04-28-2021,projected
110,CT- HARTFORD,80.03,7,6,8,80.0,80.06,7 [6 - 8],80.03% [80.0% - 80.06%],1,0,2,04-28-2021,projected
111,CT- NEW HAVEN,80.03,7,6,8,80.0,80.05,7 [6 - 8],80.03% [80.0% - 80.05%],1,0,2,04-28-2021,projected
112,DE- WILMINGTON,80.21,23,20,29,80.05,80.54,23 [20 - 29],80.21% [80.05% - 80.54%],4,1,10,04-28-2021,projected
113,DC- WASHINGTON,80.11,36,31,49,80.02,80.35,36 [31 - 49],80.11% [80.02% - 80.35%],6,1,19,04-28-2021,projected
115,FL- BRADENTON,80.28,9,8,12,80.14,80.56,9 [8 - 12],80.28% [80.14% - 80.56%],2,1,4,04-28-2021,projected
116,FL- CLEARWATER,80.06,7,6,9,80.0,80.18,7 [6 - 9],80.06% [80.0% - 80.18%],1,0,3,04-28-2021,projected
118,FL- FORT LAUDERDALE,80.11,67,59,83,80.03,80.3,67 [59 - 83],80.11% [80.03% - 80.3%],10,3,26,04-28-2021,projected
119,FL- FORT MYERS,80.18,42,37,52,80.05,80.44,42 [37 - 52],80.18% [80.05% - 80.44%],7,2,17,04-28-2021,projected
120,FL- GAINESVILLE,80.05,7,6,11,80.0,80.27,7 [6 - 11],80.05% [80.0% - 80.27%],1,0,5,04-28-2021,projected
122,FL- HUDSON,80.32,27,23,32,80.08,80.72,27 [23 - 32],80.32% [80.08% - 80.72%],4,1,9,04-28-2021,projected
123,FL- JACKSONVILLE,80.29,78,66,101,80.04,80.69,78 [66 - 101],80.29% [80.04% - 80.69%],14,2,34,04-28-2021,projected
124,FL- LAKELAND,80.28,21,19,26,80.09,80.75,21 [19 - 26],80.28% [80.09% - 80.75%],3,1,8,04-28-2021,projected
127,FL- MIAMI,80.05,28,23,42,80.0,80.17,28 [23 - 42],80.05% [80.0% - 80.17%],5,0,18,04-28-2021,projected
