region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,81.85,88,85,125,81.74,82.18,88 [85 - 125],81.85% [81.74% - 82.18%],156,147,184,04-14-2021,projected
2,AL- DOTHAN,80.53,0,0,1,80.53,80.83,0 [0 - 1],80.53% [80.53% - 80.83%],7,7,11,04-14-2021,projected
5,AL- HUNTSVILLE,82.66,29,27,35,82.07,82.66,29 [27 - 35],82.66% [82.07% - 82.66%],50,39,50,04-14-2021,projected
6,AL- MOBILE,81.44,16,15,20,81.23,81.51,16 [15 - 20],81.44% [81.23% - 81.51%],41,35,43,04-14-2021,projected
7,AL- MONTGOMERY,82.65,21,20,27,82.59,83.3,21 [20 - 27],82.65% [82.59% - 83.3%],41,40,51,04-14-2021,projected
9,AL- TUSCALOOSA,82.1,12,11,17,82.1,82.2,12 [11 - 17],82.1% [82.1% - 82.2%],21,21,22,04-14-2021,projected
11,AZ- MESA,88.79,125,121,131,87.58,90.86,125 [121 - 131],88.79% [87.58% - 90.86%],174,150,215,04-14-2021,projected
12,AZ- PHOENIX,86.07,333,323,351,85.17,87.71,333 [323 - 351],86.07% [85.17% - 87.71%],460,392,584,04-14-2021,projected
14,AZ- SUN CITY,83.33,21,20,22,82.84,84.07,21 [20 - 22],83.33% [82.84% - 84.07%],27,23,33,04-14-2021,projected
15,AZ- TUCSON,85.78,105,101,112,84.64,87.92,105 [101 - 112],85.78% [84.64% - 87.92%],146,117,200,04-14-2021,projected
16,AR- FORT SMITH,80.7,0,0,1,80.62,81.09,0 [0 - 1],80.7% [80.62% - 81.09%],9,8,14,04-14-2021,projected
18,AR- JONESBORO,81.88,14,14,14,81.88,81.88,14 [14 - 14],81.88% [81.88% - 81.88%],17,17,17,04-14-2021,projected
19,AR- LITTLE ROCK,81.06,45,42,50,80.85,81.58,45 [42 - 50],81.06% [80.85% - 81.58%],61,49,91,04-14-2021,projected
