region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,85.75,1666,1636,1703,85.09,86.58,1666 [1636 - 1703],85.75% [85.09% - 86.58%],486,430,556,01-13-2021
2,AL- DOTHAN,86.78,298,293,306,86.1,87.98,298 [293 - 306],86.78% [86.1% - 87.98%],90,81,106,01-13-2021
5,AL- HUNTSVILLE,86.76,444,437,451,86.01,87.5,444 [437 - 451],86.76% [86.01% - 87.5%],127,113,141,01-13-2021
6,AL- MOBILE,85.08,491,481,501,84.38,85.64,491 [481 - 501],85.08% [84.38% - 85.64%],145,125,161,01-13-2021
7,AL- MONTGOMERY,91.25,549,536,566,89.64,93.32,549 [536 - 566],91.25% [89.64% - 93.32%],174,149,206,01-13-2021
9,AL- TUSCALOOSA,85.81,198,194,202,85.01,86.51,198 [194 - 202],85.81% [85.01% - 86.51%],58,50,65,01-13-2021
11,AZ- MESA,109.04,1807,1756,1877,104.19,115.4,1807 [1756 - 1877],109.04% [104.19% - 115.4%],575,479,701,01-13-2021
12,AZ- PHOENIX,96.88,4081,3969,4231,94.13,100.49,4081 [3969 - 4231],96.88% [94.13% - 100.49%],1279,1070,1552,01-13-2021
14,AZ- SUN CITY,92.22,315,306,327,90.25,95.06,315 [306 - 327],92.22% [90.25% - 95.06%],99,83,122,01-13-2021
15,AZ- TUCSON,91.69,979,954,1008,89.9,93.79,979 [954 - 1008],91.69% [89.9% - 93.79%],295,250,348,01-13-2021
16,AR- FORT SMITH,87.96,326,319,335,87.03,89.13,326 [319 - 335],87.96% [87.03% - 89.13%],102,90,117,01-13-2021
18,AR- JONESBORO,83.98,122,120,125,83.54,84.54,122 [120 - 125],83.98% [83.54% - 84.54%],36,32,41,01-13-2021
19,AR- LITTLE ROCK,84.44,865,851,885,84.0,85.06,865 [851 - 885],84.44% [84.0% - 85.06%],256,231,292,01-13-2021
21,AR- SPRINGDALE,90.22,362,356,369,89.08,91.45,362 [356 - 369],90.22% [89.08% - 91.45%],108,96,121,01-13-2021
22,AR- TEXARKANA,82.65,91,91,93,82.65,82.65,91 [91 - 93],82.65% [82.65% - 82.65%],26,26,26,01-13-2021
23,CA- ORANGE CO.,85.99,1560,1535,1584,85.76,86.2,1560 [1535 - 1584],85.99% [85.76% - 86.2%],458,441,474,01-13-2021
25,CA- BAKERSFIELD,84.62,574,564,585,84.09,85.2,574 [564 - 585],84.62% [84.09% - 85.2%],167,148,188,01-13-2021
31,CA- CHICO,83.59,77,76,78,83.28,83.75,77 [76 - 78],83.59% [83.28% - 83.75%],23,21,24,01-13-2021
33,CA- CONTRA COSTA CO.,84.84,335,329,341,84.39,85.29,335 [329 - 341],84.84% [84.39% - 85.29%],97,88,106,01-13-2021
43,CA- FRESNO,90.03,706,688,726,88.59,91.61,706 [688 - 726],90.03% [88.59% - 91.61%],229,196,265,01-13-2021
56,CA- LOS ANGELES,86.06,4633,4578,4690,85.87,86.24,4633 [4578 - 4690],86.06% [85.87% - 86.24%],1503,1456,1547,01-13-2021
58,CA- MODESTO,86.69,388,380,395,85.82,87.5,388 [380 - 395],86.69% [85.82% - 87.5%],115,100,129,01-13-2021
62,CA- NAPA,83.61,71,70,73,83.26,84.12,71 [70 - 73],83.61% [83.26% - 84.12%],21,19,24,01-13-2021
65,CA- ALAMEDA CO.,82.81,326,321,332,82.69,82.93,326 [321 - 332],82.81% [82.69% - 82.93%],95,91,99,01-13-2021
69,CA- PALM SPR/RANCHO MIR.,85.22,184,181,187,85.03,85.41,184 [181 - 187],85.22% [85.03% - 85.41%],55,53,57,01-13-2021
73,CA- REDDING,81.85,70,69,71,81.66,82.03,70 [69 - 71],81.85% [81.66% - 82.03%],20,18,22,01-13-2021
77,CA- SACRAMENTO,84.74,763,746,778,84.12,85.37,763 [746 - 778],84.74% [84.12% - 85.37%],227,197,257,01-13-2021
78,CA- SALINAS,87.82,217,213,221,87.31,88.32,217 [213 - 221],87.82% [87.31% - 88.32%],62,58,66,01-13-2021
79,CA- SAN BERNARDINO,88.86,1699,1671,1726,88.49,89.22,1699 [1671 - 1726],88.86% [88.49% - 89.22%],512,491,533,01-13-2021
80,CA- SAN DIEGO,87.25,1778,1750,1808,86.81,87.68,1778 [1750 - 1808],87.25% [86.81% - 87.68%],510,479,540,01-13-2021
81,CA- SAN FRANCISCO,82.03,335,329,343,81.79,82.29,335 [329 - 343],82.03% [81.79% - 82.29%],103,91,116,01-13-2021
82,CA- SAN JOSE,84.63,475,467,483,84.46,84.82,475 [467 - 483],84.63% [84.46% - 84.82%],140,135,146,01-13-2021
83,CA- SAN LUIS OBISPO,89.65,144,141,147,88.33,90.75,144 [141 - 147],89.65% [88.33% - 90.75%],44,38,49,01-13-2021
85,CA- SAN MATEO CO.,82.19,202,198,206,82.08,82.26,202 [198 - 206],82.19% [82.08% - 82.26%],59,56,61,01-13-2021
86,CA- SANTA BARBARA,87.76,235,230,241,86.83,88.8,235 [230 - 241],87.76% [86.83% - 88.8%],75,66,85,01-13-2021
87,CA- SANTA CRUZ,86.96,84,82,85,86.69,87.24,84 [82 - 85],86.96% [86.69% - 87.24%],25,24,26,01-13-2021
89,CA- SANTA ROSA,81.72,108,106,110,81.56,81.93,108 [106 - 110],81.72% [81.56% - 81.93%],32,29,36,01-13-2021
91,CA- STOCKTON,86.3,227,223,230,86.02,86.59,227 [223 - 230],86.3% [86.02% - 86.59%],67,64,70,01-13-2021
96,CA- VENTURA,89.85,538,530,547,89.22,90.43,538 [530 - 547],89.85% [89.22% - 90.43%],155,145,164,01-13-2021
