region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.98,531,494,600,80.54,81.8,531 [494 - 600],80.98% [80.54% - 81.8%],83,46,152,01-26-2021,projected
2,AL- DOTHAN,81.13,98,89,110,80.53,81.88,98 [89 - 110],81.13% [80.53% - 81.88%],15,7,25,01-26-2021,projected
5,AL- HUNTSVILLE,80.59,72,67,78,80.32,80.9,72 [67 - 78],80.59% [80.32% - 80.9%],11,6,17,01-26-2021,projected
6,AL- MOBILE,81.54,282,262,314,80.84,82.59,282 [262 - 314],81.54% [80.84% - 82.59%],44,24,74,01-26-2021,projected
7,AL- MONTGOMERY,83.49,366,342,416,82.01,86.73,366 [342 - 416],83.49% [82.01% - 86.73%],54,31,104,01-26-2021,projected
9,AL- TUSCALOOSA,81.2,73,67,85,80.6,82.3,73 [67 - 85],81.2% [80.6% - 82.3%],12,6,23,01-26-2021,projected
11,AZ- MESA,81.97,248,228,290,80.96,84.09,248 [228 - 290],81.97% [80.96% - 84.09%],39,19,81,01-26-2021,projected
12,AZ- PHOENIX,81.0,481,442,553,80.5,81.95,481 [442 - 553],81.0% [80.5% - 81.95%],76,38,148,01-26-2021,projected
14,AZ- SUN CITY,80.37,20,18,23,80.12,80.74,20 [18 - 23],80.37% [80.12% - 80.74%],3,1,6,01-26-2021,projected
15,AZ- TUCSON,83.21,525,480,623,81.43,87.09,525 [480 - 623],83.21% [81.43% - 87.09%],81,36,179,01-26-2021,projected
16,AR- FORT SMITH,80.86,71,64,79,80.39,81.48,71 [64 - 79],80.86% [80.39% - 81.48%],11,5,19,01-26-2021,projected
18,AR- JONESBORO,80.55,24,21,26,80.22,80.66,24 [21 - 26],80.55% [80.22% - 80.66%],5,2,6,01-26-2021,projected
19,AR- LITTLE ROCK,80.71,263,242,288,80.36,81.13,263 [242 - 288],80.71% [80.36% - 81.13%],41,21,65,01-26-2021,projected
21,AR- SPRINGDALE,82.27,155,143,171,81.23,83.69,155 [143 - 171],82.27% [81.23% - 83.69%],24,13,39,01-26-2021,projected
22,AR- TEXARKANA,81.12,69,63,77,80.51,81.73,69 [63 - 77],81.12% [80.51% - 81.73%],11,5,17,01-26-2021,projected
23,CA- ORANGE CO.,80.85,407,380,441,80.5,81.29,407 [380 - 441],80.85% [80.5% - 81.29%],65,38,99,01-26-2021,projected
25,CA- BAKERSFIELD,80.72,161,149,174,80.39,81.08,161 [149 - 174],80.72% [80.39% - 81.08%],26,14,39,01-26-2021,projected
31,CA- CHICO,80.47,21,19,22,80.31,80.62,21 [19 - 22],80.47% [80.31% - 80.62%],3,2,4,01-26-2021,projected
33,CA- CONTRA COSTA CO.,80.5,62,57,68,80.25,80.75,62 [57 - 68],80.5% [80.25% - 80.75%],10,5,15,01-26-2021,projected
43,CA- FRESNO,80.83,119,110,129,80.44,81.27,119 [110 - 129],80.83% [80.44% - 81.27%],19,10,29,01-26-2021,projected
56,CA- LOS ANGELES,81.27,1949,1788,2123,80.62,81.97,1949 [1788 - 2123],81.27% [80.62% - 81.97%],315,154,489,01-26-2021,projected
58,CA- MODESTO,80.52,54,49,59,80.23,80.81,54 [49 - 59],80.52% [80.23% - 80.81%],9,4,14,01-26-2021,projected
62,CA- NAPA,80.69,24,21,28,80.17,81.2,24 [21 - 28],80.69% [80.17% - 81.2%],4,1,7,01-26-2021,projected
65,CA- ALAMEDA CO.,80.21,41,37,48,80.09,80.38,41 [37 - 48],80.21% [80.09% - 80.38%],7,3,13,01-26-2021,projected
69,CA- PALM SPR/RANCHO MIR.,81.14,75,70,81,80.66,81.71,75 [70 - 81],81.14% [80.66% - 81.71%],12,7,18,01-26-2021,projected
73,CA- REDDING,80.18,14,13,17,80.18,80.46,14 [13 - 17],80.18% [80.18% - 80.46%],2,2,5,01-26-2021,projected
77,CA- SACRAMENTO,80.42,126,116,140,80.21,80.69,126 [116 - 140],80.42% [80.21% - 80.69%],20,10,33,01-26-2021,projected
78,CA- SALINAS,80.38,21,19,23,80.25,80.63,21 [19 - 23],80.38% [80.25% - 80.63%],3,2,5,01-26-2021,projected
79,CA- SAN BERNARDINO,81.21,423,392,455,80.67,81.76,423 [392 - 455],81.21% [80.67% - 81.76%],70,39,102,01-26-2021,projected
80,CA- SAN DIEGO,81.07,470,438,505,80.61,81.56,470 [438 - 505],81.07% [80.61% - 81.56%],75,43,110,01-26-2021,projected
81,CA- SAN FRANCISCO,80.2,65,60,71,80.1,80.32,65 [60 - 71],80.2% [80.1% - 80.32%],10,5,16,01-26-2021,projected
82,CA- SAN JOSE,80.96,192,178,209,80.53,81.52,192 [178 - 209],80.96% [80.53% - 81.52%],29,16,46,01-26-2021,projected
83,CA- SAN LUIS OBISPO,80.66,19,17,21,80.22,81.1,19 [17 - 21],80.66% [80.22% - 81.1%],3,1,5,01-26-2021,projected
85,CA- SAN MATEO CO.,80.41,67,61,73,80.19,80.59,67 [61 - 73],80.41% [80.19% - 80.59%],11,5,16,01-26-2021,projected
86,CA- SANTA BARBARA,82.07,127,118,137,81.14,83.11,127 [118 - 137],82.07% [81.14% - 83.11%],20,11,30,01-26-2021,projected
87,CA- SANTA CRUZ,83.06,70,64,77,81.67,84.74,70 [64 - 77],83.06% [81.67% - 84.74%],11,6,17,01-26-2021,projected
89,CA- SANTA ROSA,80.21,24,22,27,80.11,80.32,24 [22 - 27],80.21% [80.11% - 80.32%],4,2,6,01-26-2021,projected
91,CA- STOCKTON,80.56,40,37,44,80.28,80.94,40 [37 - 44],80.56% [80.28% - 80.94%],6,3,10,01-26-2021,projected
96,CA- VENTURA,84.7,459,425,489,82.54,86.61,459 [425 - 489],84.7% [82.54% - 86.61%],74,40,104,01-26-2021,projected
101,CO- BOULDER,80.21,7,7,8,80.21,80.42,7 [7 - 8],80.21% [80.21% - 80.42%],1,1,2,01-26-2021,projected
102,CO- COLORADO SPRINGS,80.68,44,41,51,80.39,81.26,44 [41 - 51],80.68% [80.39% - 81.26%],7,4,13,01-26-2021,projected
103,CO- DENVER,80.54,174,160,203,80.31,81.15,174 [160 - 203],80.54% [80.31% - 81.15%],26,15,55,01-26-2021,projected
104,CO- FORT COLLINS,80.47,9,6,11,80.0,80.47,9 [6 - 11],80.47% [80.0% - 80.47%],3,0,3,01-26-2021,projected
105,CO- GRAND JUNCTION,81.26,56,51,65,80.63,82.27,56 [51 - 65],81.26% [80.63% - 82.27%],10,5,18,01-26-2021,projected
106,CO- GREELEY,80.13,7,7,10,80.13,80.51,7 [7 - 10],80.13% [80.13% - 80.51%],1,1,4,01-26-2021,projected
107,CO- PUEBLO,80.0,0,0,1,80.0,80.13,0 [0 - 1],80.0% [80.0% - 80.13%],0,0,1,01-26-2021,projected
109,CT- BRIDGEPORT,80.35,36,33,40,80.18,80.59,36 [33 - 40],80.35% [80.18% - 80.59%],6,3,10,01-26-2021,projected
110,CT- HARTFORD,80.77,151,139,165,80.4,81.17,151 [139 - 165],80.77% [80.4% - 81.17%],25,13,38,01-26-2021,projected
111,CT- NEW HAVEN,80.73,180,166,197,80.39,81.17,180 [166 - 197],80.73% [80.39% - 81.17%],28,15,45,01-26-2021,projected
112,DE- WILMINGTON,80.86,99,92,109,80.48,81.34,99 [92 - 109],80.86% [80.48% - 81.34%],16,9,25,01-26-2021,projected
113,DC- WASHINGTON,80.84,291,268,319,80.42,81.35,291 [268 - 319],80.84% [80.42% - 81.35%],46,23,74,01-26-2021,projected
115,FL- BRADENTON,85.78,284,265,327,83.1,91.28,284 [265 - 327],85.78% [83.1% - 91.28%],41,22,80,01-26-2021,projected
116,FL- CLEARWATER,80.31,33,30,36,80.12,80.49,33 [30 - 36],80.31% [80.12% - 80.49%],5,2,8,01-26-2021,projected
