region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,80.71,202,187,246,80.36,81.5,202 [187 - 246],80.71% [80.36% - 81.5%],60,30,127,10-06-2020
2,AL- DOTHAN,81.73,74,67,90,80.83,83.54,74 [67 - 90],81.73% [80.83% - 83.54%],23,11,47,10-06-2020
5,AL- HUNTSVILLE,80.74,49,46,57,80.37,81.49,49 [46 - 57],80.74% [80.37% - 81.49%],14,7,28,10-06-2020
6,AL- MOBILE,82.77,264,241,347,81.16,88.12,264 [241 - 347],82.77% [81.16% - 88.12%],79,33,232,10-06-2020
7,AL- MONTGOMERY,80.45,21,19,25,80.13,80.84,21 [19 - 25],80.45% [80.13% - 80.84%],7,2,13,10-06-2020
9,AL- TUSCALOOSA,82.71,89,78,126,80.6,89.12,89 [78 - 126],82.71% [80.6% - 89.12%],27,6,91,10-06-2020
11,AZ- MESA,80.51,35,32,40,80.25,80.91,35 [32 - 40],80.51% [80.25% - 80.91%],10,5,18,10-06-2020
12,AZ- PHOENIX,80.65,169,154,204,80.29,81.49,169 [154 - 204],80.65% [80.29% - 81.49%],49,22,113,10-06-2020
14,AZ- SUN CITY,80.25,7,6,8,80.12,80.37,7 [6 - 8],80.25% [80.12% - 80.37%],2,1,3,10-06-2020
15,AZ- TUCSON,80.32,29,25,41,80.08,81.03,29 [25 - 41],80.32% [80.08% - 81.03%],8,2,26,10-06-2020
16,AR- FORT SMITH,81.48,70,64,85,80.62,83.28,70 [64 - 85],81.48% [80.62% - 83.28%],19,8,42,10-06-2020
18,AR- JONESBORO,81.55,49,45,56,80.55,82.99,49 [45 - 56],81.55% [80.55% - 82.99%],14,5,27,10-06-2020
19,AR- LITTLE ROCK,81.18,236,214,275,80.49,82.29,236 [214 - 275],81.18% [80.49% - 82.29%],68,28,132,10-06-2020
21,AR- SPRINGDALE,81.61,56,51,64,80.66,82.74,56 [51 - 64],81.61% [80.66% - 82.74%],17,7,29,10-06-2020
